,kew_id,tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
8505,431208-1,"['MLY', 'PHI']",Salacia euphlebia,431208-1,Species,Salacia euphlebia,431208-1
8506,431210-1,['CMN'],Salacia eurypetala,431210-1,Species,Salacia eurypetala,431210-1
8507,162587-1,"['AND', 'MLY', 'SUM']",Salacia exsculpta,162587-1,Species,Salacia exsculpta,162587-1
8508,931404-1,['GAB'],Salacia ferrifodina,931404-1,Species,Salacia ferrifodina,931404-1
8509,431211-1,"['CMN', 'CAF', 'GHA']",Salacia fimbrisepala,431211-1,Species,Salacia fimbrisepala,431211-1
8510,162591-1,"['ASS', 'BAN', 'MYA']",Salacia floribunda,162591-1,Species,Salacia floribunda,162591-1
8511,162593-1,"['CRL', 'MOL', 'NWG', 'SOL', 'SUL']",Salacia forsteriana,162593-1,Species,Salacia forsteriana,162593-1
8512,60461144-2,"['BAN', 'IND']",Salacia fruticosa,60461144-2,Species,Salacia fruticosa,60461144-2
8513,77210033-1,['MXG'],Salacia frutiplatensis,77210033-1,Species,Salacia frutiplatensis,77210033-1
8514,77176521-1,"['CLM', 'VEN']",Salacia fugax,77176521-1,Species,Salacia fugax,77176521-1
8515,162595-1,"['CMN', 'GAB', 'ZAI']",Salacia gabunensis,162595-1,Species,Salacia gabunensis,162595-1
8516,431213-1,['VIE'],Salacia gagnepainiana,431213-1,Species,Salacia gagnepainiana,431213-1
8517,431214-1,['IND'],Salacia gambleana,431214-1,Species,Salacia gambleana,431214-1
8518,431216-1,"['CON', 'GAB', 'ZAI']",Salacia germainii,431216-1,Species,Salacia germainii,431216-1
8519,953197-1,"['CON', 'GAB']",Salacia germainii var. chlorion,953197-1,Variety,Salacia germainii,431216-1
8520,77225129-1,"['CON', 'GAB', 'ZAI']",Salacia germainii var. germainii,77225129-1,Variety,Salacia germainii,431216-1
8521,431217-1,"['CPP', 'NAT']",Salacia gerrardii,431217-1,Species,Salacia gerrardii,431217-1
8522,431218-1,"['BOL', 'BZN', 'CLM', 'PAN', 'PER', 'VEN']",Salacia gigantea,431218-1,Species,Salacia gigantea,431218-1
8523,898634-1,['CHC'],Salacia glaucifolia,898634-1,Species,Salacia glaucifolia,898634-1
8524,162597-1,"['CBD', 'VIE']",Salacia godefroyana,162597-1,Species,Salacia godefroyana,162597-1
8525,162598-1,"['BOR', 'MLY', 'MYA', 'SUM', 'THA']",Salacia grandiflora,162598-1,Species,Salacia grandiflora,162598-1
8526,162600-1,"['BZE', 'BZL']",Salacia grandifolia,162600-1,Species,Salacia grandifolia,162600-1
8527,431225-1,['CHH'],Salacia hainanensis,431225-1,Species,Salacia hainanensis,431225-1
8528,77075378-1,"['CAB', 'GAB']",Salacia hallei,77075378-1,Species,Salacia hallei,77075378-1
8529,431226-1,"['GAB', 'NGA', 'ZAI']",Salacia hispida,431226-1,Species,Salacia hispida,431226-1
8530,431227-1,"['GAB', 'GHA', 'IVO', 'NGA']",Salacia howesii,431227-1,Species,Salacia howesii,431227-1
8531,225455-2,"['BOL', 'BZN', 'BZC', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'HON', 'MXC', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN', 'PER', 'SUR', 'VEN']",Salacia impressifolia,225455-2,Species,Salacia impressifolia,225455-2
8532,225457-2,"['BZN', 'BZE', 'CLM', 'ECU', 'FRG', 'PER', 'SUR']",Salacia insignis,225457-2,Species,Salacia insignis,225457-2
8533,162606-1,['SUL'],Salacia intermedia,162606-1,Species,Salacia intermedia,162606-1
8534,431231-1,"['CAF', 'GHA', 'IVO', 'ZAI']",Salacia ituriensis,431231-1,Species,Salacia ituriensis,431231-1
8535,162608-1,['ASS'],Salacia jenkinsii,162608-1,Species,Salacia jenkinsii,162608-1
8536,225458-2,"['BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN']",Salacia juruana,225458-2,Species,Salacia juruana,225458-2
8537,162609-1,"['BOR', 'JAW', 'LSI', 'PHI']",Salacia kalahiensis,162609-1,Species,Salacia kalahiensis,162609-1
8538,225459-2,"['BZN', 'GUY', 'SUR', 'VEN']",Salacia kanukuensis,225459-2,Species,Salacia kanukuensis,225459-2
8539,431238-1,['ASS'],Salacia khasiana,431238-1,Species,Salacia khasiana,431238-1
8540,431239-1,['ZAI'],Salacia kivuensis,431239-1,Species,Salacia kivuensis,431239-1
8541,431240-1,"['CON', 'GAB', 'ZAI']",Salacia klainei,431240-1,Species,Salacia klainei,431240-1
8542,162610-1,"['BOR', 'JAW', 'LSI', 'MLY', 'NCB', 'PHI', 'SUM', 'THA']",Salacia korthalsiana,162610-1,Species,Salacia korthalsiana,162610-1
8543,162612-1,"['NAT', 'MOZ', 'TVL']",Salacia kraussii,162612-1,Species,Salacia kraussii,162612-1
8544,77105601-1,['BZL'],Salacia krigsneri,77105601-1,Species,Salacia krigsneri,77105601-1
8545,431243-1,"['LAO', 'THA', 'VIE']",Salacia laotica,431243-1,Species,Salacia laotica,431243-1
8546,431244-1,"['IVO', 'LBR', 'NGA']",Salacia lateritia,431244-1,Species,Salacia lateritia,431244-1
8547,431246-1,"['CMN', 'CAF', 'NGA', 'ZAI']",Salacia laurentii,431246-1,Species,Salacia laurentii,431246-1
8548,162619-1,['BOR'],Salacia laurifolia,162619-1,Species,Salacia laurifolia,162619-1
8549,431248-1,"['CMN', 'GAB', 'ZAI']",Salacia lebrunii,431248-1,Species,Salacia lebrunii,431248-1
8550,162622-1,"['NWG', 'SOL', 'SUL']",Salacia ledermannii,162622-1,Species,Salacia ledermannii,162622-1
8551,431249-1,"['CMN', 'CON', 'GAB', 'GHA', 'IVO', 'KEN', 'LBR', 'SIE', 'TAN', 'ZAI']",Salacia lehmbachii,431249-1,Species,Salacia lehmbachii,431249-1
8552,953194-1,"['GAB', 'IVO']",Salacia lehmbachii var. aurantiaca,953194-1,Variety,Salacia lehmbachii,431249-1
8553,77225463-1,"['CMN', 'CON', 'GAB', 'ZAI']",Salacia lehmbachii var. lehmbachii,77225463-1,Variety,Salacia lehmbachii,431249-1
8554,953192-1,"['CON', 'GAB', 'GHA', 'IVO', 'LBR', 'SIE']",Salacia lehmbachii var. leonensis,953192-1,Variety,Salacia lehmbachii,431249-1
8555,949529-1,['GAB'],Salacia lehmbachii var. manus-lacertae,949529-1,Variety,Salacia lehmbachii,431249-1
8556,949530-1,['CMN'],Salacia lehmbachii var. pes-ranulae,949530-1,Variety,Salacia lehmbachii,431249-1
8557,953193-1,"['CON', 'ZAI']",Salacia lehmbachii var. uregaensis,953193-1,Variety,Salacia lehmbachii,431249-1
8558,431251-1,"['CMN', 'GAB']",Salacia lenticellosa,431251-1,Species,Salacia lenticellosa,431251-1
8559,162623-1,"['BUR', 'COM', 'GHA', 'IVO', 'KEN', 'NAT', 'MDG', 'MOZ', 'TAN', 'TOG', 'ZIM']",Salacia leptoclada,162623-1,Species,Salacia leptoclada,162623-1
8560,431247-1,"['CAF', 'CON', 'GAB', 'IVO', 'LBR', 'ZAI']",Salacia letestui,431247-1,Species,Salacia letestui,431247-1
8561,931401-1,"['CMN', 'NGA']",Salacia letouzeyana,931401-1,Species,Salacia letouzeyana,931401-1
8562,431255-1,['BOR'],Salacia leucoclada,431255-1,Species,Salacia leucoclada,431255-1
8563,431261-1,"['CMN', 'CON', 'GAB', 'NGA']",Salacia loloensis,431261-1,Species,Salacia loloensis,431261-1
8564,77225484-1,"['CMN', 'CON', 'GAB', 'NGA']",Salacia loloensis var. loloensis,77225484-1,Variety,Salacia loloensis,431261-1
8565,949531-1,"['CMN', 'GAB', 'NGA']",Salacia loloensis var. sibangana,949531-1,Variety,Salacia loloensis,431261-1
8566,431262-1,"['BEN', 'BKN', 'CMN', 'GHA', 'IVO', 'TOG']",Salacia lomensis,431262-1,Species,Salacia lomensis,431262-1
8567,162627-1,['BOR'],Salacia longipedicellata,162627-1,Species,Salacia longipedicellata,162627-1
8568,943671-1,"['BEN', 'CAB', 'CMN', 'CON', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'TOG', 'ZAI']",Salacia longipes,943671-1,Species,Salacia longipes,943671-1
8569,953190-1,"['BEN', 'CMN', 'CON', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'TOG', 'ZAI']",Salacia longipes var. camerunensis,953190-1,Variety,Salacia longipes,943671-1
8570,77225647-1,"['CAB', 'CMN', 'GAB']",Salacia longipes var. longipes,77225647-1,Variety,Salacia longipes,943671-1
8571,953191-1,"['CON', 'ZAI']",Salacia longipes var. longipetiolata,953191-1,Variety,Salacia longipes,943671-1
8572,930035-1,['TAN'],Salacia lovettii,930035-1,Species,Salacia lovettii,930035-1
8573,162628-1,"['CMN', 'IVO', 'NGA']",Salacia lucida,162628-1,Species,Salacia lucida,162628-1
8574,431264-1,"['BOT', 'NAM', 'ZAM']",Salacia luebbertii,431264-1,Species,Salacia luebbertii,431264-1
8575,959804-1,"['BZN', 'GUY']",Salacia maburensis,959804-1,Species,Salacia maburensis,959804-1
8576,225467-2,"['BOL', 'BZN', 'BZC', 'CLM', 'ECU', 'PER', 'VEN']",Salacia macrantha,225467-2,Species,Salacia macrantha,225467-2
8577,77105248-1,['PAN'],Salacia macrocremastra,77105248-1,Species,Salacia macrocremastra,77105248-1
8578,162631-1,"['BIS', 'BOR', 'CBD', 'CHH', 'IND', 'JAW', 'LAO', 'LSI', 'MLY', 'MYA', 'NWG', 'SOL', 'SUL', 'SUM', 'THA', 'VIE']",Salacia macrophylla,162631-1,Species,Salacia macrophylla,162631-1
8579,162634-1,"['IND', 'NCB']",Salacia macrosperma,162634-1,Species,Salacia macrosperma,162634-1
8580,162635-1,"['KEN', 'MDG', 'MOZ', 'SOM', 'TAN']",Salacia madagascariensis,162635-1,Species,Salacia madagascariensis,162635-1
8581,77225342-1,"['KEN', 'MDG', 'MOZ', 'SOM', 'TAN']",Salacia madagascariensis subsp. madagascariensis,77225342-1,Subspecies,Salacia madagascariensis,162635-1
8582,162636-1,"['BOR', 'MLY']",Salacia maingayi,162636-1,Species,Salacia maingayi,162636-1
8583,20006426-1,['AND'],Salacia majumdarii,20006426-1,Species,Salacia majumdarii,20006426-1
8584,431266-1,"['BAN', 'IND']",Salacia malabarica,431266-1,Species,Salacia malabarica,431266-1
8585,77211471-1,['CHC'],Salacia malipoensis,77211471-1,Species,Salacia malipoensis,77211471-1
8586,931409-1,"['CMN', 'CON', 'GAB']",Salacia mamba,931409-1,Species,Salacia mamba,931409-1
8587,162637-1,"['CMN', 'CON', 'GAB', 'GGI', 'NGA', 'ZAI']",Salacia mannii,162637-1,Species,Salacia mannii,162637-1
8588,162638-1,['PHI'],Salacia marginata,162638-1,Species,Salacia marginata,162638-1
8589,431267-1,['ZAI'],Salacia maudouxii,431267-1,Species,Salacia maudouxii,431267-1
8590,431269-1,"['CAB', 'CMN', 'CON', 'GAB', 'ZAI']",Salacia mayumbensis,431269-1,Species,Salacia mayumbensis,431269-1
8591,77210291-1,['IND'],Salacia megacarpa,77210291-1,Species,Salacia megacarpa,77210291-1
8592,225471-2,"['COS', 'PAN']",Salacia megistophylla,225471-2,Species,Salacia megistophylla,225471-2
8593,162641-1,['ASS'],Salacia membranacea,162641-1,Species,Salacia membranacea,162641-1
8594,77193158-1,['CHC'],Salacia menglaensis,77193158-1,Species,Salacia menglaensis,77193158-1
8595,77105249-1,"['CLM', 'COS', 'PAN']",Salacia mennegana,77105249-1,Species,Salacia mennegana,77105249-1
8596,431272-1,['IVO'],Salacia miegei,431272-1,Species,Salacia miegei,431272-1
8597,431274-1,['BOR'],Salacia minutiflora,431274-1,Species,Salacia minutiflora,431274-1
8598,225476-2,"['BZN', 'FRG', 'SUR']",Salacia miqueliana,225476-2,Species,Salacia miqueliana,225476-2
8599,225477-2,['BZL'],Salacia mosenii,225477-2,Species,Salacia mosenii,225477-2
8600,162648-1,"['BOL', 'BZN', 'BZE', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'NIC', 'PAN', 'PER', 'SUR', 'VEN']",Salacia multiflora,162648-1,Species,Salacia multiflora,162648-1
8601,967796-1,"['BZN', 'FRG', 'SUR', 'VEN']",Salacia multiflora subsp. mucronata,967796-1,Subspecies,Salacia multiflora,162648-1
8602,77225498-1,"['BOL', 'BZN', 'BZE', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'NIC', 'PAN', 'PER', 'SUR', 'VEN']",Salacia multiflora subsp. multiflora,77225498-1,Subspecies,Salacia multiflora,162648-1
8603,162649-1,['MYA'],Salacia myrtifolia,162649-1,Species,Salacia myrtifolia,162649-1
8604,431280-1,['ZAI'],Salacia ndakala,431280-1,Species,Salacia ndakala,431280-1
8605,60445877-2,['BZN'],Salacia negrensis,60445877-2,Species,Salacia negrensis,60445877-2
8606,60436482-2,['BZL'],Salacia nemorosa,60436482-2,Species,Salacia nemorosa,60436482-2
8607,77142624-1,['CMN'],Salacia nigra,77142624-1,Species,Salacia nigra,77142624-1
8608,162651-1,"['CMN', 'CAF', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",Salacia nitida,162651-1,Species,Salacia nitida,162651-1
8609,953203-1,"['CON', 'GAB', 'ZAI']",Salacia nitida var. bipindensis,953203-1,Variety,Salacia nitida,162651-1
8610,77225431-1,"['CMN', 'CAF', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",Salacia nitida var. nitida,77225431-1,Variety,Salacia nitida,162651-1
8611,431286-1,"['BOR', 'SUM']",Salacia nitidissima,431286-1,Species,Salacia nitidissima,431286-1
8612,162652-1,"['THA', 'VIE']",Salacia noronhioides,162652-1,Species,Salacia noronhioides,162652-1
8613,60461145-2,"['IND', 'SRL']",Salacia oblonga,60461145-2,Species,Salacia oblonga,60461145-2
8614,77142597-1,['IND'],Salacia oblonga var. kakkayamana,77142597-1,Variety,Salacia oblonga,60461145-2
8615,77232420-1,"['IND', 'SRL']",Salacia oblonga var. oblonga,77232420-1,Variety,Salacia oblonga,60461145-2
8616,162657-1,"['BOR', 'CBD', 'JAW', 'MLY', 'SUM', 'THA', 'VIE']",Salacia oblongifolia,162657-1,Species,Salacia oblongifolia,162657-1
8617,898635-1,['CHC'],Salacia obovatilimba,898635-1,Species,Salacia obovatilimba,898635-1
8618,60445878-2,['ECU'],Salacia odorata,60445878-2,Species,Salacia odorata,60445878-2
8619,162660-1,['MDG'],Salacia oleoides,162660-1,Species,Salacia oleoides,162660-1
8620,162661-1,"['CMN', 'GAB', 'IVO']",Salacia oliveriana,162661-1,Species,Salacia oliveriana,162661-1
8621,77225853-1,"['CMN', 'GAB']",Salacia oliveriana var. oliveriana,77225853-1,Variety,Salacia oliveriana,162661-1
8622,225486-2,"['BZN', 'CLM', 'ECU', 'PAN', 'PER', 'VEN']",Salacia opacifolia,225486-2,Species,Salacia opacifolia,225486-2
8623,162663-1,"['MOZ', 'TAN']",Salacia orientalis,162663-1,Species,Salacia orientalis,162663-1
8624,162664-1,"['JAW', 'MOL', 'PHI', 'SUL', 'SUM']",Salacia ovalis,162664-1,Species,Salacia ovalis,162664-1
8625,431289-1,"['BKN', 'CMN', 'GHA', 'GUI', 'IVO', 'LBR']",Salacia owabiensis,431289-1,Species,Salacia owabiensis,431289-1
8626,431290-1,"['FIJ', 'TON']",Salacia pachycarpa,431290-1,Species,Salacia pachycarpa,431290-1
8627,162667-1,"['GUY', 'VEN']",Salacia pachyphylla,162667-1,Species,Salacia pachyphylla,162667-1
8628,162668-1,"['CBD', 'VIE']",Salacia pallens,162668-1,Species,Salacia pallens,162668-1
8629,162669-1,"['BEN', 'BKN', 'CMN', 'CON', 'GAB', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",Salacia pallescens,162669-1,Species,Salacia pallescens,162669-1
8630,77105250-1,['PAN'],Salacia panamensis,77105250-1,Species,Salacia panamensis,77105250-1
8631,162673-1,['NWG'],Salacia papuana,162673-1,Species,Salacia papuana,162673-1
8632,162674-1,"['BIS', 'SOL']",Salacia parkinsonii,162674-1,Species,Salacia parkinsonii,162674-1
8633,225490-2,"['CLM', 'COS', 'GUA', 'MXS', 'PAN', 'VEN']",Salacia petenensis,225490-2,Species,Salacia petenensis,225490-2
8634,431296-1,['VIE'],Salacia phuquocensis,431296-1,Species,Salacia phuquocensis,431296-1
8635,931407-1,['GAB'],Salacia pierrei,931407-1,Species,Salacia pierrei,931407-1
8636,162680-1,['NCB'],Salacia platyphylla,162680-1,Species,Salacia platyphylla,162680-1
8637,162682-1,['MYA'],Salacia polyantha,162682-1,Species,Salacia polyantha,162682-1
8638,431301-1,"['CHC', 'CHS']",Salacia polysperma,431301-1,Species,Salacia polysperma,431301-1
8639,162687-1,"['CMN', 'CON', 'GAB', 'ZAI']",Salacia preussii,162687-1,Species,Salacia preussii,162687-1
8640,953187-1,"['GAB', 'ZAI']",Salacia preussii var. louisii,953187-1,Variety,Salacia preussii,162687-1
8641,77225665-1,"['CMN', 'GAB']",Salacia preussii var. preussii,77225665-1,Variety,Salacia preussii,162687-1
8642,77204174-1,['MXC'],Salacia pueblana,77204174-1,Species,Salacia pueblana,77204174-1
8643,431304-1,"['ANG', 'CMN', 'GAB', 'NGA', 'ZAM', 'ZAI']",Salacia pynaertii,431304-1,Species,Salacia pynaertii,431304-1
8644,431305-1,"['CMN', 'EQG', 'GAB', 'NGA', 'ZAI']",Salacia pyriformioides,431305-1,Species,Salacia pyriformioides,431305-1
8645,162690-1,"['BKN', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'GGI', 'IVO', 'LBR', 'NGA', 'SIE', 'SUD', 'TAN', 'TOG', 'ZAI']",Salacia pyriformis,162690-1,Species,Salacia pyriformis,162690-1
8646,431306-1,"['CON', 'ZAI']",Salacia quadrangulata,431306-1,Species,Salacia quadrangulata,431306-1
8647,162692-1,"['CAB', 'CMN', 'CON', 'GAB']",Salacia regeliana,162692-1,Species,Salacia regeliana,162692-1
8648,162693-1,"['NAT', 'TVL']",Salacia rehmannii,162693-1,Species,Salacia rehmannii,162693-1
8649,162694-1,"['AND', 'SRL']",Salacia reticulata,162694-1,Species,Salacia reticulata,162694-1
8650,431308-1,"['ANG', 'GAB', 'ZAM', 'ZAI']",Salacia rhodesiaca,431308-1,Species,Salacia rhodesiaca,431308-1
8651,431309-1,['ZAI'],Salacia rivularis,431309-1,Species,Salacia rivularis,431309-1
8652,162697-1,"['CBD', 'LAO', 'THA', 'VIE']",Salacia rostrata,162697-1,Species,Salacia rostrata,162697-1
8653,162700-1,"['LBR', 'SIE']",Salacia × rufescens,162700-1,Species,Salacia × rufescens,162700-1
8654,162703-1,['VIE'],Salacia saigonensis,162703-1,Species,Salacia saigonensis,162703-1
8655,162704-1,"['AND', 'ASS', 'BAN', 'EHM', 'MYA']",Salacia salacioides,162704-1,Species,Salacia salacioides,162704-1
8656,162709-1,"['GAM', 'GUI', 'GNB', 'LBR', 'SEN', 'SIE']",Salacia senegalensis,162709-1,Species,Salacia senegalensis,162709-1
8657,431312-1,"['CHC', 'CHS']",Salacia sessiliflora,431312-1,Species,Salacia sessiliflora,431312-1
8658,431314-1,['MYA'],Salacia smaliana,431314-1,Species,Salacia smaliana,431314-1
8659,225502-2,"['BZN', 'CLM', 'PER']",Salacia solimoesensis,225502-2,Species,Salacia solimoesensis,225502-2
8660,162715-1,"['MOL', 'NWG', 'SOL']",Salacia sororia,162715-1,Species,Salacia sororia,162715-1
8661,225503-2,"['CLM', 'ECU', 'PAN', 'PER']",Salacia spectabilis,225503-2,Species,Salacia spectabilis,225503-2
8662,162717-1,"['CMN', 'CAF', 'CON', 'GAB', 'LBR', 'NGA', 'ZAI']",Salacia staudtiana,162717-1,Species,Salacia staudtiana,162717-1
8663,953189-1,"['CMN', 'CAF', 'ZAI']",Salacia staudtiana var. cerasiocarpa,953189-1,Variety,Salacia staudtiana,162717-1
8664,949528-1,"['CMN', 'CON', 'GAB']",Salacia staudtiana var. scaphodisca,949528-1,Variety,Salacia staudtiana,162717-1
8665,77224985-1,"['CMN', 'CON', 'GAB', 'LBR', 'NGA']",Salacia staudtiana var. staudtiana,77224985-1,Variety,Salacia staudtiana,162717-1
8666,953188-1,"['GAB', 'ZAI']",Salacia staudtiana var. tshopoensis,953188-1,Variety,Salacia staudtiana,162717-1
8667,162718-1,"['CMN', 'CON', 'IVO', 'KEN', 'LBR', 'MOZ', 'SOM', 'TAN']",Salacia stuhlmanniana,162718-1,Species,Salacia stuhlmanniana,162718-1
8668,431321-1,['NWG'],Salacia subalternifolia,431321-1,Species,Salacia subalternifolia,431321-1
8669,931400-1,['GAB'],Salacia subicterica,931400-1,Species,Salacia subicterica,931400-1
8670,431323-1,['CMN'],Salacia sulfur,431323-1,Species,Salacia sulfur,431323-1
8671,431324-1,"['CMN', 'GAB', 'NGA']",Salacia talbotii,431324-1,Species,Salacia talbotii,431324-1
8672,431327-1,['EQG'],Salacia tessmannii,431327-1,Species,Salacia tessmannii,431327-1
8673,431328-1,"['BEN', 'CMN', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'TOG', 'ZAI']",Salacia togoica,431328-1,Species,Salacia togoica,431328-1
8674,162722-1,"['AND', 'MYA']",Salacia tortuosa,162722-1,Species,Salacia tortuosa,162722-1
8675,431333-1,"['CON', 'GAB', 'LBR', 'NGA', 'SIE', 'ZAI']",Salacia tuberculata,431333-1,Species,Salacia tuberculata,431333-1
8676,953202-1,['ZAI'],Salacia tuberculata var. ngaziensis,953202-1,Variety,Salacia tuberculata,431333-1
8677,77225646-1,"['CON', 'GAB', 'LBR', 'NGA', 'SIE', 'ZAI']",Salacia tuberculata var. tuberculata,77225646-1,Variety,Salacia tuberculata,431333-1
8678,162726-1,"['CBD', 'VIE']",Salacia typhina,162726-1,Species,Salacia typhina,162726-1
8679,311588-2,"['BZN', 'CLM', 'PER']",Salacia ulei,311588-2,Species,Salacia ulei,311588-2
8680,77130414-1,['IND'],Salacia vellaniana,77130414-1,Species,Salacia vellaniana,77130414-1
8681,162731-1,['PHI'],Salacia venosa,162731-1,Species,Salacia venosa,162731-1
8682,77105602-1,"['BZN', 'CLM', 'PER']",Salacia vernicosa,77105602-1,Species,Salacia vernicosa,77105602-1
8683,162733-1,"['AND', 'ASS', 'BAN', 'BOR', 'CBD', 'LAO', 'MLY', 'MYA', 'NCB', 'PHI', 'SUL', 'SUM', 'THA', 'VIE']",Salacia verrucosa,162733-1,Species,Salacia verrucosa,162733-1
8684,931406-1,['GAB'],Salacia villiersii,931406-1,Species,Salacia villiersii,931406-1
8685,162734-1,"['CBD', 'LAO', 'MLY', 'MYA', 'SUM', 'THA', 'VIE']",Salacia viminea,162734-1,Species,Salacia viminea,162734-1
8686,77142473-1,['PER'],Salacia viridiramis,77142473-1,Species,Salacia viridiramis,77142473-1
8687,431339-1,['FIJ'],Salacia vitiensis,431339-1,Species,Salacia vitiensis,431339-1
8688,431341-1,"['CMN', 'GAB']",Salacia volubilis,431341-1,Species,Salacia volubilis,431341-1
8689,60468977-2,['IND'],Salacia wayanadica,60468977-2,Species,Salacia wayanadica,60468977-2
8690,431344-1,['PHI'],Salacia wenzelii,431344-1,Species,Salacia wenzelii,431344-1
8691,431345-1,"['ANG', 'CAB', 'CMN', 'CON', 'GAB', 'IVO', 'LBR', 'ZAI']",Salacia whytei,431345-1,Species,Salacia whytei,431345-1
8692,953196-1,"['CMN', 'ZAI']",Salacia whytei var. toussaintii,953196-1,Variety,Salacia whytei,431345-1
8693,953195-1,"['CMN', 'GAB', 'ZAI']",Salacia whytei var. vermoeseniana,953195-1,Variety,Salacia whytei,431345-1
8694,77225128-1,"['ANG', 'CAB', 'CMN', 'CON', 'GAB', 'IVO', 'LBR']",Salacia whytei var. whytei,77225128-1,Variety,Salacia whytei,431345-1
8695,225509-2,"['CUB', 'BAN']",Salacia wrightii,225509-2,Species,Salacia wrightii,225509-2
8696,431346-1,"['CMN', 'CON', 'GAB', 'IVO', 'LBR', 'NGA', 'SIE']",Salacia zenkeri,431346-1,Species,Salacia zenkeri,431346-1
8697,431359-1,"['CAB', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'IVO', 'LBR', 'NGA', 'UGA', 'ZAI']",Salacighia letestuana,431359-1,Species,Salacighia letestuana,431359-1
8698,431360-1,"['LBR', 'SIE']",Salacighia linderi,431360-1,Species,Salacighia linderi,431360-1
8699,162740-1,['NWC'],Salaciopsis glomerata,162740-1,Species,Salaciopsis glomerata,162740-1
8700,993137-1,['NWC'],Salaciopsis longistyla,993137-1,Species,Salaciopsis longistyla,993137-1
8701,162741-1,['NWC'],Salaciopsis megaphylla,162741-1,Species,Salaciopsis megaphylla,162741-1
8702,162742-1,['NWC'],Salaciopsis neocaledonica,162742-1,Species,Salaciopsis neocaledonica,162742-1
8703,162743-1,['NWC'],Salaciopsis sparsiflora,162743-1,Species,Salaciopsis sparsiflora,162743-1
8704,993136-1,['NWC'],Salaciopsis tiwakae,993136-1,Species,Salaciopsis tiwakae,993136-1
8705,162745-1,['MDG'],Salvadoropsis arenicola,162745-1,Species,Salvadoropsis arenicola,162745-1
8706,162746-1,['BOR'],Sarawakodendron filamentosum,162746-1,Species,Sarawakodendron filamentosum,162746-1
8707,228897-2,"['DOM', 'HAI']",Schaefferia angustifolia,228897-2,Species,Schaefferia angustifolia,228897-2
8708,228898-2,"['AGE', 'AGW', 'BOL', 'BZS', 'BZL', 'PAR', 'URU']",Schaefferia argentinensis,228898-2,Species,Schaefferia argentinensis,228898-2
8709,162755-1,"['MXE', 'MXN', 'MXS', 'TEX']",Schaefferia cuneifolia,162755-1,Species,Schaefferia cuneifolia,162755-1
8710,228901-2,"['BOL', 'PER']",Schaefferia dietheri,228901-2,Species,Schaefferia dietheri,228901-2
8711,228903-2,"['CUB', 'DOM', 'HAI']",Schaefferia ephedroides,228903-2,Species,Schaefferia ephedroides,228903-2
8712,162760-1,"['BAH', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'GUA', 'HAI', 'JAM', 'LEE', 'MXG', 'MXE', 'MXT', 'MXS', 'PUE', 'TRT', 'TCI', 'VEN', 'WIN']",Schaefferia frutescens,162760-1,Species,Schaefferia frutescens,162760-1
8713,228907-2,['MXS'],Schaefferia lottiae,228907-2,Species,Schaefferia lottiae,228907-2
8714,162764-1,"['CUB', 'JAM']",Schaefferia marchii,162764-1,Species,Schaefferia marchii,162764-1
8715,228908-2,"['MXC', 'MXS']",Schaefferia oaxacana,228908-2,Species,Schaefferia oaxacana,228908-2
8716,228909-2,['JAM'],Schaefferia obovata,228909-2,Species,Schaefferia obovata,228909-2
8717,228910-2,['MXG'],Schaefferia ovatifolia,228910-2,Species,Schaefferia ovatifolia,228910-2
8718,228911-2,"['MXC', 'MXE', 'MXN', 'MXS']",Schaefferia pilosa,228911-2,Species,Schaefferia pilosa,228911-2
8719,162770-1,['PER'],Schaefferia serrata,162770-1,Species,Schaefferia serrata,162770-1
8720,228913-2,['MXN'],Schaefferia shrevei,228913-2,Species,Schaefferia shrevei,228913-2
8721,228914-2,"['MXC', 'MXS']",Schaefferia stenophylla,228914-2,Species,Schaefferia stenophylla,228914-2
8722,284864-2,"['BLZ', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXN', 'MXT', 'MXS', 'NIC', 'PAN', 'VEN']",Semialarium mexicanum,284864-2,Species,Semialarium mexicanum,284864-2
8723,913334-1,"['BZE', 'BZS', 'BZL', 'BZC', 'CLM', 'PAR']",Semialarium paniculatum,913334-1,Species,Semialarium paniculatum,913334-1
