,kew_id,tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
6559,81870-1,"['CMN', 'CON', 'GAB', 'ZAI']",Strophanthus congoensis,81870-1,Species,Strophanthus congoensis,81870-1
6560,81871-1,"['KEN', 'MLW', 'MOZ', 'TAN', 'ZAM', 'ZIM']",Strophanthus courmontii,81871-1,Species,Strophanthus courmontii,81871-1
6561,77177267-1,['ZAI'],Strophanthus demeusei,77177267-1,Species,Strophanthus demeusei,77177267-1
6562,81877-1,"['CHC', 'CHS', 'CHH', 'VIE']",Strophanthus divaricatus,81877-1,Species,Strophanthus divaricatus,81877-1
6563,81881-1,"['TAN', 'ZAM', 'ZAI']",Strophanthus eminii,81881-1,Species,Strophanthus eminii,81881-1
6564,81885-1,"['ANG', 'ZAM', 'ZAI']",Strophanthus gardeniiflorus,81885-1,Species,Strophanthus gardeniiflorus,81885-1
6565,81886-1,"['NAT', 'MOZ', 'TVL', 'SWZ']",Strophanthus gerrardii,81886-1,Species,Strophanthus gerrardii,81886-1
6566,81892-1,"['CMN', 'GAB', 'NGA']",Strophanthus gracilis,81892-1,Species,Strophanthus gracilis,81892-1
6567,81895-1,"['CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE', 'ZAI', 'BKN', 'TAI', 'TRT']",Strophanthus gratus,81895-1,Species,Strophanthus gratus,81895-1
6568,81900-1,"['ANG', 'BEN', 'BKN', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'TAN', 'TOG', 'UGA', 'ZAI', 'CHC', 'CHS', 'CHH']",Strophanthus hispidus,81900-1,Species,Strophanthus hispidus,81900-1
6569,81901-1,"['ZAM', 'ZAI']",Strophanthus holosericeus,81901-1,Species,Strophanthus holosericeus,81901-1
6570,81903-1,"['MOZ', 'TAN']",Strophanthus hypoleucos,81903-1,Species,Strophanthus hypoleucos,81903-1
6571,81909-1,"['BOT', 'CPV', 'KEN', 'MLW', 'MOZ', 'TVL', 'TAN', 'ZAM', 'ZIM']",Strophanthus kombe,81909-1,Species,Strophanthus kombe,81909-1
6572,81912-1,"['ANG', 'ZAI']",Strophanthus ledienii,81912-1,Species,Strophanthus ledienii,81912-1
6573,81917-1,"['NAT', 'MOZ', 'TVL']",Strophanthus luteolus,81917-1,Species,Strophanthus luteolus,81917-1
6574,81922-1,"['KEN', 'SOM']",Strophanthus mirabilis,81922-1,Species,Strophanthus mirabilis,81922-1
6575,81923-1,"['CMN', 'EQG', 'GAB', 'ZAI']",Strophanthus mortehanii,81923-1,Species,Strophanthus mortehanii,81923-1
6576,81924-1,"['MLW', 'MOZ', 'ZAM', 'ZIM']",Strophanthus nicholsonii,81924-1,Species,Strophanthus nicholsonii,81924-1
6577,81928-1,"['ANG', 'CAB', 'CON', 'GAB', 'ZAI']",Strophanthus parviflorus,81928-1,Species,Strophanthus parviflorus,81928-1
6578,81933-1,"['CBD', 'LAO', 'MLY', 'MYA', 'THA', 'VIE']",Strophanthus perakensis,81933-1,Species,Strophanthus perakensis,81933-1
6579,81935-1,"['KEN', 'NAT', 'MLW', 'MOZ', 'TVL', 'TAN', 'ZAM', 'ZIM']",Strophanthus petersianus,81935-1,Species,Strophanthus petersianus,81935-1
6580,81938-1,"['ANG', 'BEN', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'GGI', 'IVO', 'LBR', 'NGA', 'SIE', 'TAN', 'TOG', 'UGA', 'ZAI', 'TRT']",Strophanthus preussii,81938-1,Species,Strophanthus preussii,81938-1
6581,81939-1,['LSI'],Strophanthus puberulus,81939-1,Species,Strophanthus puberulus,81939-1
6582,81945-1,"['ANG', 'BEN', 'BKN', 'CAB', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'MLI', 'MTN', 'NGR', 'NGA', 'SEN', 'SIE', 'TOG', 'UGA', 'ZAI', 'CHC']",Strophanthus sarmentosus,81945-1,Species,Strophanthus sarmentosus,81945-1
6583,81955-1,"['BOR', 'MLY']",Strophanthus singaporianus,81955-1,Species,Strophanthus singaporianus,81955-1
6584,81956-1,"['CPP', 'NAT', 'TVL', 'SWZ', 'ZIM']",Strophanthus speciosus,81956-1,Species,Strophanthus speciosus,81956-1
6585,81960-1,"['CMN', 'GAB', 'NGA']",Strophanthus thollonii,81960-1,Species,Strophanthus thollonii,81960-1
6586,81961-1,"['ANG', 'ZAM', 'ZAI']",Strophanthus vanderijstii,81961-1,Species,Strophanthus vanderijstii,81961-1
6587,81964-1,"['AND', 'ASS', 'BAN', 'CHC', 'EHM', 'IND', 'LAO', 'MLY', 'MYA', 'THA', 'VIE']",Strophanthus wallichii,81964-1,Species,Strophanthus wallichii,81964-1
6588,81965-1,"['ANG', 'TAN', 'ZAM', 'ZAI']",Strophanthus welwitschii,81965-1,Species,Strophanthus welwitschii,81965-1
6589,60459958-2,['IND'],Strophanthus wightianus,60459958-2,Species,Strophanthus wightianus,60459958-2
6590,81969-1,"['KEN', 'TAN']",Strophanthus zimmermannianus,81969-1,Species,Strophanthus zimmermannianus,81969-1
6591,77206456-1,"['MXG', 'MXN', 'MXT', 'MXS']",Suberogerens cyclophylla,77206456-1,Species,Suberogerens cyclophylla,77206456-1
6592,77105789-1,['COS'],Tabernaemontana abbreviata,77105789-1,Species,Tabernaemontana abbreviata,77105789-1
6593,77177359-1,"['GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'SEN', 'SIE']",Tabernaemontana africana,77177359-1,Species,Tabernaemontana africana,77177359-1
6594,81985-1,"['BLZ', 'CLM', 'COS', 'CUB', 'FLA', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC', 'PAN', 'SWC']",Tabernaemontana alba,81985-1,Species,Tabernaemontana alba,81985-1
6595,248831-2,"['COS', 'PAN']",Tabernaemontana alfaroi,248831-2,Species,Tabernaemontana alfaroi,248831-2
6596,77105790-1,['PAN'],Tabernaemontana allenii,77105790-1,Species,Tabernaemontana allenii,77105790-1
6597,81992-1,['IND'],Tabernaemontana alternifolia,81992-1,Species,Tabernaemontana alternifolia,81992-1
6598,248834-2,"['CLM', 'ECU']",Tabernaemontana amplifolia,248834-2,Species,Tabernaemontana amplifolia,248834-2
6599,81996-1,"['BLZ', 'CLM', 'COS', 'CUB', 'ECU', 'ELS', 'GUA', 'HAI', 'HON', 'MXC', 'MXG', 'MXE', 'MXN', 'MXT', 'MXS', 'NIC', 'PAN', 'PER', 'VEN', 'VNA']",Tabernaemontana amygdalifolia,81996-1,Species,Tabernaemontana amygdalifolia,81996-1
6600,82002-1,"['BZE', 'BZL']",Tabernaemontana angulata,82002-1,Species,Tabernaemontana angulata,82002-1
6601,959223-1,['BOR'],Tabernaemontana antheonycta,959223-1,Species,Tabernaemontana antheonycta,959223-1
6602,82007-1,['CUB'],Tabernaemontana apoda,82007-1,Species,Tabernaemontana apoda,82007-1
6603,248839-2,"['BLZ', 'CLM', 'COS', 'GUA', 'HON', 'MXG', 'MXT', 'MXS', 'NIC', 'PAN']",Tabernaemontana arborea,248839-2,Species,Tabernaemontana arborea,248839-2
6604,248841-2,"['FRG', 'SUR', 'TRT', 'VEN']",Tabernaemontana attenuata,248841-2,Species,Tabernaemontana attenuata,248841-2
6605,82013-1,"['BIS', 'CRL', 'MOL', 'NWG', 'SCZ', 'SOL', 'VAN']",Tabernaemontana aurantiaca,82013-1,Species,Tabernaemontana aurantiaca,82013-1
6606,914704-1,"['CON', 'GAB']",Tabernaemontana bouquetii,914704-1,Species,Tabernaemontana bouquetii,914704-1
6607,82026-1,"['CBD', 'CHC', 'CHS', 'CHH', 'LAO', 'MYA', 'THA', 'VIE']",Tabernaemontana bovina,82026-1,Species,Tabernaemontana bovina,82026-1
6608,82027-1,"['CMN', 'EQG', 'GAB', 'GGI', 'NGA', 'ZAI']",Tabernaemontana brachyantha,82027-1,Species,Tabernaemontana brachyantha,82027-1
6609,77105791-1,['BZN'],Tabernaemontana brasiliensis,77105791-1,Species,Tabernaemontana brasiliensis,77105791-1
6610,82034-1,"['CBD', 'CHC', 'CHS', 'CHH', 'LAO', 'MYA', 'THA', 'VIE']",Tabernaemontana bufalina,82034-1,Species,Tabernaemontana bufalina,82034-1
6611,82035-1,['MDG'],Tabernaemontana calcarea,82035-1,Species,Tabernaemontana calcarea,82035-1
6612,907601-1,['MDG'],Tabernaemontana capuronii,907601-1,Species,Tabernaemontana capuronii,907601-1
6613,82043-1,"['AGE', 'BOL', 'BZE', 'BZS', 'BZL', 'BZC', 'PAR', 'URU']",Tabernaemontana catharinensis,82043-1,Species,Tabernaemontana catharinensis,82043-1
6614,963137-1,"['GUY', 'SUR', 'VEN']",Tabernaemontana cerea,963137-1,Species,Tabernaemontana cerea,963137-1
6615,82046-1,['NWC'],Tabernaemontana cerifera,82046-1,Species,Tabernaemontana cerifera,82046-1
6616,77193134-1,['MXS'],Tabernaemontana chamelensis,77193134-1,Species,Tabernaemontana chamelensis,77193134-1
6617,945564-1,['CLM'],Tabernaemontana chocoensis,945564-1,Species,Tabernaemontana chocoensis,945564-1
6618,82053-1,['MDG'],Tabernaemontana ciliata,82053-1,Species,Tabernaemontana ciliata,82053-1
6619,82055-1,"['CUB', 'DOM', 'HAI', 'LEE', 'MXG', 'MXT', 'SWC', 'TRT', 'WIN']",Tabernaemontana citrifolia,82055-1,Species,Tabernaemontana citrifolia,82055-1
6620,82059-1,"['COM', 'MDG', 'SEY']",Tabernaemontana coffeoides,82059-1,Species,Tabernaemontana coffeoides,82059-1
6621,285800-2,"['CLM', 'ECU', 'PAN', 'PER']",Tabernaemontana columbiensis,285800-2,Species,Tabernaemontana columbiensis,285800-2
6622,82065-1,['CMN'],Tabernaemontana contorta,82065-1,Species,Tabernaemontana contorta,82065-1
6623,82066-1,['PHI'],Tabernaemontana cordata,82066-1,Species,Tabernaemontana cordata,82066-1
6624,248849-2,"['BZN', 'BZC', 'PER']",Tabernaemontana coriacea,248849-2,Species,Tabernaemontana coriacea,248849-2
6625,60466167-2,"['BAN', 'BOR', 'CBD', 'CHC', 'CHS', 'CHH', 'LAO', 'LSI', 'MLY', 'MYA', 'SUM', 'THA', 'VIE']",Tabernaemontana corymbosa,60466167-2,Species,Tabernaemontana corymbosa,60466167-2
6626,82072-1,"['ANG', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",Tabernaemontana crassa,82072-1,Species,Tabernaemontana crassa,82072-1
6627,82073-1,['MDG'],Tabernaemontana crassifolia,82073-1,Species,Tabernaemontana crassifolia,82073-1
6628,979014-1,['BZN'],Tabernaemontana cumata,979014-1,Species,Tabernaemontana cumata,979014-1
6629,285802-2,"['BOL', 'BZN', 'BZC', 'CLM', 'PER']",Tabernaemontana cuspidata,285802-2,Species,Tabernaemontana cuspidata,285802-2
6630,82084-1,"['BOL', 'BZN', 'CLM', 'ECU', 'GUY', 'PER', 'TRT', 'VEN']",Tabernaemontana cymosa,82084-1,Species,Tabernaemontana cymosa,82084-1
6631,913394-1,['MDG'],Tabernaemontana debrayi,913394-1,Species,Tabernaemontana debrayi,913394-1
6632,60466169-2,['SRL'],Tabernaemontana dichotoma,60466169-2,Species,Tabernaemontana dichotoma,60466169-2
6633,248856-2,"['BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'VEN']",Tabernaemontana disticha,248856-2,Species,Tabernaemontana disticha,248856-2
6634,82097-1,"['ASS', 'BAN', 'CBD', 'CHC', 'EHM', 'IND', 'LAO', 'MYA', 'NEP', 'THA', 'VIE', 'WHM', 'CRL', 'CHS', 'COO', 'COS', 'DOM', 'GUA', 'GGI', 'CHH', 'HAI', 'HON', 'JAM', 'LEE', 'MLY', 'MRN', 'MRQ', 'MRS', 'MXT', 'MXS', 'NIC', 'PAN', 'PUE', 'SCI', 'TAI', 'TRT', 'TUA', 'TUB']",Tabernaemontana divaricata,82097-1,Species,Tabernaemontana divaricata,82097-1
6635,248857-2,"['BLZ', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC', 'PAN']",Tabernaemontana donnell-smithii,248857-2,Species,Tabernaemontana donnell-smithii,248857-2
6636,82107-1,"['ANG', 'BEN', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'GGI', 'NGA', 'ZAI']",Tabernaemontana eglandulosa,82107-1,Species,Tabernaemontana eglandulosa,82107-1
6637,82109-1,"['KEN', 'NAT', 'MLW', 'MOZ', 'TVL', 'SOM', 'SWZ', 'TAN', 'ZIM']",Tabernaemontana elegans,82109-1,Species,Tabernaemontana elegans,82109-1
6638,77105792-1,"['ELS', 'GUA', 'HON', 'MXG', 'MXT', 'MXS']",Tabernaemontana eubracteata,77105792-1,Species,Tabernaemontana eubracteata,77105792-1
6639,82114-1,['MDG'],Tabernaemontana eusepala,82114-1,Species,Tabernaemontana eusepala,82114-1
6640,914705-1,['MDG'],Tabernaemontana eusepaloides,914705-1,Species,Tabernaemontana eusepaloides,914705-1
6641,82121-1,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'CLM', 'PER', 'VEN']",Tabernaemontana flavicans,82121-1,Species,Tabernaemontana flavicans,82121-1
6642,82125-1,['IND'],Tabernaemontana gamblei,82125-1,Species,Tabernaemontana gamblei,82125-1
6643,77157914-1,"['BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXN', 'MXT', 'MXS', 'NIC', 'PAN', 'PER']",Tabernaemontana glabra,77157914-1,Species,Tabernaemontana glabra,77157914-1
6644,82129-1,"['CMN', 'CON', 'EQG', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE']",Tabernaemontana glandulosa,82129-1,Species,Tabernaemontana glandulosa,82129-1
6645,82139-1,"['BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'SUR', 'VEN']",Tabernaemontana grandiflora,82139-1,Species,Tabernaemontana grandiflora,82139-1
6646,82140-1,['VIE'],Tabernaemontana granulosa,82140-1,Species,Tabernaemontana granulosa,82140-1
6647,77108705-1,"['CMN', 'GAB']",Tabernaemontana hallei,77108705-1,Species,Tabernaemontana hallei,77108705-1
6648,77105794-1,"['COS', 'MXG', 'MXT', 'MXS']",Tabernaemontana hannae,77105794-1,Species,Tabernaemontana hannae,77105794-1
6649,82146-1,"['BOL', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN']",Tabernaemontana heterophylla,82146-1,Species,Tabernaemontana heterophylla,82146-1
6650,82154-1,['MDG'],Tabernaemontana humblotii,82154-1,Species,Tabernaemontana humblotii,82154-1
6651,82157-1,"['BZE', 'BZL', 'BZC']",Tabernaemontana hystrix,82157-1,Species,Tabernaemontana hystrix,82157-1
6652,82161-1,"['ANG', 'CMN', 'CON', 'GAB', 'ZAI']",Tabernaemontana inconspicua,82161-1,Species,Tabernaemontana inconspicua,82161-1
6653,82175-1,"['BZE', 'BZL', 'BZC']",Tabernaemontana laeta,82175-1,Species,Tabernaemontana laeta,82175-1
6654,979015-1,"['BZN', 'FRG', 'PER']",Tabernaemontana lagenaria,979015-1,Species,Tabernaemontana lagenaria,979015-1
6655,82182-1,"['CAY', 'JAM']",Tabernaemontana laurifolia,82182-1,Species,Tabernaemontana laurifolia,82182-1
6656,318025-2,['CLM'],Tabernaemontana leeuwenbergiana,318025-2,Species,Tabernaemontana leeuwenbergiana,318025-2
6657,82187-1,"['CON', 'GAB']",Tabernaemontana letestui,82187-1,Species,Tabernaemontana letestui,82187-1
6658,82189-1,"['BOL', 'BZN', 'BZE', 'FRG', 'PER', 'SUR']",Tabernaemontana linkii,82189-1,Species,Tabernaemontana linkii,82189-1
6659,285810-2,"['CLM', 'COS', 'GUA', 'HON', 'MXC', 'MXG', 'MXE', 'MXT', 'MXS', 'NIC', 'PAN', 'CUB', 'HAW']",Tabernaemontana litoralis,285810-2,Species,Tabernaemontana litoralis,285810-2
6660,248876-2,"['CLM', 'COS', 'ECU', 'NIC', 'PAN', 'VEN']",Tabernaemontana longipes,248876-2,Species,Tabernaemontana longipes,248876-2
6661,979016-1,"['BZN', 'GUY', 'SUR']",Tabernaemontana lorifera,979016-1,Species,Tabernaemontana lorifera,979016-1
6662,285812-2,"['BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",Tabernaemontana macrocalyx,285812-2,Species,Tabernaemontana macrocalyx,285812-2
6663,82203-1,"['BOR', 'MLY', 'PHI', 'SUM', 'THA']",Tabernaemontana macrocarpa,82203-1,Species,Tabernaemontana macrocarpa,82203-1
6664,288916-2,"['BZN', 'CLM', 'ECU', 'PAN', 'PER', 'VEN']",Tabernaemontana markgrafiana,288916-2,Species,Tabernaemontana markgrafiana,288916-2
6665,82212-1,"['BZN', 'CLM', 'VEN']",Tabernaemontana maxima,82212-1,Species,Tabernaemontana maxima,82212-1
6666,77131476-1,['MXS'],Tabernaemontana mixtecana,77131476-1,Species,Tabernaemontana mixtecana,77131476-1
6667,82224-1,['MDG'],Tabernaemontana mocquerysi,82224-1,Species,Tabernaemontana mocquerysi,82224-1
6668,82235-1,['BZN'],Tabernaemontana muricata,82235-1,Species,Tabernaemontana muricata,82235-1
6669,77105795-1,['MXS'],Tabernaemontana oaxacana,77105795-1,Species,Tabernaemontana oaxacana,77105795-1
6670,77193135-1,['MXS'],Tabernaemontana ochoterenae,77193135-1,Species,Tabernaemontana ochoterenae,77193135-1
6671,248885-2,['JAM'],Tabernaemontana ochroleuca,248885-2,Species,Tabernaemontana ochroleuca,248885-2
6672,20010230-1,"['RWA', 'TAN', 'UGA', 'ZAI']",Tabernaemontana odoratissima,20010230-1,Species,Tabernaemontana odoratissima,20010230-1
6673,248887-2,"['PUE', 'TRT']",Tabernaemontana oppositifolia,248887-2,Species,Tabernaemontana oppositifolia,248887-2
6674,248888-2,['JAM'],Tabernaemontana ovalifolia,248888-2,Species,Tabernaemontana ovalifolia,248888-2
6675,82263-1,"['ANG', 'BEN', 'CMN', 'CAF', 'GAB', 'GHA', 'GGI', 'KEN', 'MLW', 'NGA', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAM', 'ZAI']",Tabernaemontana pachysiphon,82263-1,Species,Tabernaemontana pachysiphon,82263-1
6676,248891-2,"['BZN', 'CLM', 'VEN']",Tabernaemontana palustris,248891-2,Species,Tabernaemontana palustris,248891-2
6677,248892-2,"['CLM', 'ECU', 'PAN']",Tabernaemontana panamensis,248892-2,Species,Tabernaemontana panamensis,248892-2
6678,82269-1,"['BOR', 'CHC', 'CHS', 'FIJ', 'JAW', 'LSI', 'MLY', 'MOL', 'MRN', 'NWC', 'NWG', 'NSW', 'NTA', 'PHI', 'QLD', 'SAM', 'SCI', 'SUL', 'TAI', 'THA', 'TON', 'TUA', 'VAN', 'WAU', 'PAN', 'TRT', 'WIN']",Tabernaemontana pandacaqui,82269-1,Species,Tabernaemontana pandacaqui,82269-1
6679,82278-1,"['BOR', 'CBD', 'JAW', 'MLY', 'MYA', 'SUM', 'THA', 'VIE']",Tabernaemontana pauciflora,82278-1,Species,Tabernaemontana pauciflora,82278-1
6680,77105797-1,['COS'],Tabernaemontana pauli,77105797-1,Species,Tabernaemontana pauli,77105797-1
6681,82280-1,"['CBD', 'MLY', 'MYA', 'THA', 'VIE']",Tabernaemontana peduncularis,82280-1,Species,Tabernaemontana peduncularis,82280-1
6682,82282-1,"['CMN', 'CAF', 'CON', 'GAB', 'NGA', 'SUD', 'ZAI']",Tabernaemontana penduliflora,82282-1,Species,Tabernaemontana penduliflora,82282-1
6683,82285-1,"['MAU', 'REU']",Tabernaemontana persicariifolia,82285-1,Species,Tabernaemontana persicariifolia,82285-1
6684,60467379-2,"['BZN', 'FRG', 'SUR']",Tabernaemontana peschiera,60467379-2,Species,Tabernaemontana peschiera,60467379-2
6685,959222-1,['MDG'],Tabernaemontana phymata,959222-1,Species,Tabernaemontana phymata,959222-1
6686,77074605-1,['MLY'],Tabernaemontana polyneura,77074605-1,Species,Tabernaemontana polyneura,77074605-1
6687,82297-1,"['CMN', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA']",Tabernaemontana psorocarpa,82297-1,Species,Tabernaemontana psorocarpa,82297-1
6688,959224-1,"['NWG', 'SUL']",Tabernaemontana remota,959224-1,Species,Tabernaemontana remota,959224-1
6689,82313-1,['MDG'],Tabernaemontana retusa,82313-1,Species,Tabernaemontana retusa,82313-1
6690,77176506-1,"['MXG', 'MXS']",Tabernaemontana riverae,77176506-1,Species,Tabernaemontana riverae,77176506-1
6691,77105798-1,"['CLM', 'COS', 'NIC', 'PAN']",Tabernaemontana robinsonii,77105798-1,Species,Tabernaemontana robinsonii,77105798-1
6692,82320-1,"['AND', 'BAN', 'BOR', 'LAO', 'MLY', 'MYA', 'NCB', 'PHI', 'SUM', 'THA', 'VIE']",Tabernaemontana rostrata,82320-1,Species,Tabernaemontana rostrata,82320-1
6693,82322-1,"['BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'VEN']",Tabernaemontana rupicola,82322-1,Species,Tabernaemontana rupicola,82322-1
6694,962696-1,['SOL'],Tabernaemontana salomonensis,962696-1,Species,Tabernaemontana salomonensis,962696-1
6695,82325-1,"['BZE', 'BZL']",Tabernaemontana salzmannii,82325-1,Species,Tabernaemontana salzmannii,82325-1
6696,82326-1,['MDG'],Tabernaemontana sambiranensis,82326-1,Species,Tabernaemontana sambiranensis,82326-1
6697,82327-1,"['BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'VEN']",Tabernaemontana sananho,82327-1,Species,Tabernaemontana sananho,82327-1
6698,82330-1,['MDG'],Tabernaemontana sessilifolia,82330-1,Species,Tabernaemontana sessilifolia,82330-1
6699,77105800-1,"['COS', 'PAN']",Tabernaemontana simulans,77105800-1,Species,Tabernaemontana simulans,77105800-1
6700,20001045-1,"['BOL', 'BZN', 'BZE', 'BZC', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",Tabernaemontana siphilitica,20001045-1,Species,Tabernaemontana siphilitica,20001045-1
6701,82334-1,"['BZE', 'BZL', 'BZC']",Tabernaemontana solanifolia,82334-1,Species,Tabernaemontana solanifolia,82334-1
6702,82336-1,"['JAW', 'LSI', 'MOL', 'SUL']",Tabernaemontana sphaerocarpa,82336-1,Species,Tabernaemontana sphaerocarpa,82336-1
6703,82342-1,"['BUR', 'KEN', 'MLW', 'MOZ', 'RWA', 'TAN', 'UGA', 'ZAI', 'ZIM']",Tabernaemontana stapfiana,82342-1,Species,Tabernaemontana stapfiana,82342-1
6704,82343-1,['MDG'],Tabernaemontana stellata,82343-1,Species,Tabernaemontana stellata,82343-1
6705,77105801-1,['MXS'],Tabernaemontana stenoptera,77105801-1,Species,Tabernaemontana stenoptera,77105801-1
6706,82346-1,['GGI'],Tabernaemontana stenosiphon,82346-1,Species,Tabernaemontana stenosiphon,82346-1
6707,60439757-2,['PHI'],Tabernaemontana ternifolia,60439757-2,Species,Tabernaemontana ternifolia,60439757-2
6708,82362-1,['FIJ'],Tabernaemontana thurstonii,82362-1,Species,Tabernaemontana thurstonii,82362-1
6709,77105802-1,"['MXC', 'MXE', 'MXN', 'MXS']",Tabernaemontana tomentosa,77105802-1,Species,Tabernaemontana tomentosa,77105802-1
6710,82371-1,"['BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'TRT', 'VEN']",Tabernaemontana undulata,82371-1,Species,Tabernaemontana undulata,82371-1
6711,285821-2,"['BOL', 'BZN', 'CLM', 'PER']",Tabernaemontana vanheurckii,285821-2,Species,Tabernaemontana vanheurckii,285821-2
6712,82377-1,"['BUR', 'CMN', 'KEN', 'NAT', 'MLW', 'MOZ', 'NGA', 'TVL', 'TAN', 'UGA', 'ZAI', 'ZIM']",Tabernaemontana ventricosa,82377-1,Species,Tabernaemontana ventricosa,82377-1
6713,77105804-1,['MXS'],Tabernaemontana venusta,77105804-1,Species,Tabernaemontana venusta,77105804-1
6714,82387-1,['JAM'],Tabernaemontana wullschlaegelii,82387-1,Species,Tabernaemontana wullschlaegelii,82387-1
6715,945563-1,"['ANG', 'CON', 'ZAI']",Tabernanthe elliptica,945563-1,Species,Tabernanthe elliptica,945563-1
6716,56090-1,"['ANG', 'CAB', 'CMN', 'CAF', 'CON', 'GAB', 'ZAI']",Tabernanthe iboga,56090-1,Species,Tabernanthe iboga,56090-1
6717,102071-1,"['ANG', 'BEN', 'BOT', 'BKN', 'BUR', 'CMN', 'CPV', 'CAF', 'CHA', 'CON', 'ETH', 'GAB', 'GHA', 'GUI', 'GNB', 'KEN', 'NAT', 'LBR', 'MLW', 'MLI', 'MOZ', 'NAM', 'NGR', 'NGA', 'TVL', 'RWA', 'SEN', 'SIE', 'SOM', 'SUD', 'SWZ', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",Tacazzea apiculata,102071-1,Species,Tacazzea apiculata,102071-1
