,Accepted_Name,acc_name,AnimalFood,EnvironmentalUses,Fuels,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,Totals,speciesname,ipniid,wcsid,azid,match_name,tax_status,Accepted_ID,acc_wcsid,acc_azid,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Source
36013,Strychnos bredemeyeri,Strychnos bredemeyeri (Schult.) Sprague & Sandwith,0,0,0,0,0,0,1,1,0,2,Strychnos bredemeyeri,547083-1,,597815.0,Strychnos bredemeyeri (Schult.) Sprague & Sandwith,Accepted,547083-1,,597815.0,Species,Strychnos bredemeyeri,547083-1,Useful Plants Data
36014,Strychnos camptoneura,Strychnos camptoneura Gilg & Busse,0,0,0,1,0,1,1,1,0,4,Strychnos camptoneura,547094-1,,597830.0,Strychnos camptoneura Gilg & Busse,Accepted,547094-1,,597830.0,Species,Strychnos camptoneura,547094-1,Useful Plants Data
36016,Strychnos cathayensis,Strychnos cathayensis Merr.,0,0,0,0,0,0,1,1,0,2,Strychnos cathayensis,547102-1,,597833.0,Strychnos cathayensis Merr.,Accepted,547102-1,,597833.0,Species,Strychnos cathayensis,547102-1,Useful Plants Data
36017,Strychnos cocculoides,Strychnos cocculoides Baker,0,1,1,1,0,1,1,1,1,8,Strychnos cocculoides,547124-1,,597803.0,Strychnos cocculoides Baker,Accepted,547124-1,,597803.0,Species,Strychnos cocculoides,547124-1,Useful Plants Data
36022,Strychnos decussata,Strychnos decussata (Pappe) Gilg,0,0,0,1,0,1,1,1,0,5,Strychnos decussata,50426037-2,,936595.0,Strychnos decussata (Pappe) Gilg,Accepted,50426037-2,,936595.0,Species,Strychnos decussata,50426037-2,Useful Plants Data
36032,Strychnos wallichiana,Strychnos wallichiana Steud. ex A.DC.,0,0,0,1,0,1,1,1,0,4,Strychnos gautheriana,547202-1,,597880.0,Strychnos gauthieriana Pierre ex Dop,Synonym,547566-1,,595020.0,Species,Strychnos wallichiana,547566-1,Useful Plants Data
36038,Strychnos henningsii,Strychnos henningsii Gilg,0,1,0,1,0,1,1,1,0,6,Strychnos henningsii,547225-1,,598256.0,Strychnos henningsii Gilg,Accepted,547225-1,,598256.0,Species,Strychnos henningsii,547225-1,Useful Plants Data
36039,Strychnos icaja,Strychnos icaja Baill.,1,0,0,1,0,1,1,1,1,6,Strychnos icaja,547240-1,,598278.0,Strychnos icaja Baill.,Accepted,547240-1,,598278.0,Species,Strychnos icaja,547240-1,Useful Plants Data
36040,Strychnos ignatii,Strychnos ignatii Bergius,0,0,0,0,0,0,1,1,0,2,Strychnos ignatii,547242-1,,598276.0,Strychnos ignatii Bergius,Accepted,547242-1,,598276.0,Species,Strychnos ignatii,547242-1,Useful Plants Data
36041,Strychnos innocua,Strychnos innocua Delile,1,1,1,1,0,1,1,1,0,8,Strychnos innocua,547244-1,,598264.0,Strychnos innocua Delile,Accepted,547244-1,,598264.0,Species,Strychnos innocua,547244-1,Useful Plants Data
36044,Strychnos longicaudata,Strychnos longicaudata Gilg,0,0,0,0,0,1,1,1,0,3,Strychnos longicaudata,60452498-2,,598350.0,Strychnos longicaudata Gilg,Accepted,60452498-2,,598350.0,Species,Strychnos longicaudata,60452498-2,Useful Plants Data
36046,Strychnos lucida,Strychnos lucida R.Br.,0,0,0,1,0,1,1,1,0,4,Strychnos lucida,547295-1,,598346.0,Strychnos lucida R.Br.,Accepted,547295-1,,598346.0,Species,Strychnos lucida,547295-1,Useful Plants Data
36051,Strychnos minor,Strychnos minor Dennst.,0,0,0,0,1,1,1,1,0,4,Strychnos minor,547339-1,,598304.0,Strychnos minor Dennst.,Accepted,547339-1,,598304.0,Species,Strychnos minor,547339-1,Useful Plants Data
36057,Strychnos nitida,Strychnos nitida G.Don,0,0,0,0,0,0,1,1,0,2,Strychnos nitida,547367-1,,598131.0,Strychnos nitida G.Don,Accepted,547367-1,,598131.0,Species,Strychnos nitida,547367-1,Useful Plants Data
36059,Strychnos nux-vomica,Strychnos nux-vomica L.,0,1,0,1,0,1,1,1,1,7,Strychnos nux-vomica,547371-1,,598138.0,Strychnos nux-vomica L.,Accepted,547371-1,,598138.0,Species,Strychnos nux-vomica,547371-1,Useful Plants Data
36063,Strychnos phaeotricha,Strychnos phaeotricha Gilg,0,0,0,0,0,1,1,1,0,3,Strychnos phaeotricha,547408-1,,598092.0,Strychnos phaeotricha Gilg,Accepted,547408-1,,598092.0,Species,Strychnos phaeotricha,547408-1,Useful Plants Data
36064,Strychnos potatorum,Strychnos potatorum L.f.,0,1,0,1,0,1,1,1,0,5,Strychnos potatorum,547420-1,,598232.0,Strychnos potatorum L.f.,Accepted,547420-1,,598232.0,Species,Strychnos potatorum,547420-1,Useful Plants Data
36067,Strychnos vanprukii,Strychnos vanprukii Craib,0,0,0,0,0,0,1,1,0,2,Strychnos quadrangularis,547434-1,,598325.0,Strychnos quadrangularis A.W.Hill,Synonym,547548-1,,595087.0,Species,Strychnos vanprukii,547548-1,Useful Plants Data
36072,Strychnos spinosa,Strychnos spinosa Lam.,1,1,1,1,0,1,1,1,1,9,Strychnos spinosa,547485-1,,598152.0,Strychnos spinosa Lam.,Accepted,547485-1,,598152.0,Species,Strychnos spinosa,547485-1,Useful Plants Data
36078,Strychnos toxifera,Strychnos toxifera R.H.Schomb. ex Lindl.,0,0,0,0,0,1,1,1,0,3,Strychnos toxifera,547525-1,,595066.0,Strychnos toxifera R.H.Schomb. ex Lindl.,Accepted,547525-1,,595066.0,Species,Strychnos toxifera,547525-1,Useful Plants Data
36084,Stryphnodendron coriaceum,Stryphnodendron coriaceum Benth.,0,0,0,0,0,0,0,1,0,1,Stryphnodendron coriaceum,519622-1,,596905.0,Stryphnodendron coriaceum Benth.,Accepted,519622-1,,596905.0,Species,Stryphnodendron coriaceum,519622-1,Useful Plants Data
36085,Stryphnodendron obovatum,Stryphnodendron obovatum Benth.,0,0,0,0,0,0,0,1,0,1,Stryphnodendron obovatum,519637-1,,596923.0,Stryphnodendron obovatum Benth.,Accepted,519637-1,,596923.0,Species,Stryphnodendron obovatum,519637-1,Useful Plants Data
36102,Stylosanthes fruticosa,Stylosanthes fruticosa (Retz.) Alston,1,1,0,1,0,0,1,1,0,5,Stylosanthes fruticosa,519669-1,,597020.0,Stylosanthes fruticosa (Retz.) Alston,Accepted,519669-1,,597020.0,Species,Stylosanthes fruticosa,519669-1,Useful Plants Data
36103,Stylosanthes guianensis,Stylosanthes guianensis (Aubl.) Sw.,1,1,0,0,0,0,0,1,0,3,Stylosanthes guianensis,1020451-2,,596987.0,Stylosanthes guianensis (Aubl.) Sw.,Accepted,1020451-2,,596987.0,Species,Stylosanthes guianensis,1020451-2,Useful Plants Data
36107,Stylosanthes scabra,Stylosanthes scabra Vogel,1,0,0,0,0,0,1,1,0,3,Stylosanthes scabra,304693-2,,598470.0,Stylosanthes scabra Vogel,Accepted,304693-2,,598470.0,Species,Stylosanthes scabra,304693-2,Useful Plants Data
36108,Stylosanthes viscosa,Stylosanthes viscosa (L.) Sw.,1,1,0,0,0,0,0,1,0,4,Stylosanthes viscosa,1176701-2,,598482.0,Stylosanthes viscosa (L.) Sw.,Accepted,1176701-2,,598482.0,Species,Stylosanthes viscosa,1176701-2,Useful Plants Data
36111,Styrax benzoin,Styrax benzoin Dryand.,0,0,0,0,0,1,1,1,1,4,Styrax benzoin,826732-1,,580647.0,Styrax benzoin Dryand.,Accepted,826732-1,,580647.0,Species,Styrax benzoin,826732-1,Useful Plants Data
36116,Styrax japonicus,Styrax japonicus Siebold & Zucc.,0,1,0,0,0,0,0,1,0,2,Styrax japonicum,826818-1,,580512.0,Styrax japonicus Siebold & Zucc.,Accepted,826818-1,,580512.0,Species,Styrax japonicus,826818-1,Useful Plants Data
36143,Succisa pratensis,Succisa pratensis Moench,0,0,0,0,1,1,1,1,0,4,Succisa pratensis,320331-1,,593868.0,Succisa pratensis Moench,Accepted,320331-1,,593868.0,Species,Succisa pratensis,320331-1,Useful Plants Data
36145,Suckleya suckleyana,Suckleya suckleyana (Torr.) Rydb.,0,0,0,0,0,0,1,1,0,2,Suckleya suckleyana,247820-2,,483944.0,Suckleya suckleyana (Torr.) Rydb.,Accepted,247820-2,,483944.0,Species,Suckleya suckleyana,247820-2,Useful Plants Data
36155,Swainsona galegifolia,Swainsona galegifolia (Andrews) R.Br.,1,1,0,0,0,0,0,1,0,3,Swainsona galegifolia,519771-1,,598556.0,Swainsona galegifolia (Andrews) R.Br.,Accepted,519771-1,,598556.0,Species,Swainsona galegifolia,519771-1,Useful Plants Data
36156,Swainsona greyana,Swainsona greyana Lindl.,0,0,0,0,0,0,0,1,0,1,Swainsona greyana,519774-1,,598563.0,Swainsona greyana Lindl.,Accepted,519774-1,,598563.0,Species,Swainsona greyana,519774-1,Useful Plants Data
36157,Swainsona lessertiifolia,Swainsona lessertiifolia DC.,0,0,0,0,0,0,0,1,0,1,Swainsona lessertiifolia,519779-1,,598566.0,Swainsona lessertiifolia DC.,Accepted,519779-1,,598566.0,Species,Swainsona lessertiifolia,519779-1,Useful Plants Data
36158,Swainsona luteola,Swainsona luteola F.Muell.,1,0,0,0,0,0,0,1,0,2,Swainsona luteola,519781-1,,598515.0,Swainsona luteola F.Muell.,Accepted,519781-1,,598515.0,Species,Swainsona luteola,519781-1,Useful Plants Data
36160,Swainsona oroboides,Swainsona oroboides F.Muell. ex Benth.,1,0,0,0,0,0,0,1,0,2,Swainsona oroboides,519795-1,,598527.0,Swainsona oroboides F.Muell. ex Benth.,Accepted,519795-1,,598527.0,Species,Swainsona oroboides,519795-1,Useful Plants Data
36162,Swainsona procumbens,Swainsona procumbens (F.Muell.) F.Muell.,0,0,0,0,0,0,0,1,0,1,Swainsona procumbens,519804-1,,598528.0,Swainsona procumbens (F.Muell.) F.Muell.,Accepted,519804-1,,598528.0,Species,Swainsona procumbens,519804-1,Useful Plants Data
36165,Swartzia arborescens,Swartzia arborescens (Aubl.) Pittier,0,0,0,0,0,1,1,1,0,3,Swartzia arborescens,519836-1,,491513.0,Swartzia arborescens (Aubl.) Pittier,Accepted,519836-1,,491513.0,Species,Swartzia arborescens,519836-1,Useful Plants Data
36213,Swietenia mahagoni,Swietenia mahagoni (L.) Jacq.,0,1,1,1,0,1,1,1,0,6,Swietenia mahagoni,1080203-2,,601502.0,Swietenia mahagoni (L.) Jacq.,Accepted,1080203-2,,601502.0,Species,Swietenia mahagoni,1080203-2,Useful Plants Data
36237,Symphoricarpos albus,Symphoricarpos albus (L.) S.F.Blake,0,1,0,0,0,0,1,1,0,3,Symphoricarpos albus,149485-1,,486129.0,Symphoricarpos albus (L.) S.F.Blake,Accepted,149485-1,,486129.0,Species,Symphoricarpos albus,149485-1,Useful Plants Data
36240,Symphoricarpos occidentalis,Symphoricarpos occidentalis (R.Br.) Hook.,0,0,0,0,0,0,1,1,0,2,Symphoricarpos occidentalis,149463-1,,486088.0,Symphoricarpos occidentalis (R.Br.) Hook.,Accepted,149463-1,,486088.0,Species,Symphoricarpos occidentalis,149463-1,Useful Plants Data
36244,Symphyotrichum ascendens,Symphyotrichum ascendens (Lindl.) G.L.Nesom,0,0,0,0,0,0,0,1,0,1,Symphyotrichum ascendens,981773-1,,1101038.0,Symphyotrichum ascendens (Lindl.) G.L.Nesom,Accepted,981773-1,,1101038.0,Species,Symphyotrichum ascendens,981773-1,Useful Plants Data
36248,Symphyotrichum ericoides,Symphyotrichum ericoides (L.) G.L.Nesom,0,1,0,0,0,0,1,1,0,3,Symphyotrichum ericoides,981811-1,,1103276.0,Symphyotrichum ericoides (L.) G.L.Nesom,Accepted,981811-1,,1103276.0,Species,Symphyotrichum ericoides,981811-1,Useful Plants Data
36265,Symphyotrichum spathulatum,Symphyotrichum spathulatum (Lindl.) G.L.Nesom,0,0,0,0,0,0,0,1,0,1,Symphyotrichum spathulatum,981901-1,,1103826.0,Symphyotrichum spathulatum (Lindl.) G.L.Nesom,Accepted,981901-1,,1103826.0,Species,Symphyotrichum spathulatum,981901-1,Useful Plants Data
36268,Symphytum asperum,Symphytum asperum Lepech.,1,1,0,1,0,0,1,1,0,5,Symphytum asperum,120743-1,,475962.0,Symphytum asperum Lepech.,Accepted,120743-1,,475962.0,Species,Symphytum asperum,120743-1,Useful Plants Data
36271,Symphytum officinale,Symphytum officinale L.,1,1,0,1,0,1,1,1,0,7,Symphytum officinale,120815-1,,475636.0,Symphytum officinale L.,Accepted,120815-1,,475636.0,Species,Symphytum officinale,120815-1,Useful Plants Data
36274,Symplocarpus foetidus,Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,0,0,0,0,0,0,1,1,0,2,Symplocarpus foetidus,1149384-2,198911.0,,Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,Accepted,1149384-2,198911.0,,Species,Symplocarpus foetidus,1149384-2,Useful Plants Data
36303,Synaptolepis alternifolia,Synaptolepis alternifolia Oliv.,0,0,0,1,0,1,1,1,0,5,Synaptolepis alternifolia,832954-1,,594668.0,Synaptolepis alternifolia Oliv.,Accepted,832954-1,,594668.0,Species,Synaptolepis alternifolia,832954-1,Useful Plants Data
36313,Syncolostemon bracteosus,Syncolostemon bracteosus (Benth.) D.F.Otieno,1,0,0,1,0,1,1,1,1,6,Syncolostemon bracteosus,77074743-1,348583.0,,Syncolostemon bracteosus (Benth.) D.F.Otieno,Accepted,77074743-1,348583.0,,Species,Syncolostemon bracteosus,77074743-1,Useful Plants Data
36333,Synsepalum cerasiferum,Synsepalum cerasiferum (Welw.) T.D.Penn.,1,1,1,1,0,1,1,1,0,8,Synsepalum cerasiferum,962749-1,199110.0,,Synsepalum cerasiferum (Welw.) T.D.Penn.,Accepted,962749-1,199110.0,,Species,Synsepalum cerasiferum,962749-1,Useful Plants Data
36383,Syzygium cordatum,Syzygium cordatum Hochst. ex Krauss,1,1,1,1,1,1,1,1,1,10,Syzygium cordatum,601581-1,199448.0,,Syzygium cordatum Hochst.,Accepted,601581-1,199448.0,,Species,Syzygium cordatum,601581-1,Useful Plants Data
36420,Syzygium guineense,Syzygium guineense (Willd.) DC.,1,1,1,1,1,1,1,1,0,9,Syzygium guineense,601750-1,199663.0,,Syzygium guineense DC.,Accepted,601750-1,199663.0,,Species,Syzygium guineense,601750-1,Useful Plants Data
36428,Syzygium jambos,Syzygium jambos (L.) Alston,0,1,1,1,0,1,1,1,0,7,Syzygium jambos,601802-1,199743.0,,Syzygium jambos (L.) Alston,Accepted,601802-1,199743.0,,Species,Syzygium jambos,601802-1,Useful Plants Data
36550,Tabernaemontana corymbosa,Tabernaemontana corymbosa Roxb. ex Wall.,0,0,0,0,0,0,1,1,0,2,Tabernaemontana corymbosa,60466167-2,200648.0,,Tabernaemontana corymbosa Roxb. ex Wall.,Accepted,60466167-2,200648.0,,Species,Tabernaemontana corymbosa,60466167-2,Useful Plants Data
36551,Tabernaemontana crassa,Tabernaemontana crassa Benth.,1,1,0,1,0,1,1,1,0,6,Tabernaemontana crassa,82072-1,200650.0,,Tabernaemontana crassa Benth.,Accepted,82072-1,200650.0,,Species,Tabernaemontana crassa,82072-1,Useful Plants Data
36553,Tabernaemontana dichotoma,Tabernaemontana dichotoma Roxb. ex Wall.,0,0,0,0,0,1,1,1,0,3,Tabernaemontana dichotoma,60466169-2,200667.0,,Tabernaemontana dichotoma Roxb. ex Wall.,Accepted,60466169-2,200667.0,,Species,Tabernaemontana dichotoma,60466169-2,Useful Plants Data
36554,Tabernaemontana divaricata,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,0,1,1,0,0,1,1,1,0,5,Tabernaemontana divaricata,82097-1,200675.0,,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Accepted,82097-1,200675.0,,Species,Tabernaemontana divaricata,82097-1,Useful Plants Data
36567,Tabernaemontana pauciflora,Tabernaemontana pauciflora Blume,0,0,0,0,0,0,1,1,0,2,Tabernaemontana pauciflora,82278-1,200868.0,,Tabernaemontana pauciflora Blume,Accepted,82278-1,200868.0,,Species,Tabernaemontana pauciflora,82278-1,Useful Plants Data
36578,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa Blume,0,0,0,0,0,1,1,1,0,3,Tabernaemontana sphaerocarpa,82336-1,200938.0,,Tabernaemontana sphaerocarpa Blume,Accepted,82336-1,200938.0,,Species,Tabernaemontana sphaerocarpa,82336-1,Useful Plants Data
36588,Tacazzea apiculata,Tacazzea apiculata Oliv.,0,1,0,1,0,1,1,1,1,6,Tacazzea apiculata,102071-1,512626.0,,Tacazzea apiculata Oliv.,Accepted,102071-1,512626.0,,Species,Tacazzea apiculata,102071-1,Useful Plants Data
36593,Tacca leontopetaloides,Tacca leontopetaloides (L.) Kuntze,0,1,0,1,0,1,1,1,1,7,Tacca leontopetaloides,827910-1,267851.0,,Tacca leontopetaloides (L.) Kuntze,Accepted,827910-1,267851.0,,Species,Tacca leontopetaloides,827910-1,Useful Plants Data
36616,Tagetes erecta,Tagetes erecta L.,1,1,0,1,0,1,1,1,1,7,Tagetes erecta,252092-1,,929143.0,Tagetes erecta L.,Accepted,252092-1,,929143.0,Species,Tagetes erecta,252092-1,Useful Plants Data
36618,Tagetes lucida,Tagetes lucida Cav.,0,1,0,1,0,1,1,1,0,5,Tagetes lucida,252121-1,,929179.0,Tagetes lucida Cav.,Accepted,252121-1,,929179.0,Species,Tagetes lucida,252121-1,Useful Plants Data
36620,Tagetes minuta,Tagetes minuta L.,0,1,0,1,0,1,1,1,0,5,Tagetes minuta,252132-1,,1119212.0,Tagetes minuta L.,Accepted,252132-1,,1119212.0,Species,Tagetes minuta,252132-1,Useful Plants Data
36631,Talinum fruticosum,Talinum fruticosum (L.) Juss.,1,1,0,1,0,1,1,1,1,8,Talinum fruticosum,1182764-2,,513546.0,Talinum fruticosum (L.) Juss.,Accepted,1182764-2,,513546.0,Species,Talinum fruticosum,1182764-2,Useful Plants Data
36637,Talisia esculenta,"Talisia esculenta (A.St.-Hil., A.Juss. & Cambess.) Radlk.",0,0,0,1,0,1,1,1,0,4,Talisia esculenta,785297-1,,514161.0,"Talisia esculenta (A.St.-Hil., A.Juss. & Cambess.) Radlk.",Accepted,785297-1,,514161.0,Species,Talisia esculenta,785297-1,Useful Plants Data
36641,Tamarindus indica,Tamarindus indica L.,1,1,1,1,1,1,1,1,1,10,Tamarindus indica,520167-1,,444682.0,Tamarindus indica L.,Accepted,520167-1,,444682.0,Species,Tamarindus indica,520167-1,Useful Plants Data
36660,Tamarix senegalensis,Tamarix senegalensis DC.,1,1,1,1,0,1,1,1,0,7,Tamarix senegalensis,828214-1,,521250.0,Tamarix senegalensis DC.,Accepted,828214-1,,521250.0,Species,Tamarix senegalensis,828214-1,Useful Plants Data
36669,Tamilnadia uliginosa,Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,0,0,0,1,0,1,1,1,0,4,Tamilnadia uliginosa,767328-1,201523.0,,Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,Accepted,767328-1,201523.0,,Species,Tamilnadia uliginosa,767328-1,Useful Plants Data
36670,Tamonea spicata,Tamonea spicata Aubl.,0,0,0,0,0,0,1,1,0,2,Tamonea spicata,864913-1,201537.0,,Tamonea spicata Aubl.,Accepted,864913-1,201537.0,,Species,Tamonea spicata,864913-1,Useful Plants Data
36672,Tanacetum cinerariifolium,Tanacetum cinerariifolium Sch.Bip.,0,1,0,0,0,1,1,1,0,4,Tanacetum cinerariifolium,252275-1,,1111549.0,Tanacetum cinerariifolium Sch.Bip.,Accepted,252275-1,,1111549.0,Species,Tanacetum cinerariifolium,252275-1,Useful Plants Data
36673,Tanacetum coccineum,Tanacetum coccineum (Willd.) Grierson,0,1,0,0,0,0,1,1,0,3,Tanacetum coccineum,252277-1,,1111550.0,Tanacetum coccineum (Willd.) Grierson,Accepted,252277-1,,1111550.0,Species,Tanacetum coccineum,252277-1,Useful Plants Data
36678,Tanacetum sinaicum,Tanacetum sinaicum (Fresen.) Delile ex K.Bremer & Humphries,0,0,0,1,0,1,0,1,0,3,Tanacetum sinaicum,975102-1,,1110343.0,Tanacetum sinaicum (Fresen.) Delile ex K.Bremer & Humphries,Accepted,975102-1,,1110343.0,Species,Tanacetum sinaicum,975102-1,Useful Plants Data
36679,Tanacetum vulgare,Tanacetum vulgare L.,0,1,0,1,0,1,1,1,0,5,Tanacetum vulgare,252568-1,,929189.0,Tanacetum vulgare L.,Accepted,252568-1,,929189.0,Species,Tanacetum vulgare,252568-1,Useful Plants Data
36680,Tanaecium bilabiatum,Tanaecium bilabiatum (Sprague) L.G.Lohmann,0,0,0,0,0,0,0,1,0,1,Tanaecium bilabiatum,77100467-1,320993.0,,Tanaecium bilabiatum (Sprague) L.G.Lohmann,Accepted,77100467-1,320993.0,,Species,Tanaecium bilabiatum,77100467-1,Useful Plants Data
36681,Tanaecium exitiosum,Tanaecium exitiosum Dugand,0,0,0,0,0,0,1,1,0,2,Tanaecium exitiosum,249329-2,318797.0,,Tanaecium exitiosum Dugand,Accepted,249329-2,318797.0,,Species,Tanaecium exitiosum,249329-2,Useful Plants Data
36692,Tapinanthus globifer,Tapinanthus globifer (A.Rich.) Tiegh.,1,0,0,0,1,0,1,1,1,5,Tapinanthus globiferus,551928-1,,441840.0,Tapinanthus globifer (A.Rich.) Tiegh.,Accepted,551928-1,,441840.0,Species,Tapinanthus globifer,551928-1,Useful Plants Data
36719,Tarchonanthus camphoratus,Tarchonanthus camphoratus L.,1,1,1,1,1,1,1,1,1,10,Tarchonanthus camphoratus,255156-1,,1039719.0,Tarchonanthus camphoratus L.,Accepted,255156-1,,1039719.0,Species,Tarchonanthus camphoratus,255156-1,Useful Plants Data
36734,Tarenna pavettoides,Tarenna pavettoides (Harv.) Sim,0,0,0,0,0,0,1,1,0,2,Tarenna pavettoides,767565-1,201883.0,,Tarenna pavettoides (Harv.) Sim,Accepted,767565-1,201883.0,,Species,Tarenna pavettoides,767565-1,Useful Plants Data
36766,Taxus baccata,Taxus baccata L.,0,1,0,1,0,1,1,1,0,5,Taxus baccata,306036-2,378626.0,,Taxus baccata L.,Accepted,306036-2,378626.0,,Species,Taxus baccata,306036-2,Useful Plants Data
36767,Taxus brevifolia,Taxus brevifolia Nutt.,0,1,0,0,0,1,1,1,0,4,Taxus brevifolia,249736-2,378623.0,,Taxus brevifolia Nutt.,Accepted,249736-2,378623.0,,Species,Taxus brevifolia,249736-2,Useful Plants Data
36768,Taxus canadensis,Taxus canadensis Marshall,0,0,0,0,0,0,1,1,0,2,Taxus canadensis,828354-1,379446.0,,Taxus canadensis Marshall,Accepted,828354-1,379446.0,,Species,Taxus canadensis,828354-1,Useful Plants Data
36770,Taxus cuspidata,Taxus cuspidata Siebold & Zucc.,0,1,0,0,0,1,1,1,0,4,Taxus cuspidata,324379-2,378602.0,,Taxus cuspidata Siebold & Zucc.,Accepted,324379-2,378602.0,,Species,Taxus cuspidata,324379-2,Useful Plants Data
36772,Taxus wallichiana,Taxus wallichiana Zucc.,0,1,0,0,0,1,1,1,0,4,Taxus wallichiana,263869-1,378675.0,,Taxus wallichiana Zucc.,Accepted,263869-1,378675.0,,Species,Taxus wallichiana,263869-1,Useful Plants Data
36817,Telosma cordata,Telosma cordata (Burm.f.) Merr.,0,1,0,1,0,1,1,1,0,5,Telosma cordata,102157-1,512749.0,,Telosma cordata Merr.,Accepted,102157-1,512749.0,,Species,Telosma cordata,102157-1,Useful Plants Data
36820,Templetonia egena,Templetonia egena (F.Muell.) Benth.,0,0,0,0,0,0,0,1,0,1,Templetonia egena,520353-1,,444528.0,Templetonia egena (F.Muell.) Benth.,Accepted,520353-1,,444528.0,Species,Templetonia egena,520353-1,Useful Plants Data
36828,Tephrosia bracteolata,Tephrosia bracteolata Guill. & Perr.,1,0,0,0,0,1,1,1,1,5,Tephrosia bracteolata,520433-1,,444580.0,Tephrosia bracteolata Guill. & Perr.,Accepted,520433-1,,444580.0,Species,Tephrosia bracteolata,520433-1,Useful Plants Data
36830,Tephrosia candida,Tephrosia candida DC.,1,1,0,1,0,0,1,1,0,5,Tephrosia candida,520444-1,,444559.0,Tephrosia candida DC.,Accepted,520444-1,,444559.0,Species,Tephrosia candida,520444-1,Useful Plants Data
36834,Tephrosia densiflora,Tephrosia densiflora Hook.f.,0,1,0,0,0,1,1,1,0,4,Tephrosia densiflora,520509-1,,445306.0,Tephrosia densiflora Hook.f.,Accepted,520509-1,,445306.0,Species,Tephrosia densiflora,520509-1,Useful Plants Data
36836,Tephrosia elegans,Tephrosia elegans Schumach.,0,0,0,0,0,0,0,1,0,1,Tephrosia elegans,520538-1,,445207.0,Tephrosia elegans Schumach.,Accepted,520538-1,,445207.0,Species,Tephrosia elegans,520538-1,Useful Plants Data
36838,Tephrosia emeroides,Tephrosia emeroides A.Rich.,1,0,0,0,0,0,0,1,0,2,Tephrosia emeroides,520545-1,,445215.0,Tephrosia emeroides A.Rich.,Accepted,520545-1,,445215.0,Species,Tephrosia emeroides,520545-1,Useful Plants Data
36840,Tephrosia flexuosa,Tephrosia flexuosa G.Don,0,1,0,0,0,0,0,1,0,2,Tephrosia flexuosa,520567-1,,445238.0,Tephrosia flexuosa G.Don,Accepted,520567-1,,445238.0,Species,Tephrosia flexuosa,520567-1,Useful Plants Data
