,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId,images,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
29,True,Aubl.,Plantae,Fabaceae,Deguelia scandens,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:491205-1),491205-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/db393c7158093bd40c14f76359fb84de.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ab77598f2ab0f0a08bfd46b694eec16a.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/216459dbc43a8c268f8073689c246bcf.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7f9cc2b1b307e494c076352f3fcee50b.jpg', 'caption': 'Deguelia scandens Aubl.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f88afdb40ef304768dd398c8a0807a82.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/8d269ddd6fcb33a492a4eaba62de70e1.jpg', 'caption': 'Deguelia scandens'}]",Deguelia scandens,491205-1,Species,Deguelia scandens,491205-1
30,True,(A.C.Sm.) A.M.G.Azevedo,Plantae,Fabaceae,Deguelia utilis,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:1005531-1),1005531-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/73a36633f2591804d16ce8325c1be7c9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/2800df201c33100daea263ad9332ef19.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f7c01fc5191ff53888aaf8ee2aaff98d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/0b1d57f079e5a5c1c96dc2f54db2f98d.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Deguelia utilis,1005531-1,Species,Deguelia utilis,1005531-1
31,True,Kunth,Plantae,Fabaceae,Lonchocarpus punctatus,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:503074-1),503074-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/bee78fcd9d2693f3ad90aa418f352474.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7c7de8c53714017ae08b70a22348be96.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/007fa3550815d6f497b7f0d299818ad8.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/bff48956017697c7c1c3b569535dd06b.jpg', 'caption': 'Lonchocarpus punctatus'}]",Lonchocarpus punctatus,503074-1,Species,Lonchocarpus punctatus,503074-1
32,True,(Nees) Mez,Plantae,Lauraceae,Aniba hostmanniana,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:13841-2),13841-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/722815c4edfc3ee0f268f1d95c7bfad3.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9a7cd22edadc73b65a6e0b0221052e2c.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/dfb0367cab79134f745a6664596913fa.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/8d8afa8e93b1d96709aaeab4dd0de9af.jpg', 'caption': 'Aniba hostmanniana (Nees) Mez'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/782ed18386d3874dd8201233db022b96.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/4b4ff2bcfd83f43f4ed1b4f20a53ea7e.jpg', 'caption': 'Aniba hostmanniana'}]",Aniba hostmanniana,13841-2,Species,Aniba hostmanniana,13841-2
33,True,(Sw.) Hemsl.,Plantae,Lauraceae,Beilschmiedia pendula,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:1057986-2),1057986-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/1287c84472b236ea38fc379a02d928a9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/e36a77c5c7d79fa31aeef2e033fa6d87.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Beilschmiedia pendula,1057986-2,Species,Beilschmiedia pendula,1057986-2
34,True,"(Kosterm. & Pinkley) Rohwer, H.G.Richt. & van der Werff",Plantae,Lauraceae,Chlorocardium venenosum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:274529-2),274529-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/8ebb87c46f10a999a73297e3bb3eea8d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a74405f55b96f0f76c544cf28c3e17b2.jpg', 'caption': '""Chlorocardium venenosum (Kosterm. &amp; Pinkley) Rohwer, H.G.Richt. &amp; van der Werff""'}]",Chlorocardium venenosum,274529-2,Species,Chlorocardium venenosum,274529-2
35,True,Kunth,Plantae,Lauraceae,Ocotea macrophylla,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:326508-2),326508-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f085a1430eb44fdaab01eb0c4b8ec5b1.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/16c8fad21af805367759a3d4a6e35994.jpg', 'caption': 'Ocotea macrophylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/dfa176afb663a9962591de540d18f6b8.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/30e86057d8f1bfe433c8e369ee9ef85e.jpg', 'caption': 'Ocotea macrophylla'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/627db9072b545ea2a94e6ab3aecc36a1.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c073fb4ea8d462f1d2b9d0f24f54f640.jpg', 'caption': 'Ocotea macrophylla'}]",Ocotea macrophylla,326508-2,Species,Ocotea macrophylla,326508-2
36,True,(Schult.) Sprague & Sandwith,Plantae,Loganiaceae,Strychnos bredemeyeri,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:547083-1),547083-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e3bcfc10da243b383d26d33c5eb68818.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/315955cd1e044ac08d14f5fab2d1d206.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/05772dfb325bf5382e7c5d960cf25e69.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/82b74e95e80ad1c1a97033285a24dea3.jpg', 'caption': 'Strychnos bredemeyeri (Schult.) Sprague &amp; Sandwith'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/abd148e829a3d9331ff4857692c97ff8.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3618124967262daf796ceb2e6d3082fc.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Strychnos bredemeyeri,547083-1,Species,Strychnos bredemeyeri,547083-1
37,True,Cuatrec.,Plantae,Malpighiaceae,Bunchosia pseudonitida,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:38339-2),38339-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d92aa3f46bb28a05ba255fe148afca15.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/5c27298ff04da5b2c264bfa5ecf71c41.jpg', 'caption': 'Bunchosia pseudonitida Cuatrec.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e9714d5831d05259da37db26b7dc33f6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b962ba00184eed1872d64941b88ec659.jpg', 'caption': 'Bunchosia pseudonitida'}]",Bunchosia pseudonitida,38339-2,Species,Bunchosia pseudonitida,38339-2
38,True,(Spreng.) J.G.Saunders,Plantae,Malvaceae,Waltheria berteroi,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:60439289-2),60439289-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b4b9ab7b64ad0910c2636a329d88ed6b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c2e147a1f334ac674310205137db6328.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fc84bd8dc54e6f7e55b438ddb1f18ccd.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/4b5af185eb06691daebc2bd529f0b312.jpg', 'caption': 'Waltheria berteroi'}]",Waltheria berteroi,60439289-2,Species,Waltheria berteroi,60439289-2
39,True,Yunck.,Plantae,Piperaceae,Piper chiadoense,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:680875-1),680875-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ee90caf90ad6722c2f15d4cda1f1ade7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ea3e9dddb72c1dca93f7db788bfe360f.jpg', 'caption': 'Piper chiadoense'}]",Piper chiadoense,680875-1,Species,Piper chiadoense,680875-1
40,True,Kunth,Plantae,Piperaceae,Piper coruscans,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:681027-1),681027-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ff801f7349d90bd2e0f3fcbad3895bd6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d2271e88d15fd02d03718f6ac2e2ddb1.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/298effa4703d77e521dc6505bff88217.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/13dea92a17267e05bc7c342daa510826.jpg', 'caption': 'Piper coruscans Kunth'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f46cf7372a5c48189c976554197b4095.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3ca92a07524c46cff997e6d8ff1f902c.jpg', 'caption': 'Piper coruscans'}]",Piper coruscans,681027-1,Species,Piper coruscans,681027-1
41,True,C.DC.,Plantae,Piperaceae,Piper multiplinervium,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:682301-1),682301-1,,Piper multiplinervium,682301-1,Species,Piper multiplinervium,682301-1
42,True,C.DC.,Plantae,Piperaceae,Piper pulchrum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:682973-1),682973-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f650ec318fff0e6c8393ffb2b32c0e5b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/094a2c11ec76d1dca4b0d7c3c2000016.jpg', 'caption': 'Piper pulchrum'}]",Piper pulchrum,682973-1,Species,Piper pulchrum,682973-1
43,True,(Kunth) M.Gómez,Plantae,Polygonaceae,Persicaria hispida,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:694999-1),694999-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/5e7ec4c8bbd1b514b275244d9d27c886.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/2db8d82e9e8dad91890b3774c680a8d0.jpg', 'caption': 'Persicaria hispida'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/fff5c0bf9960de01d7080d74bb94e31f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/eba2e50cdfee3702ad8764d4573664d2.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/0db3f6d49b0fdcf0704e9690f5f9f252.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/751dca55be30f7ba64c4adf733c4efe2.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Persicaria hispida,694999-1,Species,Persicaria hispida,694999-1
44,True,Gray,Plantae,Polygonaceae,Persicaria maculosa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:695052-1),695052-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b75fe60b24c2693d513b9b2a563e45cd.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/931ec2285822d51dd4894593f540ece6.jpg', 'caption': 'Persicaria maculosa'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/6d44829a3ad092a25bc81576189b1d7f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/62adda05b31ae2effd7297356c644eaf.jpg', 'caption': 'Persicaria maculosa'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7d72e46c6dbbce369a31614132e99fc6.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/a1392d44ee978396dc4327949779858d.jpg', 'caption': 'Persicaria maculosa'}]",Persicaria maculosa,695052-1,Species,Persicaria maculosa,695052-1
45,True,(Vahl) M.Pell. & C.N.Horn,Plantae,Pontederiaceae,Pontederia diversifolia,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:77188085-1),77188085-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/4d280d5e2cb546dd1778c0df7047966a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/9675c24a7b9504382a82ccc6fe64f88c.jpg', 'caption': 'Pontederia diversifolia'}, {'thumbnail': '//storage.googleapis.com/powop-assets/neotropikey/A8028_thumbnail.jpg', 'fullsize': '//storage.googleapis.com/powop-assets/neotropikey/A8028_fullsize.jpg', 'caption': 'Eichhornia diversifolia (Pontederiaceae)'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/a45fe4524f71310d3a29532ac43a4cf7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/686c221f75b44221b2f405f83eeb9d95.jpg', 'caption': 'Eichhornia diversifolia (Vahl) Urb.'}]",Pontederia diversifolia,77188085-1,Species,Pontederia diversifolia,77188085-1
46,True,(Willd. ex Schult.) Zucc.,Plantae,Rhamnaceae,Karwinskia humboldtiana,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:717579-1),717579-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/5f731987dd7ecb123780db733de332af.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/54cacbc4e67588eb1f9604c0604d1267.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Karwinskia humboldtiana,717579-1,Species,Karwinskia humboldtiana,717579-1
47,True,(Sw.) Schult.,Plantae,Rubiaceae,Palicourea crocea,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:759061-1),759061-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/05e4738e396f450685cb1891d7fb241c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/8374d8c26005d9e0ad59baf10d98a353.jpg', 'caption': 'Palicourea crocea (Sw.) Roem. &amp; Schult.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c52a758e7edd70fd61d3d43f0d910c07.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/6392988677b5f783f82de1c389a1d450.jpg', 'caption': 'Palicourea crocea (Sw.) Roem. &amp; Schult.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3141d7dc6e9942905778bb7a84836dd2.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7d9a93b2e9f55724ab328e529fd9be34.jpg', 'caption': 'Palicourea crocea (Sw.) Roem. &amp; Schult.'}]",Palicourea crocea,759061-1,Species,Palicourea crocea,759061-1
48,True,(Kunth) Standl.,Plantae,Rubiaceae,Palicourea grandiflora,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:181012-2),181012-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/cde670e9bbadeb7c5ee4c0d1478873bb.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/cfc500a8903cf08130db6c251986f085.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/a9e9a7987b9cf8fab6eec89119f8321c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/641ac3843ff492cce208c1e38a1597c6.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/260e1e29a71985266aec37bae71996ef.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/3950b4a83ffdcadbed41a274cd57737d.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Palicourea grandiflora,181012-2,Species,Palicourea grandiflora,181012-2
49,True,Griseb.,Plantae,Sapindaceae,Paullinia leiocarpa,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:784185-1),784185-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/4c1d099b448a33677010405adf15c3c4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/adf814496a3b5f0b38ef02f615b5ef1d.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/31d2ae1d1896ced19dcb6363ba56d3a9.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/1be7c85f23c9fd0e3b704dbd9a3a9226.jpg', 'caption': 'Paullinia leiocarpa Griseb.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/2ca0a2d80c889e527efe91346eacbae2.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/aefcad6cd093aae7531cbf93c82a8ab8.jpg', 'caption': 'Paullinia leiocarpa'}]",Paullinia leiocarpa,784185-1,Species,Paullinia leiocarpa,784185-1
50,True,Benth.,Plantae,Sapindaceae,Paullinia spicata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:784290-1),784290-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/ae3c8d1c1a877b9a552adb5bde5facd1.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/c1c539592eea43899b8ab5457605adb2.jpg', 'caption': 'Paullinia spicata Benth.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/b4f70777258313ef87ef5fdfdccc3088.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/7795539b07158ed5aa9d84fb0b7edacf.jpg', 'caption': 'Paullinia spicata Benth.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/d48d3896c21c994b28fc81842f02b78d.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/46e1ff379acce34c1c8f262eeebd91da.jpg', 'caption': 'Paullinia spicata Benth.'}]",Paullinia spicata,784290-1,Species,Paullinia spicata,784290-1
51,True,Kunth,Plantae,Sapindaceae,Serjania glabrata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:784992-1),784992-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/e32c7a3518291a769538445a0a2fa1cf.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/5d818f53d47b84e45f470027688a53ab.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3766cf2af1b299a589ee4bcff0818b1f.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/e8aeb6e88a066b64eb2d300fe0540e22.jpg', 'caption': 'Serjania glabrata Kunth'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/0cc65f6671efba7fed9bc083f0e76bb5.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/2226f49f9e924e499aabc4f9a8f6e5d6.jpg', 'caption': 'Serjania glabrata'}]",Serjania glabrata,784992-1,Species,Serjania glabrata,784992-1
52,True,Splitg.,Plantae,Sapindaceae,Serjania membranacea,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:785059-1),785059-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/bde3d6ed296df48edec33be8fb844677.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/12c8a971fdf976fae6ebfb846c675c15.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Serjania membranacea,785059-1,Species,Serjania membranacea,785059-1
53,True,DC.,Plantae,Sapindaceae,Serjania paucidentata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:234951-2),234951-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c96f8fc6c223708198a82ba32438c39b.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/dd700ceb6d04eecdba23d46cfafaeb86.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/47bd381161abf4f45aca985268bf3d8a.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ed541546c35533709a4a93691fb70a00.jpg', 'caption': 'Serjania paucidentata DC.'}]",Serjania paucidentata,234951-2,Species,Serjania paucidentata,234951-2
54,True,(Ruiz & Pav.) G.Don,Plantae,Sapindaceae,Paullinia alata,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:784051-1),784051-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c2c177573eb496f9af57fd61b8203c4e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/d08fd53f65a745fc51a64060c9c6d52e.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/750aff2cde5733f0733e04741a20f768.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/543a0631284211aed17e5880e81771c5.jpg', 'caption': 'Paullinia alata (Ruiz &amp; Pav.) G.Don'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/3df6070d3d5da71e6f854f5d246ed473.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/b957908c7a30565dda89fe083841e03c.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Paullinia alata,784051-1,Species,Paullinia alata,784051-1
55,True,(Aubl.) Poir.,Plantae,Phyllanthaceae,Phyllanthus brasiliensis,Species, <b>Use</b>: <em>Poisons</em> (State of the World's Plants 2016).,POWO pages(/taxon/urn:lsid:ipni.org:names:353613-1),353613-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/c2d5770756b194f72cca68be913ac1bc.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/f126da2689ecaa0eba100af989507536.jpg', 'caption': 'Phyllanthus brasiliensis (Aubl.) Poir.'}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/660abdd475623f4b33e4dcc72e13215e.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/740d67a1b89bbbeb918e6fa74e49f666.jpg', 'caption': 'Phyllanthus brasiliensis'}]",Phyllanthus brasiliensis,353613-1,Species,Phyllanthus brasiliensis,353613-1
56,True,Mart. ex Eichler,Plantae,Achariaceae,Carpotroche amazonica,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:365030-1),365030-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/730a4057aae24c60d55d163ef798d74c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/fc0e4d1f0be39e798c44839150cdf27f.jpg', 'caption': 'Carpotroche amazonica Mart. ex Eichler'}]",Carpotroche amazonica,365030-1,Species,Carpotroche amazonica,365030-1
57,True,(Jacq.) Urb.,Plantae,Anacardiaceae,Metopium brownei,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:158605-2),158605-2,,Metopium brownei,158605-2,Species,Metopium brownei,158605-2
58,True,(Mart.) R.E.Fr.,Plantae,Annonaceae,Unonopsis veneficiorum,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:259534-2),259534-2,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/f5ab64baa70880a672aaa1cc8f4a8bc0.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/6f50f37d45c2bd780fc5cc0fefc87e1d.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/a3b33fb24403baeb05b2b9165ea78d0c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/e221767b4ae2c05da10f6ccbe694cae1.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/7798b0347d6899b2b493ada96de0dce4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ff532b74bcf04bea37b284b612558212.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Unonopsis veneficiorum,259534-2,Species,Unonopsis veneficiorum,259534-2
59,True,(Willd. ex Roem. & Schult.) Müll.Arg.,Plantae,Apocynaceae,Malouetia flavescens,Species, <b>Use</b>: <em>Poisons</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:79896-1),79896-1,"[{'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/99897ccae066231eb8b23a85227277a4.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/ad9e8fc99640a629e9b02f9df96d111a.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/2fcb67ea007cdbf62464a6331f36c6d7.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/cffd12f4507a04a43609c091e6f9983a.jpg', 'caption': ""A specimen from Kew's Herbarium""}, {'thumbnail': '//d2seqvvyy3b8p2.cloudfront.net/af4aa3170698f514c2bca70356a7e90c.jpg', 'fullsize': '//d2seqvvyy3b8p2.cloudfront.net/fe42324a8e1f8007c2d0e1be9ff578c2.jpg', 'caption': ""A specimen from Kew's Herbarium""}]",Malouetia flavescens,79896-1,Species,Malouetia flavescens,79896-1
