plant_id,family,taxon_name,refstand,ref_short
wcs106330,Apocynaceae,Kopsia hainanensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs106337,Apocynaceae,Kopsia larutensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs106340,Apocynaceae,Kopsia macrophylla,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs106434,Rubiaceae,Kraussia floribunda,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs106763,Apocynaceae,Lacmellea aculeata,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106763,Apocynaceae,Lacmellea aculeata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs106768,Apocynaceae,Lacmellea edulis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs106781,Apocynaceae,Lacmellea peruviana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs106787,Apocynaceae,Lacmellea standleyi,8378,"Food Chemicals Codex (USP, 2008)"
wcs106788,Apocynaceae,Lacmellea utilis,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106820,Rubiaceae,Ladenbergia acutifolia,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106821,Rubiaceae,Ladenbergia amazonensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106825,Rubiaceae,Ladenbergia bullata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106828,Rubiaceae,Ladenbergia carua,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106828,Rubiaceae,Ladenbergia carua,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106828,Rubiaceae,Ladenbergia carua,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106833,Rubiaceae,Ladenbergia cujabensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106847,Rubiaceae,Ladenbergia hexandra,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106847,Rubiaceae,Ladenbergia hexandra,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106850,Rubiaceae,Ladenbergia lambertiana,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106854,Rubiaceae,Ladenbergia macrocarpa,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106854,Rubiaceae,Ladenbergia macrocarpa,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs106854,Rubiaceae,Ladenbergia macrocarpa,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106854,Rubiaceae,Ladenbergia macrocarpa,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106860,Rubiaceae,Ladenbergia muzonensis,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106860,Rubiaceae,Ladenbergia muzonensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs106860,Rubiaceae,Ladenbergia muzonensis,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106863,Rubiaceae,Ladenbergia oblongifolia,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs106863,Rubiaceae,Ladenbergia oblongifolia,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs106863,Rubiaceae,Ladenbergia oblongifolia,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs106863,Rubiaceae,Ladenbergia oblongifolia,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs106875,Rubiaceae,Ladenbergia riveroana,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs107659,Apocynaceae,Landolphia buchananii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs107663,Apocynaceae,Landolphia camptoloba,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107687,Apocynaceae,Landolphia dulcis,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs107687,Apocynaceae,Landolphia dulcis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107687,Apocynaceae,Landolphia dulcis,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs107687,Apocynaceae,Landolphia dulcis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs107700,Apocynaceae,Landolphia foretiana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107700,Apocynaceae,Landolphia foretiana,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs107711,Apocynaceae,Landolphia gummifera,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs107713,Apocynaceae,Landolphia heudelotii,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs107713,Apocynaceae,Landolphia heudelotii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107713,Apocynaceae,Landolphia heudelotii,100183,SOTWP 2016: Useful Plants and Fungi Project (2015)
wcs107713,Apocynaceae,Landolphia heudelotii,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs107713,Apocynaceae,Landolphia heudelotii,100023,U.S. FDA Substance Registration System (2016)
wcs107714,Apocynaceae,Landolphia hirsuta,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs107717,Apocynaceae,Landolphia incerta,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107720,Apocynaceae,Landolphia kirkii,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs107720,Apocynaceae,Landolphia kirkii,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs107720,Apocynaceae,Landolphia kirkii,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs107720,Apocynaceae,Landolphia kirkii,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs107720,Apocynaceae,Landolphia kirkii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs107723,Apocynaceae,Landolphia lanceolata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107749,Apocynaceae,Landolphia myrtifolia,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs107760,Apocynaceae,Landolphia owariensis,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs107760,Apocynaceae,Landolphia owariensis,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs107760,Apocynaceae,Landolphia owariensis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs107760,Apocynaceae,Landolphia owariensis,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs107760,Apocynaceae,Landolphia owariensis,100023,U.S. FDA Substance Registration System (2016)
wcs107760,Apocynaceae,Landolphia owariensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs107787,Apocynaceae,Landolphia rufescens,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs107806,Apocynaceae,Landolphia subrepanda,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs507684,Apocynaceae,Larryleachia marlothii,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
wcs108442,Rubiaceae,Lasianthus attenuatus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108486,Rubiaceae,Lasianthus chinensis,100032,"Med. Plants of Limu Mountains, China (Zheng, 2013)"
wcs108486,Rubiaceae,Lasianthus chinensis,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs108491,Rubiaceae,Lasianthus chrysoneurus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs108514,Rubiaceae,Lasianthus curtisii,100032,"Med. Plants of Limu Mountains, China (Zheng, 2013)"
wcs108517,Rubiaceae,Lasianthus cyanocarpus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs108517,Rubiaceae,Lasianthus cyanocarpus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108536,Rubiaceae,Lasianthus filiformis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108582,Rubiaceae,Lasianthus hirsutus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs108582,Rubiaceae,Lasianthus hirsutus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108601,Rubiaceae,Lasianthus japonicus subsp. japonicus,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs108604,Rubiaceae,Lasianthus japonicus subsp. longicaudus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs108609,Rubiaceae,Lasianthus kilimandscharicus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108689,Rubiaceae,Lasianthus oblongus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108691,Rubiaceae,Lasianthus obscurus,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs108733,Rubiaceae,Lasianthus reticulatus,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108763,Rubiaceae,Lasianthus sikkimensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108773,Rubiaceae,Lasianthus stipularis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs108824,Rubiaceae,Lasianthus verticillatus,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs110875,Apocynaceae,Lepiniopsis ternatensis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs110892,Rubiaceae,Leptactina densiflora,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs110892,Rubiaceae,Leptactina densiflora,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
wcs110892,Rubiaceae,Leptactina densiflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs110892,Rubiaceae,Leptactina densiflora,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs110892,Rubiaceae,Leptactina densiflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507742,Apocynaceae,Leptadenia arborea,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507759,Apocynaceae,Leptadenia lanceolata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs507759,Apocynaceae,Leptadenia lanceolata,100034,"SEPASAL database (Kew, 1999)"
wcs507759,Apocynaceae,Leptadenia lanceolata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507754,Apocynaceae,Leptadenia lanceolata subsp. lanceolata,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs507754,Apocynaceae,Leptadenia lanceolata subsp. lanceolata,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs507754,Apocynaceae,Leptadenia lanceolata subsp. lanceolata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507763,Apocynaceae,Leptadenia madagascariensis,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
wcs507763,Apocynaceae,Leptadenia madagascariensis,100181,SOTWP 2016: PROTA (2015)
wcs507763,Apocynaceae,Leptadenia madagascariensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100027,Encyclopedia of Medicinal Plants of UAE (2005)
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100215,"Handbook of Arabian Medicinal Plants (Ghazanfar, 1994)"
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs507765,Apocynaceae,Leptadenia pyrotechnica,7201,"Med. Plants in Jordan (Oran, 1998)"
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100034,"SEPASAL database (Kew, 1999)"
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100181,SOTWP 2016: PROTA (2015)
wcs507765,Apocynaceae,Leptadenia pyrotechnica,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs507765,Apocynaceae,Leptadenia pyrotechnica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507766,Apocynaceae,Leptadenia reticulata,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs507766,Apocynaceae,Leptadenia reticulata,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
wcs507766,Apocynaceae,Leptadenia reticulata,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
wcs507766,Apocynaceae,Leptadenia reticulata,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs507766,Apocynaceae,Leptadenia reticulata,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs507766,Apocynaceae,Leptadenia reticulata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs507766,Apocynaceae,Leptadenia reticulata,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs507766,Apocynaceae,Leptadenia reticulata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs507766,Apocynaceae,Leptadenia reticulata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs507766,Apocynaceae,Leptadenia reticulata,100181,SOTWP 2016: PROTA (2015)
wcs507766,Apocynaceae,Leptadenia reticulata,100023,U.S. FDA Substance Registration System (2016)
wcs507766,Apocynaceae,Leptadenia reticulata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs507766,Apocynaceae,Leptadenia reticulata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs110966,Rubiaceae,Leptodermis lanceolata,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs110966,Rubiaceae,Leptodermis lanceolata,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs110966,Rubiaceae,Leptodermis lanceolata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs110982,Rubiaceae,Leptodermis pilosa,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs111023,Rubiaceae,Leptomischus wallichii,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs497060,Rubiaceae,Leptopetalum biflorum,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs497060,Rubiaceae,Leptopetalum biflorum,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs497060,Rubiaceae,Leptopetalum biflorum,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs497060,Rubiaceae,Leptopetalum biflorum,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs497060,Rubiaceae,Leptopetalum biflorum,5838,"Med. & Pois. Pl. 1 (Padua et al., 1999)"
wcs497060,Rubiaceae,Leptopetalum biflorum,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs112009,Apocynaceae,Leuconotis eugeniifolia,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs112009,Apocynaceae,Leuconotis eugeniifolia,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs112009,Apocynaceae,Leuconotis eugeniifolia,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs112009,Apocynaceae,Leuconotis eugeniifolia,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs112009,Apocynaceae,Leuconotis eugeniifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs115282,Rubiaceae,Luculia gratissima,6667,"Plants and People of Nepal (Manandhar, 2002)"
wcs115282,Rubiaceae,Luculia gratissima,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs115282,Rubiaceae,Luculia gratissima,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs115285,Rubiaceae,Luculia pinceana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs115285,Rubiaceae,Luculia pinceana,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs115484,Rubiaceae,Ludekia bernardoi,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs530243,Apocynaceae,Lygisma calcicola,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs116812,Rubiaceae,Machaonia brasiliensis,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs116912,Apocynaceae,Macoubea guianensis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs116912,Apocynaceae,Macoubea guianensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs116918,Apocynaceae,Macoubea sprucei,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs117033,Rubiaceae,Macrocnemum roseum,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
wcs117033,Rubiaceae,Macrocnemum roseum,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs526059,Apocynaceae,Macropharynx peltata,100241,"WHODrug Herbal Substances, Suppl. 2021 (WHO-UMC, 2021)"
wcs526059,Apocynaceae,Macropharynx peltata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs117153,Rubiaceae,Macrosphyra longistyla,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs117153,Rubiaceae,Macrosphyra longistyla,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119142,Apocynaceae,Malouetia arborea,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119145,Apocynaceae,Malouetia bequaertiana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119145,Apocynaceae,Malouetia bequaertiana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119153,Apocynaceae,Malouetia flavescens,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119155,Apocynaceae,Malouetia glandulifera,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119161,Apocynaceae,Malouetia heudelotii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119172,Apocynaceae,Malouetia naias,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119173,Apocynaceae,Malouetia nitida,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119187,Apocynaceae,Malouetia tamaquarina,8747,"Med. Pl. Latin America (Duke, 2009)"
wcs119211,Apocynaceae,Mandevilla anceps,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119215,Apocynaceae,Mandevilla annulariifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119267,Apocynaceae,Mandevilla foliosa,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119275,Apocynaceae,Mandevilla hirsuta,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119280,Apocynaceae,Mandevilla hypoleuca,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs119281,Apocynaceae,Mandevilla illustris,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
wcs119281,Apocynaceae,Mandevilla illustris,8428,"Med. & Pois. Pl. N.E.Braz. (Agra et al., 2007)"
wcs119281,Apocynaceae,Mandevilla illustris,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119285,Apocynaceae,Mandevilla javitensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119294,Apocynaceae,Mandevilla laxa,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs119294,Apocynaceae,Mandevilla laxa,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs119294,Apocynaceae,Mandevilla laxa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119329,Apocynaceae,Mandevilla pentlandiana,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs119331,Apocynaceae,Mandevilla petraea,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs119334,Apocynaceae,Mandevilla pohliana,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs119354,Apocynaceae,Mandevilla scabra,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119367,Apocynaceae,Mandevilla subcarnosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119372,Apocynaceae,Mandevilla subsagittata,100187,"Med. Plants for Diabetes in C. America (Giovannini et al., 2016)"
wcs119381,Apocynaceae,Mandevilla tenuifolia,8426,"Med. Pl. N.E.Brazil (Fátima Agra et al., 2008)"
wcs119385,Apocynaceae,Mandevilla torosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119453,Rubiaceae,Manettia cordifolia,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
wcs119480,Rubiaceae,Manettia glandulosa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs119549,Rubiaceae,Manettia paraguariensis,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
wcs119571,Rubiaceae,Manettia reclinata,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
wcs119571,Rubiaceae,Manettia reclinata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507901,Apocynaceae,Margaretta rosea,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs507913,Apocynaceae,Marsdenia abyssinica,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs507913,Apocynaceae,Marsdenia abyssinica,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs507913,Apocynaceae,Marsdenia abyssinica,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507975,Apocynaceae,Marsdenia brunoniana,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs507975,Apocynaceae,Marsdenia brunoniana,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs507975,Apocynaceae,Marsdenia brunoniana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs507993,Apocynaceae,Marsdenia cavaleriei,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs508004,Apocynaceae,Marsdenia cordifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs508009,Apocynaceae,Marsdenia crinita,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs508009,Apocynaceae,Marsdenia crinita,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs508014,Apocynaceae,Marsdenia cundurango,100007,"Dizionario Delle Erbe Med. (Suozzi, 1995)"
wcs508014,Apocynaceae,Marsdenia cundurango,100174,E-Kommission: Approved Status (1984-1994)
wcs508014,Apocynaceae,Marsdenia cundurango,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
wcs508014,Apocynaceae,Marsdenia cundurango,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
wcs508014,Apocynaceae,Marsdenia cundurango,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
wcs508014,Apocynaceae,Marsdenia cundurango,6369,"Herbs of Commerce (McGuffin et al., 2000)"
wcs508014,Apocynaceae,Marsdenia cundurango,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs508014,Apocynaceae,Marsdenia cundurango,8382,Japanese Pharmacopoeia 15th edn. (2006)
wcs508014,Apocynaceae,Marsdenia cundurango,8870,"Japanese Pharmacopoeia, 16th edn. (2012)"
wcs508014,Apocynaceae,Marsdenia cundurango,8869,"Korean Pharmacopoeia, 9th edn. (2007)"
wcs508014,Apocynaceae,Marsdenia cundurango,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
wcs508014,Apocynaceae,Marsdenia cundurango,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
wcs508014,Apocynaceae,Marsdenia cundurango,8747,"Med. Pl. Latin America (Duke, 2009)"
wcs508014,Apocynaceae,Marsdenia cundurango,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
wcs508014,Apocynaceae,Marsdenia cundurango,100022,"Med. Plts. in Loja & Zamora-Chinchipe, Ecuador (Tene, 2007)"
wcs508014,Apocynaceae,Marsdenia cundurango,8381,"Pharmacopoeia Helvetica (Swissmedic, 2006)"
wcs508014,Apocynaceae,Marsdenia cundurango,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs508014,Apocynaceae,Marsdenia cundurango,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
wcs508014,Apocynaceae,Marsdenia cundurango,8394,"Substances in Medicines, Australia (TGA, 2007)"
wcs508014,Apocynaceae,Marsdenia cundurango,100243,"Tea and Herbal Infusions Europe Pl. Inventory (THIE, 2021)"
wcs508014,Apocynaceae,Marsdenia cundurango,100019,"Timber Press Plant Names (Erhardt et al., 2009)"
wcs508014,Apocynaceae,Marsdenia cundurango,100023,U.S. FDA Substance Registration System (2016)
wcs508014,Apocynaceae,Marsdenia cundurango,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
wcs508014,Apocynaceae,Marsdenia cundurango,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs508014,Apocynaceae,Marsdenia cundurango,100020,"World Economic Plants (Wiersema et al., 2013)"
wcs508015,Apocynaceae,Marsdenia cundurango subsp. cundurango,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
wcs508054,Apocynaceae,Marsdenia formosana,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs508083,Apocynaceae,Marsdenia griffithii,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs508093,Apocynaceae,Marsdenia hamiltonii,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs508123,Apocynaceae,Marsdenia lactifera,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
wcs508123,Apocynaceae,Marsdenia lactifera,100236,"Indian Med. Pl. Database (TDU, 2020)"
wcs508123,Apocynaceae,Marsdenia lactifera,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs508127,Apocynaceae,Marsdenia latifolia,2095,"Handbook African Med. Pl. (Iwu, 1993)"
wcs508127,Apocynaceae,Marsdenia latifolia,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
wcs508127,Apocynaceae,Marsdenia latifolia,100181,SOTWP 2016: PROTA (2015)
wcs508127,Apocynaceae,Marsdenia latifolia,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
wcs508127,Apocynaceae,Marsdenia latifolia,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
wcs508143,Apocynaceae,Marsdenia longipes,8389,Korean Herbal Pharmacopoeia (2002)
wcs508143,Apocynaceae,Marsdenia longipes,3586,Zhonghua Bencao: Materia Medica of China (1998)
wcs508146,Apocynaceae,Marsdenia lucida,100236,"Indian Med. Pl. Database (TDU, 2020)"
