,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,Reference
14364,236,Chinese Traits,Equisetum hyemale,20931,Equisetum hyemale,1670902,11444044,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14395,236,Chinese Traits,Fraxinus mandshurica,25254,Fraxinus mandshurica,1670904,11444218,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14426,236,Chinese Traits,Fraxinus rhynchophylla,228891,Fraxinus chinensis subsp. rhynchophylla,1670905,11444363,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14457,236,Chinese Traits,Geum sp,230957,Geum,1670906,11444496,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14488,236,Chinese Traits,Larix olgensis,236498,Larix gmelinii var. olgensis,1670907,11444638,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14519,236,Chinese Traits,Maackia amurensis,34679,Maackia amurensis,1670910,11444869,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14550,236,Chinese Traits,Mukdenia rossii,90992,Mukdenia rossii,1670911,11445006,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14581,236,Chinese Traits,Onoclea sensibilis,38979,Onoclea sensibilis,1670912,11445140,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14612,236,Chinese Traits,Phellodendron amurense,41473,Phellodendron amurense,1670913,11445282,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14643,236,Chinese Traits,Phragmites australis,41658,Phragmites australis,1670914,11445419,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14674,236,Chinese Traits,Quercus mongolica,45434,Quercus mongolica,1670916,11445603,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14705,236,Chinese Traits,Salix gracilistyla,47847,Salix gracilistyla,1670919,11445828,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14736,236,Chinese Traits,Salix viminalis,47953,Salix viminalis,1670920,11445973,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14767,236,Chinese Traits,Sorbaria sorbifolia,50982,Sorbaria sorbifolia,1670921,11446118,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14798,236,Chinese Traits,Viburnum sargentii,56334,Viburnum sargentii,1670925,11446373,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14829,236,Chinese Traits,Vicia unijuga,56403,Vicia unijuga,1670926,11446518,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14860,236,Chinese Traits,Aconitum volubile,73541,Aconitum volubile,1670930,11446772,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14891,236,Chinese Traits,Adenophora tetraphylla,1278,Adenophora triphylla,1670931,11446906,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14922,236,Chinese Traits,Angelica amurensis,74792,Angelica amurensis,1670933,11447071,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14953,236,Chinese Traits,Arctium lappa,4489,Arctium lappa,1670934,11447203,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
14984,236,Chinese Traits,Aster scaber,264933,Symphyotrichum undulatum,1670935,11447333,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15015,236,Chinese Traits,Brachybotrys paridiformis,76808,Brachybotrys paridiformis,1670938,11447561,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15042,236,Chinese Traits,Carex appendiculata,77727,Carex appendiculata,1670940,11447710,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15073,236,Chinese Traits,Caulophyllum robustum,11245,Caulophyllum robustum,1670942,11447884,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15104,236,Chinese Traits,Chloranthus japonicus,12423,Chloranthus japonicus,1670944,11448050,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15135,236,Chinese Traits,Chrysosplenium alternifolium,12744,Chrysosplenium alternifolium,1670945,11448182,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15166,236,Chinese Traits,Impatiens furcillata,86765,Impatiens furcillata,1670954,11448619,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15197,236,Chinese Traits,Lychnis fulgens,34529,Lychnis fulgens,1670957,11448829,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15228,236,Chinese Traits,Pinus koraiensis,42137,Pinus koraiensis,1670962,11449127,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15259,236,Chinese Traits,Rubia sp,258000,Rubia,1670967,11449418,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15290,236,Chinese Traits,Vitis amurensis,101088,Vitis amurensis,1670975,11449804,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15321,236,Chinese Traits,Agrimonia pilosa,1814,Agrimonia pilosa,1670978,11450014,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15352,236,Chinese Traits,Artemisia keiskeana,75426,Artemisia keiskeana,1670979,11450146,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15383,236,Chinese Traits,Atractylodes japonica,75933,Atractylodes japonica,1670982,11450356,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15414,236,Chinese Traits,Bupleurum longiradiatum,77024,Bupleurum longiradiatum,1670984,11450532,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15445,236,Chinese Traits,Clematis fusca var violaceae,13379,Clematis fusca,1670987,11450737,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15476,236,Chinese Traits,Convallaria majalis,14240,Convallaria majalis,1670988,11450871,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15507,236,Chinese Traits,Dracocephalum argunense,81723,Dracocephalum argunense,1670990,11451045,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15538,236,Chinese Traits,Euonymus pauciflorus,23283,Euonymus verrucosus,1670991,11451187,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15569,236,Chinese Traits,Euphorbia lucorum,83228,Euphorbia lucorum,1670992,11451324,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15600,236,Chinese Traits,Peucedanum terebinthaceum,41353,Peucedanum terebinthaceum,1670996,11451586,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15631,236,Chinese Traits,Philadelphus tenuifolius,41491,Philadelphus tenuifolius,1670997,11451720,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15662,236,Chinese Traits,Ranunculus chinensis,95341,Ranunculus cantoniensis,1671001,11451975,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15693,236,Chinese Traits,Rhododendron sp,257209,Rhododendron,1671003,11452161,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15724,236,Chinese Traits,Scutellaria sp,260074,Scutellaria,1671004,11452294,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15755,236,Chinese Traits,Sedum aizoon,49362,Sedum aizoon,1671005,11452426,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15786,236,Chinese Traits,Trifolium lupinaster,54962,Trifolium lupinaster,1671010,11452690,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15817,236,Chinese Traits,Viola acuminata,56487,Viola acuminata,1671012,11452866,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15848,236,Chinese Traits,Viola sp 1,269633,Viola,1671013,11452998,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
15879,236,Chinese Traits,Viola sp 2,269633,Viola,1671014,11453130,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
