,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,Reference
16517,236,Chinese Traits,Clematis sp,214959,Clematis,1671074,11457284,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16548,236,Chinese Traits,Desmodium fallax var mandshuricum,234146,Hylodesmum podocarpum subsp. oxyphyllum,1671076,11457461,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16579,236,Chinese Traits,Dryopteris crassirhizoma,81876,Dryopteris crassirhizoma,1671078,11457633,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16610,236,Chinese Traits,Glycine soja,26509,Glycine soja,1671082,11457874,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16641,236,Chinese Traits,Juglans  mandshurica,31422,Juglans mandshurica,1671084,11458060,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16672,236,Chinese Traits,Lonicera monantha,238551,Lonicera subhispida,1671087,11458265,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16703,236,Chinese Traits,Matteuccia struthiopteris,35682,Matteuccia struthiopteris,1671090,11458459,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16734,236,Chinese Traits,Rubia cordifolia,46875,Rubia cordifolia,1671097,11458836,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16765,236,Chinese Traits,Sanicula chinenesis,96722,Sanicula chinensis,1671099,11459006,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16796,236,Chinese Traits,Viburnum burejaeticum,56305,Viburnum burejaeticum,1671106,11459304,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16827,236,Chinese Traits,Viola biflora,56497,Viola biflora,1671109,11459509,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16858,236,Chinese Traits,Allium ramosum,2559,Allium ramosum,1671110,11459641,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16889,236,Chinese Traits,Artemisia mongolica,5212,Artemisia mongolica,1671112,11459807,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16920,236,Chinese Traits,Artemisia scoparia,5235,Artemisia scoparia,1671114,11459985,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16951,236,Chinese Traits,Artemisia sieversiana,5238,Artemisia sieversiana,1671115,11460119,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
16982,236,Chinese Traits,Campanula falcata,32677,Legousia falcata,1671116,11460249,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17013,236,Chinese Traits,Cardamine macrophylla,77664,Cardamine macrophylla,1671117,11460381,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17040,236,Chinese Traits,Carex duriuscula,10439,Carex duriuscula,1671118,11460506,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17071,236,Chinese Traits,Clematis hexapetala,13383,Clematis hexapetala,1671119,11460640,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17102,236,Chinese Traits,Clematis terniflora var mandshurica,214989,Clematis terniflora var. manshurica,1671120,11460773,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17129,236,Chinese Traits,Echinochloa crusgalli,19721,Echinochloa crusgalli,1671123,11460969,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17160,236,Chinese Traits,Euphorbia mandshurica,23414,Euphorbia esula,1671124,11461101,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17191,236,Chinese Traits,Heteropappus altaicus,235903,Kalimeris altaica,1671125,11461235,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17222,236,Chinese Traits,Hieracium denticuliferum,251055,Pilosella vaillantii,1671126,11461365,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17253,236,Chinese Traits,Kummerowia striata,32040,Kummerowia striata,1671129,11461563,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17284,236,Chinese Traits,Lespedeza davurica,33015,Lespedeza davurica,1671130,11461705,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17315,236,Chinese Traits,Linum stelleroides,33653,Linum stelleroides,1671131,11461839,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17346,236,Chinese Traits,Melilotoides ruthenica,35845,Medicago ruthenica,1671132,11461969,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17377,236,Chinese Traits,Pinus tabuliformis,42187,Pinus tabuliformis,1671133,11462111,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17408,236,Chinese Traits,Platycodon grandiflorus,93702,Platycodon grandiflorus,1671134,11462244,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17439,236,Chinese Traits,Polygala tenuifolia,43184,Polygala tenuifolia,1671135,11462374,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17470,236,Chinese Traits,Populus davidiana,254407,Populus tremula var. davidiana,1671136,11462516,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17501,236,Chinese Traits,Securinega suffruticosa,25134,Flueggea suffruticosa,1671140,11462773,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17532,236,Chinese Traits,Siphonostegia chinensis,50407,Siphonostegia chinensis,1671142,11462947,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17563,236,Chinese Traits,Siphonostegia chinensis,50407,Siphonostegia chinensis,1671143,11463081,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17590,236,Chinese Traits,Sonchus brachyotus,50917,Sonchus brachyotus,1671144,11463194,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17621,236,Chinese Traits,Tripolium vulgare,100365,Tripolium pannonicum,1671146,11463349,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17652,236,Chinese Traits,Ulmus davidiana var japonica,268329,Ulmus davidiana var. japonica,1671147,11463491,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17683,236,Chinese Traits,unidentified forb,268388,Unidentified species: Forb,1671148,11463624,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17714,236,Chinese Traits,Allium senescens,2569,Allium senescens,1671150,11463798,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17745,236,Chinese Traits,Artemisia anethifolia,5158,Artemisia anethifolia,1671151,11463928,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17776,236,Chinese Traits,Artemisia scoparia,5235,Artemisia scoparia,1671152,11464070,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17807,236,Chinese Traits,Calamagrostis epigejos,9180,Calamagrostis epigejos,1671154,11464247,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17838,236,Chinese Traits,Chloris virgata,12501,Chloris virgata,1671155,11464389,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17869,236,Chinese Traits,Echinochloa crusgalli,19721,Echinochloa crusgalli,1671156,11464519,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17900,236,Chinese Traits,Inula britannica,30669,Inula britannica,1671157,11464661,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17931,236,Chinese Traits,Kalimeris integrifolia,31672,Kalimeris integrifolia,1671158,11464791,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17962,236,Chinese Traits,Lamium japonicum,209268,Boehmeria japonica,1671159,11464921,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
17993,236,Chinese Traits,Leymus chinensis,33253,Leymus chinensis,1671160,11465063,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18024,236,Chinese Traits,Melilotus suaveolens,36130,Melilotus suaveolens,1671161,11465193,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18055,236,Chinese Traits,Phragmites australis,41658,Phragmites australis,1671162,11465335,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18086,236,Chinese Traits,Phragmites hirsutus,41658,Phragmites australis,1671163,11465475,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18117,236,Chinese Traits,Polygonum sibiricum,43284,Polygonum sibiricum,1671164,11465605,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18148,236,Chinese Traits,Puccinella chinampoensis,44999,Puccinellia chinampoensis,1671165,11465747,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18179,236,Chinese Traits,Sanguisorba officinalis,48235,Sanguisorba officinalis,1671166,11465889,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18210,236,Chinese Traits,Suaeda glauca,52293,Suaeda glauca,1671167,11466019,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18241,236,Chinese Traits,Thalictrum simplex,54003,Thalictrum simplex,1671168,11466149,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18272,236,Chinese Traits,Amaranthus retroflexus,3134,Amaranthus retroflexus,1671169,11466278,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18303,236,Chinese Traits,Astragalus adsurgens,5805,Astragalus adsurgens,1671171,11466442,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18330,236,Chinese Traits,Carex duriuscula,10439,Carex duriuscula,1671172,11466567,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18361,236,Chinese Traits,Eragrostis minor,21194,Eragrostis minor,1671175,11466775,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18388,236,Chinese Traits,Hieracium denticulata,102016,Hieracium denticulatum,1671176,11466888,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18419,236,Chinese Traits,Kochia scoparia var sieversiana,6962,Bassia scoparia,1671179,11467094,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18450,236,Chinese Traits,Kummerowia striata,32040,Kummerowia striata,1671180,11467236,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18477,236,Chinese Traits,Plantago depressa,42528,Plantago depressa,1671182,11467381,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18508,236,Chinese Traits,Potentilla flagellaris,43665,Potentilla flagellaris,1671184,11467555,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18535,236,Chinese Traits,Taraxacum ohwianum,265487,Taraxacum ussuriense,1671185,11467680,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18566,236,Chinese Traits,Xanthium strumarium,57128,Xanthium strumarium,1671186,11467810,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18597,236,Chinese Traits,Atriplex gmelinii,75960,Atriplex gmelinii,1671188,11467976,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18628,236,Chinese Traits,Chenopodium glaucum,12192,Chenopodium glaucum,1671189,11468118,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18659,236,Chinese Traits,Erodium stephanianum,21912,Erodium stephanianum,1671191,11468292,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18686,236,Chinese Traits,Iris lactea var chinensis,235126,Iris oxypetala,1671192,11468417,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18717,236,Chinese Traits,Kochia scoparia var sieversiana,6962,Bassia scoparia,1671193,11468559,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18748,236,Chinese Traits,Lepidium apetalum,32768,Lepidium apetalum,1671194,11468689,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18775,236,Chinese Traits,Limonium bicolor,33491,Limonium bicolor,1671196,11468846,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18806,236,Chinese Traits,Messerschmidia sibirica,267343,Tournefortia sibirica,1671197,11468988,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18837,236,Chinese Traits,Metaplexis japonica,36379,Metaplexis japonica,1671198,11469118,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18868,236,Chinese Traits,Salsola collina,47988,Salsola collina,1671201,11469336,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18899,236,Chinese Traits,Setaria viridis,49905,Setaria viridis,1671202,11469467,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18930,236,Chinese Traits,Suaeda glauca,52293,Suaeda glauca,1671203,11469609,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18961,236,Chinese Traits,Swainsona salsula,52380,Swainsona salsula,1671204,11469741,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
18992,236,Chinese Traits,Thermopsis lanceolata,54111,Thermopsis lanceolata,1671206,11469915,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
19023,236,Chinese Traits,Aristida adscensionis,4718,Aristida adscensionis,1671207,11470057,1184.0,Stem latex production,2507,Latex,Latex,no,"Prentice, I.C., Meng, T., Wang, H., Harrison, S.P., Ni, J., Wang, G., 2011. Evidence for a universal scaling relationship of leaf CO2 drawdown along a moisture gradient. New Phytologist 190: 169180"
