,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,try_Snippet,Compiled_Sources
71,20003230-1,Gomphocarpus praticola,Gomphocarpus praticola,20003230-1,Species," <b>Appearance</b>:  of spreading white <em>hairs</em> along upper parts of stem, <b>Inflorescence</b>:  the subtending leaf, glabrous or softly <em>pubescent</em>., glaucous or green",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20003230-1)']
72,20003328-1,Secamone racemosa,Secamone racemosa,20003328-1,Species," 0.5–1.2, <b>Appearance</b>:  with short reddish <em>hairs</em>, <b>Leaf</b>:  <em>hairs</em>; lamina ovate to obovate, but usually elliptic",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20003328-1)']
73,20009937-1,Coptosperma graveolens,Coptosperma graveolens,20009937-1,Species," <b>Inflorescence</b>: , <b>Leaf</b>: , finely <em>pubescent</em>; pedicels 0–3 mm. long; bracteoles black, glabrous or sometimes very finely <em>pubescent</em>, usually shiny above",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009937-1)']
74,20009940-1,Coptosperma kibuwae,Coptosperma kibuwae,20009940-1,Species," <b>Inflorescence</b>: , <em>pubescent</em>; bracteoles brown when dry, small, ± triangular.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009940-1)']
75,20009941-1,Coptosperma littorale,Coptosperma littorale,20009941-1,Species, <b>Leaf</b>:  as conspicuous depressions lined with <em>hairs</em> often prominent on upper,,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009941-1)']
76,20009942-1,Coptosperma neurophyllum,Coptosperma neurophyllum,20009942-1,Species," <b>Inflorescence</b>:  branches 0.3–2 cm long, glabrous to <em>pubescent</em>; pedicels 0.3(6) mm",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009942-1)']
77,20009943-1,Coptosperma peteri,Coptosperma peteri,20009943-1,Species," <b>Appearance</b>: Shrub 1.5–3 m. tall; young stems <em>pubescent</em>, <b>Inflorescence</b>: ), <b>Leaf</b>: , <em>pubescent</em>; pedicels reduced (or up to 4 mm. long in fruiting stage, chartaceous to subcoriaceous, older stems, somewhat shiny and sparsely <em>pubescent</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009943-1)']
78,20009944-1,Coptosperma rhodesiacum,Coptosperma rhodesiacum,20009944-1,Species," <b>Inflorescence</b>:  inflorescence branches 1–2.5 cm long, <b>Leaf</b>:  present as small tufts of <em>hair</em>; petiole 1–2.5 cm long; stipules, mostly bifariously <em>pubescent</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009944-1)']
79,20009947-1,Coptosperma wajirense,Coptosperma wajirense,20009947-1,Species," <b>Appearance</b>: Shrub 1–2 m. tall; very young branches finely <em>pubescent</em>, <b>Inflorescence</b>:  inflorescence-branches 1–3 mm. long, finely <em>pubescent</em>, up to 1 mm. long",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009947-1)']
80,20009948-1,Coptosperma zygoon,Coptosperma zygoon,20009948-1,Species," <b>Appearance</b>:  young stems with light grey to buff- coloured bark, <b>Inflorescence</b>: , <b>Leaf</b>:  at base, <b>Leaf</b>:  present as small <em>hairy</em> tufts; petioles 2–5 mm long, <b>Leaf</b>:  pubescent with denser <em>hairs</em> on nerves beneath or occasionally, <em>pubescent</em>, <em>pubescent</em> outside., finely, finely <em>pubescent</em> to glabrescent above, papery, pubescent",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009948-1)']
81,20009966-1,Monolluma socotrana,Monolluma socotrana,20009966-1,Species," <b>Leaf</b>: , cartilaginous, rapidly caducuous; stipular areas <em>hairy</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:20009966-1)']
82,2172-1,Adenium,nan,nan,Genus," <b>Appearance</b>:  grey or brown, <b>Inflorescence</b>:  to linear, <em>pubescent</em>; peduncle very short, acuminate, entire, smooth; branchlets <em>pubescent</em> at the apex",,['POWO pages(/taxon/urn:lsid:ipni.org:names:2172-1)']
83,2218-1,Baissea,nan,nan,Genus, <b>Leaf</b>:  of <em>hairs</em> (domatia) usually present in the axils of some secondary,,['POWO pages(/taxon/urn:lsid:ipni.org:names:2218-1)']
84,241474-2,Spermacoce tenuior,Spermacoce tenuior,241474-2,Species," <b>Appearance</b>:  with slight ribs, <b>Leaf</b>: , <b>Leaf</b>:  save for very short <em>hairs</em> at and near margins above giving, glabrous or slightly <em>pubescent</em> with 7 setae 1.5–3 mm. long., glabrous or with lines of very short sparse <em>hairs</em>.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:241474-2)']
85,2469-1,Oncinotis,nan,nan,Genus, <b>Leaf</b>:  with a ciliate margin or of a tuft of <em>hairs</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:2469-1)']
86,30011202-2,Sabicea,nan,nan,Genus," <b>Appearance</b>:  climbers, usually ± <em>hairy</em>.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:30011202-2)']
87,30043713-2,Ixora,nan,nan,Genus," <b>Leaf</b>:  <em>pubescent</em> beneath, very rarely puberulous above; domatia",,['POWO pages(/taxon/urn:lsid:ipni.org:names:30043713-2)']
88,30401855-2,Cynanchum,nan,nan,Genus," <b>Appearance</b>:  spreading <em>hairs</em>, <b>Appearance</b>: Climbers or shrublets, glabrous or <em>hairy</em>, leafless or leafy",,['POWO pages(/taxon/urn:lsid:ipni.org:names:30401855-2)']
89,3226-1,Baseonema,nan,nan,Genus," <b>Appearance</b>: Stems twining, <em>pubescent</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:3226-1)']
90,325955-2,Galium,nan,nan,Genus," <b>Appearance</b>: -angled, <em>hairy</em> or with recurved prickles., glabrous",,['POWO pages(/taxon/urn:lsid:ipni.org:names:325955-2)']
91,325985-2,Coffea,nan,nan,Genus," <b>Leaf</b>:  or <em>pubescent</em>; stipules very shortly united above the axils, <b>Leaf</b>: ; domatia usually present, <em>hairy</em>; stipules shortly sheathing, obtuse",,['POWO pages(/taxon/urn:lsid:ipni.org:names:325985-2)']
92,326034-2,Keetia,nan,nan,Genus," <b>Appearance</b>:  <em>pubescent</em>., <b>Leaf</b>: , never with white silky <em>hairs</em> inside.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:326034-2)']
93,326325-2,Spermacoce,nan,nan,Genus," <b>Appearance</b>: , <em>pubescent</em>, hispid or scabrid very often 4-angled prostrate to erect",,['POWO pages(/taxon/urn:lsid:ipni.org:names:326325-2)']
94,327864-2,Mitragyna,nan,nan,Genus," <b>Appearance</b>:  or <em>pubescent</em>, <b>Inflorescence</b>:  heads with <em>pubescent</em> receptacles, <b>Leaf</b>: , free or joined near the base, free or joined near the base., glabrous or <em>pubescent</em>, the flowering branches",,['POWO pages(/taxon/urn:lsid:ipni.org:names:327864-2)']
95,327866-2,Mussaenda,nan,nan,Genus," <b>Leaf</b>:  or acuminate apex, <em>pubescent</em> or less often glabrous; stipules entire",,['POWO pages(/taxon/urn:lsid:ipni.org:names:327866-2)']
96,327870-2,Nauclea,nan,nan,Genus," <b>Inflorescence</b>:  glabrous or <em>pubescent</em>, elongating",,['POWO pages(/taxon/urn:lsid:ipni.org:names:327870-2)']
97,327877-2,Pavetta,nan,nan,Genus," <b>Leaf</b>: , sometimes with silky <em>hairs</em> within",,['POWO pages(/taxon/urn:lsid:ipni.org:names:327877-2)']
98,327893-2,Tarenna,nan,nan,Genus, <b>Appearance</b>:  or <em>pubescent</em> on both sides.,,['POWO pages(/taxon/urn:lsid:ipni.org:names:327893-2)']
99,328162-2,Ceropegia,nan,nan,Genus," <b>Leaf</b>:  and sometimes reduced to scales, glabrous or <em>pubescent</em>, rarely ± lobed",,['POWO pages(/taxon/urn:lsid:ipni.org:names:328162-2)']
100,328993-2,Tabernaemontana,nan,nan,Genus," <b>Leaf</b>:  sides (occasionally <em>pubescent</em> beneath in T. elegans), entire.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:328993-2)']
101,331701-2,Lasianthus,nan,nan,Genus," <b>Appearance</b>:  not in the Flora area), glabrous to <em>hairy</em> or strigose",,['POWO pages(/taxon/urn:lsid:ipni.org:names:331701-2)']
102,331758-2,Marsdenia,nan,nan,Genus, <b>Leaf</b>:  <em>pubescent</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:331758-2)']
103,3319-1,Desmidorchis,nan,nan,Genus, <b>Leaf</b>:  to a few <em>hairs</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:3319-1)']
104,331981-2,Stapelia,nan,nan,Genus," <b>Appearance</b>: , glabrous or <em>pubescent</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:331981-2)']
105,34146-1,Anthospermum,nan,nan,Genus, <b>Appearance</b>: Herbs or small shrubs with glabrous to densely <em>hairy</em> stems,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34146-1)']
106,34189-1,Aulacocalyx,nan,nan,Genus, <b>Leaf</b>:  with ± transversely parallel venation; domatia absent or present and <em>pubescent</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34189-1)']
107,34251-1,Breonadia,nan,nan,Genus," <b>Inflorescence</b>:  elongating, glabrous or <em>pubescent</em>.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34251-1)']
108,34290-1,Canthium,nan,nan,Genus," <b>Leaf</b>:  shortly sheathing, <b>Leaf</b>: ; domatia absent, apiculate or aristate, glabrous or <em>pubescent</em>, pit-like or present as tufts of <em>hair</em>; stipules",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34290-1)']
109,34312-1,Cephalanthus,nan,nan,Genus, <b>Inflorescence</b>:  by reduced leaves or bracts; receptacle <em>pubescent</em>; the flowers quite,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34312-1)']
110,34342-1,Chassalia,nan,nan,Genus," <b>Appearance</b>: , <b>Leaf</b>:  or with 2 short fimbriae, often with colleters and <em>hairs</em> within, with mostly glabrous or only finely <em>pubescent</em> stems",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34342-1)']
111,34395-1,Conostomium,nan,nan,Genus, <b>Leaf</b>:  rather obscure; stipules with the truncate sheath bearing <em>hairs</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34395-1)']
112,34423-1,Cremaspora,nan,nan,Genus, <b>Appearance</b>:  branches; stems and foliage almost glabrous to densely <em>hairy</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34423-1)']
113,34576-1,Euclinia,nan,nan,Genus," <b>Appearance</b>: , persistent, with <em>pubescent</em> domatia; stipules scarious",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34576-1)']
114,34578-1,Eumachia,nan,nan,Genus," <b>Leaf</b>:  small, ovate, white-<em>pubescent</em> or absent; stipules mostly short",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34578-1)']
115,34596-1,Fadogia,nan,nan,Genus," <b>Appearance</b>: Glabrous or <em>hairy</em> suffrutescent subshrubs, <b>Leaf</b>: , <em>hairy</em> inside at the base and produced, connate into a sheath, usually",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34596-1)']
116,34605-1,Feretia,nan,nan,Genus," <b>Appearance</b>: Shrubs, usually <em>hairy</em> at the extremities or less often",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34605-1)']
117,34624-1,Galiniera,nan,nan,Genus, <b>Appearance</b>: Shrub or small tree; branches glabrous or <em>pubescent</em>.,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34624-1)']
118,34695-1,Hedythyrsus,nan,nan,Genus," <b>Leaf</b>:  or very obscure; stipule sheath usually <em>hairy</em>, divided",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34695-1)']
119,34696-1,Heinsenia,nan,nan,Genus, <b>Leaf</b>:  with ± transversely parallel venation; domatia absent or present and <em>pubescent</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34696-1)']
120,34794-1,Kraussia,nan,nan,Genus, <b>Appearance</b>: Shrubs; branches glabrous or less often <em>pubescent</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34794-1)']
121,34827-1,Leptactina,nan,nan,Genus," <b>Leaf</b>:  in size, usually with distinct <em>pubescent</em> domatia; stipules usually",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34827-1)']
122,34870-1,Macrosphyra,nan,nan,Genus, <b>Appearance</b>: Climbing ± <em>hairy</em> shrubs or small erect shrubs,,['POWO pages(/taxon/urn:lsid:ipni.org:names:34870-1)']
123,34918-1,Meyna,nan,nan,Genus," <b>Appearance</b>: , <b>Leaf</b>:  <em>hairy</em> inside, densely <em>hairy</em> inside, persistent, produced into a subulate tip",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34918-1)']
124,34932-1,Mitriostigma,nan,nan,Genus," <b>Leaf</b>:  of <em>hairs</em> in the axils of the lateral nerves; stipules green in dry, <b>Leaf</b>: Leaves petiolate; domatia absent or present as small <em>hairy</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34932-1)']
125,34941-1,Morinda,nan,nan,Genus," <b>Appearance</b>: , less often <em>hairy</em> or tomentose stems",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34941-1)']
126,34944-1,Multidentia,nan,nan,Genus," <b>Leaf</b>:  as tufts of <em>hair</em> or absent; stipules sheathing at base, <b>Leaf</b>:  as tufts of hair or absent; stipules sheathing at base, <em>pubescent</em>, pubescent",,['POWO pages(/taxon/urn:lsid:ipni.org:names:34944-1)']
127,35032-1,Otiophora,nan,nan,Genus," <b>Appearance</b>:  multicellular <em>hairs</em> above, <b>Leaf</b>:  ± indistinct lateral veins on either side of midvein, glabrous or <em>hairy</em>, often becoming glabrescent below.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35032-1)']
128,35035-1,Otomeria,nan,nan,Genus, <b>Appearance</b>:  with mostly <em>hairy</em> stems,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35035-1)']
129,35041-1,Oxyanthus,nan,nan,Genus," <b>Leaf</b>: Leaves often with domatia present as <em>hairy</em> tufts, <b>Leaf</b>: Leaves petiolate; domatia often present as tufts of <em>hairs</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35041-1)']
130,35059-1,Paracephaelis,nan,nan,Genus," <b>Appearance</b>: Leaves chartaceous, <em>pubescent</em> or glabrous, mature at time",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35059-1)']
131,35073-1,Pauridiantha,nan,nan,Genus," <b>Leaf</b>:  at the margins, densely <em>pubescent</em> inside and with large sparse colleters",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35073-1)']
132,35088-1,Pentanisia,nan,nan,Genus," <b>Appearance</b>: Perennial herbs or subshrubs, with glabrous or <em>hairy</em> erect",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35088-1)']
133,35106-1,Phellocalyx,nan,nan,Genus," <b>Appearance</b>: Shrub or small tree; branches <em>pubescent</em> when young., <b>Leaf</b>:  growth at apex of stems; domatia present as white <em>hairy</em> tufts, <b>Leaf</b>:  with colleters and silky <em>hairs</em> within.",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35106-1)']
134,35139-1,Plectroniella,nan,nan,Genus," <b>Leaf</b>: , soon caducous., with silky white <em>hairs</em> inside",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35139-1)']
135,35164-1,Polysphaeria,nan,nan,Genus, <b>Appearance</b>: Glabrous or <em>hairy</em> shrubs or small trees with supra-axillary,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35164-1)']
136,35172-1,Porterandia,nan,nan,Genus," <b>Appearance</b>: Shrubs, mostly with <em>pubescent</em> stems, small trees or lianes",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35172-1)']
137,35218-1,Psydrax,nan,nan,Genus," <b>Leaf</b>: , <b>Leaf</b>:  chartaceous, glabrous or sometimes <em>pubescent</em>; domatia glabrous, never with silky white <em>hairs</em> inside",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35218-1)']
138,35228-1,Pygmaeothamnus,nan,nan,Genus, <b>Appearance</b>:  or <em>pubescent</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35228-1)']
139,35231-1,Pyrostria,nan,nan,Genus," <b>Leaf</b>:  <em>hairs</em> and colleters inside., <b>Leaf</b>:  <em>pubescent</em>; tertiary nerves obscure (or rarely apparent); domatia",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35231-1)']
140,35260-1,Richardia,nan,nan,Genus, <b>Appearance</b>: Annual or perennial erect or prostrate <em>hairy</em> herbs,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35260-1)']
141,35277-1,Rubia,nan,nan,Genus, <b>Appearance</b>:  stiffly <em>hairy</em> or with tiny prickles,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35277-1)']
142,35281-1,Rutidea,nan,nan,Genus," <b>Appearance</b>: Scandent shrubs, <b>Leaf</b>: Leaves petiolate; domatia absent or present as <em>hairy</em> tufts, often with <em>hairy</em> stems",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35281-1)']
143,35283-1,Rytigynia,nan,nan,Genus," <b>Appearance</b>: , <b>Leaf</b>:  united at base, <em>hairy</em> within, ending in a mostly linear appendage, glabrous or <em>pubescent</em> outside",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35283-1)']
144,35336-1,Sericanthe,nan,nan,Genus, <b>Leaf</b>:  in the nerve axils as small tufts of <em>hairs</em> without an apparent,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35336-1)']
145,35442-1,Temnocalyx,nan,nan,Genus," <b>Leaf</b>:  with <em>hairy</em> domatia beneath; stipules connate into a sheath, broadly",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35442-1)']
146,35502-1,Vangueria,nan,nan,Genus," <b>Appearance</b>: Buds elongate, <b>Appearance</b>: Glabrous or velvety <em>hairy</em> shrubs or understorey trees, <b>Leaf</b>: , <em>hairy</em> inside, connate into a short sheath at the base, ferruginous <em>pubescent</em> outside., produced",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35502-1)']
147,35503-1,Vangueriopsis,nan,nan,Genus," <b>Leaf</b>: Leaves opposite, <em>hairy</em> or velvety, somewhat coriaceous",,['POWO pages(/taxon/urn:lsid:ipni.org:names:35503-1)']
148,35514-1,Virectaria,nan,nan,Genus, <b>Appearance</b>:  or procumbent glabrescent to stiffly <em>hairy</em> stems from a fibrous,,['POWO pages(/taxon/urn:lsid:ipni.org:names:35514-1)']
149,3560-1,Pachycarpus,nan,nan,Genus," <b>Appearance</b>:  or ascending, <b>Leaf</b>: , <em>pubescent</em> with short spreading hairs, and an indumentum of scabrid <em>hairs</em> particularly along the margins, pubescent with short spreading <em>hairs</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:3560-1)']
150,3585-1,Pergularia,nan,nan,Genus, <b>Appearance</b>: <em>Pubescent</em> or tomentose twiners or twining shrubs with white,,['POWO pages(/taxon/urn:lsid:ipni.org:names:3585-1)']
151,3644-1,Raphionacme,nan,nan,Genus," <b>Inflorescence</b>:  or globose, few to many-flowered, glabrous or <em>hairy</em>",,['POWO pages(/taxon/urn:lsid:ipni.org:names:3644-1)']
152,3659-1,Riocreuxia,nan,nan,Genus, <b>Leaf</b>: ; interpetiolar stipules of tufts of whitish or brownish-translucent <em>hairs</em>,,['POWO pages(/taxon/urn:lsid:ipni.org:names:3659-1)']
153,3717-1,Stathmostelma,nan,nan,Genus," <b>Appearance</b>: , glabrous or <em>pubescent</em> with short, glabrous or pubescent with short, spreading <em>hairs</em>, spreading hairs",,['POWO pages(/taxon/urn:lsid:ipni.org:names:3717-1)']
