,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
1034,77177343-1,Leuconotis eugeniifolia,Leuconotis eugeniifolia,77177343-1,Species,,['MPNS']
1035,755396-1,Luculia gratissima,Luculia gratissima,755396-1,Species,,['MPNS']
1036,755399-1,Luculia pinceana,Luculia pinceana,755399-1,Species,,['MPNS']
1037,755403-1,Ludekia bernardoi,Ludekia bernardoi,755403-1,Species,,['MPNS']
1038,77190311-1,Lygisma calcicola,Lygisma calcicola,77190311-1,Species,,['MPNS']
1039,755453-1,Machaonia brasiliensis,Machaonia brasiliensis,755453-1,Species,,['MPNS']
1040,79852-1,Macoubea guianensis,Macoubea guianensis,79852-1,Species,,['MPNS']
1041,148754-2,Macoubea sprucei,Macoubea sprucei,148754-2,Species,,['MPNS']
1042,755513-1,Macrocnemum roseum,Macrocnemum roseum,755513-1,Species,,"['MPNS', 'Manual']"
1043,77165028-1,Macropharynx peltata,Macropharynx peltata,77165028-1,Species,,['MPNS']
1044,77166764-1,Macrosphyra longistyla,Macrosphyra longistyla,77166764-1,Species,,['MPNS']
1045,79888-1,Malouetia arborea,Malouetia arborea,79888-1,Species,,['MPNS']
1046,79890-1,Malouetia bequaertiana,Malouetia bequaertiana,79890-1,Species,,['MPNS']
1047,79896-1,Malouetia flavescens,Malouetia flavescens,79896-1,Species,,['MPNS']
1048,79898-1,Malouetia glandulifera,Malouetia glandulifera,79898-1,Species,,['MPNS']
1049,79904-1,Malouetia heudelotii,Malouetia heudelotii,79904-1,Species,,['MPNS']
1050,280308-2,Malouetia naias,Malouetia naias,280308-2,Species,,['MPNS']
1051,79913-1,Malouetia nitida,Malouetia nitida,79913-1,Species,,['MPNS']
1052,79926-1,Malouetia tamaquarina,Malouetia tamaquarina,79926-1,Species,,['MPNS']
1053,151920-2,Mandevilla anceps,Mandevilla anceps,151920-2,Species,,['MPNS']
1054,151923-2,Mandevilla annulariifolia,Mandevilla annulariifolia,151923-2,Species,,['MPNS']
1055,79989-1,Mandevilla foliosa,Mandevilla foliosa,79989-1,Species,,['MPNS']
1056,151979-2,Mandevilla hirsuta,Mandevilla hirsuta,151979-2,Species,,['MPNS']
1057,151980-2,Mandevilla hypoleuca,Mandevilla hypoleuca,151980-2,Species,,['MPNS']
1058,151981-2,Mandevilla illustris,Mandevilla illustris,151981-2,Species,,['MPNS']
1059,151987-2,Mandevilla javitensis,Mandevilla javitensis,151987-2,Species,,['MPNS']
1060,151995-2,Mandevilla laxa,Mandevilla laxa,151995-2,Species,,['MPNS']
1061,152033-2,Mandevilla pentlandiana,Mandevilla pentlandiana,152033-2,Species,,['MPNS']
1062,152035-2,Mandevilla petraea,Mandevilla petraea,152035-2,Species,,['MPNS']
1063,280388-2,Mandevilla pohliana,Mandevilla pohliana,280388-2,Species,,['MPNS']
1064,152052-2,Mandevilla scabra,Mandevilla scabra,152052-2,Species,,['MPNS']
1065,80081-1,Mandevilla subcarnosa,Mandevilla subcarnosa,80081-1,Species,,['MPNS']
1066,152067-2,Mandevilla subsagittata,Mandevilla subsagittata,152067-2,Species,,['MPNS']
1067,152076-2,Mandevilla tenuifolia,Mandevilla tenuifolia,152076-2,Species,,['MPNS']
1068,152083-2,Mandevilla torosa,Mandevilla torosa,152083-2,Species,,['MPNS']
1069,755652-1,Manettia cordifolia,Manettia cordifolia,755652-1,Species,,['MPNS']
1070,755676-1,Manettia glandulosa,Manettia glandulosa,755676-1,Species,,['MPNS']
1071,152231-2,Manettia paraguariensis,Manettia paraguariensis,152231-2,Species,,['MPNS']
1072,755756-1,Manettia reclinata,Manettia reclinata,755756-1,Species,,['MPNS']
1073,99061-1,Margaretta rosea,Margaretta rosea,99061-1,Species,,['MPNS']
1074,99065-1,Marsdenia abyssinica,Marsdenia abyssinica,99065-1,Species,,['MPNS']
1075,99100-1,Marsdenia brunoniana,Marsdenia brunoniana,99100-1,Species,,['MPNS']
1076,99112-1,Marsdenia cavaleriei,Marsdenia cavaleriei,99112-1,Species,,['MPNS']
1077,99118-1,Marsdenia cordifolia,Marsdenia cordifolia,99118-1,Species,,['MPNS']
1078,99122-1,Marsdenia crinita,Marsdenia crinita,99122-1,Species,,['MPNS']
1079,99126-1,Marsdenia cundurango,Marsdenia cundurango,99126-1,Species,,['MPNS']
1080,77173453-1,Marsdenia cundurango subsp. cundurango,Marsdenia cundurango,99126-1,Subspecies,,['MPNS']
1081,99153-1,Marsdenia formosana,Marsdenia formosana,99153-1,Species,,['MPNS']
1082,99173-1,Marsdenia griffithii,Marsdenia griffithii,99173-1,Species,,['MPNS']
1083,99179-1,Marsdenia hamiltonii,Marsdenia hamiltonii,99179-1,Species,,['MPNS']
1084,987511-1,Marsdenia lactifera,Marsdenia lactifera,987511-1,Species,,['MPNS']
1085,99198-1,Marsdenia latifolia,Marsdenia latifolia,99198-1,Species,,"['MPNS', 'Manual']"
1086,99208-1,Marsdenia longipes,Marsdenia longipes,99208-1,Species,,['MPNS']
1087,99211-1,Marsdenia lucida,Marsdenia lucida,99211-1,Species,,['MPNS']
1088,99215-1,Marsdenia macrantha,Marsdenia macrantha,99215-1,Species,,['MPNS']
1089,99226-1,Marsdenia mexicana,Marsdenia mexicana,99226-1,Species,,['MPNS']
1090,99241-1,Marsdenia officinalis,Marsdenia officinalis,99241-1,Species,,['MPNS']
1091,99243-1,Marsdenia oreophila,Marsdenia oreophila,99243-1,Species,,['MPNS']
1092,153596-2,Marsdenia parvifolia,Marsdenia parvifolia,153596-2,Species,,['MPNS']
1093,99281-1,Marsdenia roylei,Marsdenia roylei,99281-1,Species,,['MPNS']
1094,99282-1,Marsdenia rubicunda,Marsdenia rubicunda,99282-1,Species,,['MPNS']
1095,99288-1,Marsdenia schimperi,Marsdenia schimperi,99288-1,Species,,['MPNS']
1096,99294-1,Marsdenia sinensis,Marsdenia sinensis,99294-1,Species,,['MPNS']
1097,99319-1,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,Species,,['MPNS']
1098,99325-1,Marsdenia tinctoria,Marsdenia tinctoria,99325-1,Species,,['MPNS']
1099,99327-1,Marsdenia tirunelvelica,Marsdenia tirunelvelica,99327-1,Species,,['MPNS']
1100,99328-1,Marsdenia tomentosa,Marsdenia tomentosa,99328-1,Species,,['MPNS']
1101,99332-1,Marsdenia truncata,Marsdenia truncata,99332-1,Species,,['MPNS']
1102,99366-1,Marsdenia zimapanica,Marsdenia zimapanica,99366-1,Species,,['MPNS']
1103,756020-1,Massularia acuminata,Massularia acuminata,756020-1,Species,,['MPNS']
1104,756021-1,Mastixiodendron flavidum,Mastixiodendron flavidum,756021-1,Species,,['MPNS']
1105,154492-2,Matelea biflora,Matelea biflora,154492-2,Species,,['MPNS']
1106,154515-2,Matelea crenata,Matelea crenata,154515-2,Species,,['MPNS']
1107,154520-2,Matelea cynanchoides,Matelea cynanchoides,154520-2,Species,,['MPNS']
1108,154568-2,Matelea nummularia,Matelea nummularia,154568-2,Species,,['MPNS']
1109,154583-2,Matelea pedunculata,Matelea pedunculata,154583-2,Species,,['MPNS']
1110,154604-2,Matelea reticulata,Matelea reticulata,154604-2,Species,,['MPNS']
1111,80183-1,Melodinus cochinchinensis,Melodinus cochinchinensis,80183-1,Species,,['MPNS']
1112,80201-1,Melodinus fusiformis,Melodinus fusiformis,80201-1,Species,,['MPNS']
1113,80239-1,Melodinus orientalis,Melodinus orientalis,80239-1,Species,,['MPNS']
1114,756200-1,Meyna laxiflora,Meyna laxiflora,756200-1,Species,,['MPNS']
1115,756204-1,Meyna pubescens,Meyna pubescens,756204-1,Species,,['MPNS']
1116,756205-1,Meyna spinosa,Meyna spinosa,756205-1,Species,,['MPNS']
1117,756206-1,Meyna tetraphylla,Meyna tetraphylla,756206-1,Species,,['MPNS']
1118,77169527-1,Meyna tetraphylla subsp. tetraphylla,Meyna tetraphylla,756206-1,Subspecies,,['MPNS']
1119,80325-1,Micrechites jacquetii,Micrechites jacquetii,80325-1,Species,,['MPNS']
1120,99778-1,Microloma sagittatum,Microloma sagittatum,99778-1,Species,,['MPNS']
1121,280970-2,Mitchella repens,Mitchella repens,280970-2,Species,,['MPNS']
1122,756235-1,Mitracarpus megapotamicus,Mitracarpus megapotamicus,756235-1,Species,,"['MPNS', 'Manual']"
1123,756293-1,Mitragyna diversifolia,Mitragyna diversifolia,756293-1,Species,,['MPNS']
1124,756294-1,Mitragyna hirsuta,Mitragyna hirsuta,756294-1,Species,,['MPNS']
1125,756296-1,Mitragyna inermis,Mitragyna inermis,756296-1,Species,,"['MPNS', 'Manual']"
1126,756298-1,Mitragyna ledermannii,Mitragyna ledermannii,756298-1,Species,,"['MPNS', 'Manual']"
1127,756300-1,Mitragyna parvifolia,Mitragyna parvifolia,756300-1,Species,,['MPNS']
1128,756301-1,Mitragyna rotundifolia,Mitragyna rotundifolia,756301-1,Species,,['MPNS']
1129,756302-1,Mitragyna rubrostipulata,Mitragyna rubrostipulata,756302-1,Species,,"['MPNS', 'Manual']"
1130,756303-1,Mitragyna speciosa,Mitragyna speciosa,756303-1,Species,,['MPNS']
1131,756304-1,Mitragyna stipulosa,Mitragyna stipulosa,756304-1,Species,,"['MPNS', 'Manual']"
1132,756305-1,Mitragyna tubulosa,Mitragyna tubulosa,756305-1,Species,,['MPNS']
1133,99811-1,Mondia ecornuta,Mondia ecornuta,99811-1,Species,,['MPNS']
1134,99812-1,Mondia whitei,Mondia whitei,99812-1,Species,,"['MPNS', 'Manual']"
1135,756319-1,Morelia senegalensis,Morelia senegalensis,756319-1,Species,,['MPNS']
1136,1009137-1,Morinda angustifolia,Morinda angustifolia,1009137-1,Species,,['MPNS']
1137,756345-1,Morinda bracteata,Morinda bracteata,756345-1,Species,,['MPNS']
1138,756356-1,Morinda chrysorhiza,Morinda chrysorhiza,756356-1,Species,,"['MPNS', 'Manual']"
1139,756359-1,Morinda citrifolia,Morinda citrifolia,756359-1,Species,,"['MPNS', 'Manual']"
1140,756364-1,Morinda coreia,Morinda coreia,756364-1,Species,,['MPNS']
1141,756371-1,Morinda elliptica,Morinda elliptica,756371-1,Species,,['MPNS']
1142,756416-1,Morinda longiflora,Morinda longiflora,756416-1,Species,,['MPNS']
1143,756419-1,Morinda lucida,Morinda lucida,756419-1,Species,,"['MPNS', 'Manual']"
1144,756428-1,Morinda morindoides,Morinda morindoides,756428-1,Species,,"['MPNS', 'Manual']"
1145,756446-1,Morinda panamensis,Morinda panamensis,756446-1,Species,,['MPNS']
1146,756451-1,Morinda persicifolia,Morinda persicifolia,756451-1,Species,,['MPNS']
1147,756470-1,Morinda royoc,Morinda royoc,756470-1,Species,,['MPNS']
1148,756499-1,Morinda titanophylla,Morinda titanophylla,756499-1,Species,,['MPNS']
1149,77158413-1,Motandra paniculata,Motandra paniculata,77158413-1,Species,,"['MPNS', 'Manual']"
1150,281069-2,Mucoa duckei,Mucoa duckei,281069-2,Species,,['MPNS']
1151,944189-1,Multidentia crassa,Multidentia crassa,944189-1,Species,,['MPNS']
1152,756534-1,Mussaenda afzelii,Mussaenda afzelii,756534-1,Species,,['MPNS']
1153,756541-1,Mussaenda anisophylla,Mussaenda anisophylla,756541-1,Species,,['MPNS']
1154,756546-1,Mussaenda arcuata,Mussaenda arcuata,756546-1,Species,,['MPNS']
1155,756565-1,Mussaenda cambodiana,Mussaenda cambodiana,756565-1,Species,,['MPNS']
1156,756592-1,Mussaenda cylindrocarpa,Mussaenda cylindrocarpa,756592-1,Species,,['MPNS']
1157,756594-1,Mussaenda dasyphylla,Mussaenda dasyphylla,756594-1,Species,,['MPNS']
1158,756604-1,Mussaenda divaricata,Mussaenda divaricata,756604-1,Species,,['MPNS']
1159,756609-1,Mussaenda elegans,Mussaenda elegans,756609-1,Species,,['MPNS']
1160,756611-1,Mussaenda elmeri,Mussaenda elmeri,756611-1,Species,,['MPNS']
1161,756617-1,Mussaenda erosa,Mussaenda erosa,756617-1,Species,,['MPNS']
1162,756618-1,Mussaenda erythrophylla,Mussaenda erythrophylla,756618-1,Species,,['MPNS']
1163,756621-1,Mussaenda ferruginea,Mussaenda ferruginea,756621-1,Species,,['MPNS']
1164,756632-1,Mussaenda frondosa,Mussaenda frondosa,756632-1,Species,,['MPNS']
1165,756643-1,Mussaenda glabra,Mussaenda glabra,756643-1,Species,,['MPNS']
1166,756644-1,Mussaenda glabrata,Mussaenda glabrata,756644-1,Species,,['MPNS']
1167,756648-1,Mussaenda grandiflora,Mussaenda grandiflora,756648-1,Species,,['MPNS']
1168,756652-1,Mussaenda hainanensis,Mussaenda hainanensis,756652-1,Species,,['MPNS']
1169,756659-1,Mussaenda hirsutissima,Mussaenda hirsutissima,756659-1,Species,,['MPNS']
1170,756674-1,Mussaenda isertiana,Mussaenda isertiana,756674-1,Species,,['MPNS']
1171,756700-1,Mussaenda laxa,Mussaenda laxa,756700-1,Species,,['MPNS']
1172,756701-1,Mussaenda laxiflora,Mussaenda laxiflora,756701-1,Species,,['MPNS']
1173,756718-1,Mussaenda macrophylla,Mussaenda macrophylla,756718-1,Species,,['MPNS']
1174,756742-1,Mussaenda nannanii,Mussaenda nannanii,756742-1,Species,,['MPNS']
1175,756770-1,Mussaenda philippica,Mussaenda philippica,756770-1,Species,,['MPNS']
1176,756781-1,Mussaenda pubescens,Mussaenda pubescens,756781-1,Species,,['MPNS']
1177,756788-1,Mussaenda raiateensis,Mussaenda raiateensis,756788-1,Species,,['MPNS']
1178,756798-1,Mussaenda roxburghii,Mussaenda roxburghii,756798-1,Species,,['MPNS']
1179,756804-1,Mussaenda rufinervia,Mussaenda rufinervia,756804-1,Species,,['MPNS']
1180,756807-1,Mussaenda sanderiana,Mussaenda sanderiana,756807-1,Species,,['MPNS']
1181,756817-1,Mussaenda shikokiana,Mussaenda shikokiana,756817-1,Species,,['MPNS']
1182,756834-1,Mussaenda tenuiflora,Mussaenda tenuiflora,756834-1,Species,,['MPNS']
1183,756839-1,Mussaenda theifera,Mussaenda theifera,756839-1,Species,,['MPNS']
1184,756849-1,Mussaenda tristigmatica,Mussaenda tristigmatica,756849-1,Species,,['MPNS']
1185,756863-1,Mussaenda villosa,Mussaenda villosa,756863-1,Species,,['MPNS']
1186,756872-1,Mussaendopsis beccariana,Mussaendopsis beccariana,756872-1,Species,,['MPNS']
1187,756896-1,Mycetia longifolia,Mycetia longifolia,756896-1,Species,,['MPNS']
1188,77147264-1,Mycetia nutans,Mycetia nutans,77147264-1,Species,,['MPNS']
1189,99829-1,Myriopteron extensum,Myriopteron extensum,99829-1,Species,,['MPNS']
1190,757002-1,Myrmecodia tuberosa,Myrmecodia tuberosa,757002-1,Species,,['MPNS']
1191,757009-1,Myrmeconauclea strigosa,Myrmeconauclea strigosa,757009-1,Species,,['MPNS']
1192,757089-1,Nauclea diderrichii,Nauclea diderrichii,757089-1,Species,,"['MPNS', 'Manual']"
1193,757144-1,Nauclea latifolia,Nauclea latifolia,757144-1,Species,,"['MPNS', 'Manual']"
1194,77078143-1,Nauclea officinalis,Nauclea officinalis,77078143-1,Species,,"['MPNS', 'Manual']"
1195,757181-1,Nauclea orientalis,Nauclea orientalis,757181-1,Species,,"['MPNS', 'Manual']"
1196,757209-1,Nauclea pobeguinii,Nauclea pobeguinii,757209-1,Species,,"['MPNS', 'Manual']"
1197,757259-1,Nauclea subdita,Nauclea subdita,757259-1,Species,,['MPNS']
1198,757283-1,Nauclea vanderguchtii,Nauclea vanderguchtii,757283-1,Species,,['MPNS']
1199,757296-1,Neanotis calycina,Neanotis calycina,757296-1,Species,,['MPNS']
1200,757298-1,Neanotis decipiens,Neanotis decipiens,757298-1,Species,,['MPNS']
1201,757301-1,Neanotis gracilis,Neanotis gracilis,757301-1,Species,,['MPNS']
1202,757302-1,Neanotis hirsuta,Neanotis hirsuta,757302-1,Species,,['MPNS']
1203,757304-1,Neanotis indica,Neanotis indica,757304-1,Species,,['MPNS']
1204,757305-1,Neanotis ingrata,Neanotis ingrata,757305-1,Species,,['MPNS']
1205,962359-1,Neanotis latifolia,Neanotis latifolia,962359-1,Species,,['MPNS']
1206,757317-1,Neanotis rheedei,Neanotis rheedei,757317-1,Species,,['MPNS']
1207,77119418-1,Neanotis subtilis,Neanotis subtilis,77119418-1,Species,,['MPNS']
1208,757324-1,Neanotis urophylla,Neanotis urophylla,757324-1,Species,,['MPNS']
1209,757325-1,Neanotis wightiana,Neanotis wightiana,757325-1,Species,,['MPNS']
1210,757341-1,Nenax microphylla,Nenax microphylla,757341-1,Species,,['MPNS']
1211,909127-1,Neohymenopogon parasiticus,Neohymenopogon parasiticus,909127-1,Species,,['MPNS']
1212,914296-1,Neolamarckia cadamba,Neolamarckia cadamba,914296-1,Species,,['MPNS']
1213,914297-1,Neolamarckia macrophylla,Neolamarckia macrophylla,914297-1,Species,,['MPNS']
1214,757384-1,Neonauclea calycina,Neonauclea calycina,757384-1,Species,,['MPNS']
1215,757386-1,Neonauclea celebica,Neonauclea celebica,757386-1,Species,,['MPNS']
1216,757394-1,Neonauclea excelsa,Neonauclea excelsa,757394-1,Species,,['MPNS']
1217,757398-1,Neonauclea forsteri,Neonauclea forsteri,757398-1,Species,,['MPNS']
1218,946772-1,Neonauclea glabra,Neonauclea glabra,946772-1,Species,,['MPNS']
1219,757410-1,Neonauclea lanceolata,Neonauclea lanceolata,757410-1,Species,,['MPNS']
1220,955339-1,Neonauclea lanceolata subsp. gracilis,Neonauclea lanceolata,757410-1,Subspecies,,['MPNS']
1221,60459147-2,Neonauclea purpurea,Neonauclea purpurea,60459147-2,Species,,['MPNS']
1222,757439-1,Neonauclea sessilifolia,Neonauclea sessilifolia,757439-1,Species,,['MPNS']
1223,80460-1,Nerium oleander,Nerium oleander,80460-1,Species,,"['MPNS', 'Manual']"
1224,169617-2,Nernstia mexicana,Nernstia mexicana,169617-2,Species,,['MPNS']
1225,77167975-1,Nertera granadensis var. granadensis,Nertera granadensis,757486-1,Variety,,['MPNS']
1226,757496-1,Nertera sinensis,Nertera sinensis,757496-1,Species,,['MPNS']
1227,757646-1,Nostolachma densiflora,Nostolachma densiflora,757646-1,Species,,['MPNS']
1228,170751-2,Notopleura uliginosa,Notopleura uliginosa,170751-2,Species,,['MPNS']
1229,757659-1,Ochreinauclea maingayi,Ochreinauclea maingayi,757659-1,Species,,['MPNS']
1230,757660-1,Ochreinauclea missionis,Ochreinauclea missionis,757660-1,Species,,['MPNS']
1231,80487-1,Ochrosia acuminata,Ochrosia acuminata,80487-1,Species,,['MPNS']
1232,80491-1,Ochrosia borbonica,Ochrosia borbonica,80491-1,Species,,['MPNS']
1233,80495-1,Ochrosia coccinea,Ochrosia coccinea,80495-1,Species,,['MPNS']
1234,80497-1,Ochrosia compta,Ochrosia compta,80497-1,Species,,['MPNS']
1235,80500-1,Ochrosia elliptica,Ochrosia elliptica,80500-1,Species,,['MPNS']
1236,80522-1,Ochrosia mariannensis,Ochrosia mariannensis,80522-1,Species,,['MPNS']
1237,80534-1,Ochrosia oppositifolia,Ochrosia oppositifolia,80534-1,Species,,['MPNS']
1238,80554-1,Ochrosia vitiensis,Ochrosia vitiensis,80554-1,Species,,['MPNS']
1239,757666-1,Octotropis travancorica,Octotropis travancorica,757666-1,Species,,['MPNS']
1240,1054185-2,Odontadenia nitida,Odontadenia nitida,1054185-2,Species,,['MPNS']
1241,291380-2,Odontadenia puncticulosa,Odontadenia puncticulosa,291380-2,Species,,['MPNS']
1242,77191232-1,Odontadenia semidigyna,Odontadenia semidigyna,77191232-1,Species,,['MPNS']
1243,757678-1,Oldenlandia affinis,Oldenlandia affinis,757678-1,Species,,['MPNS']
1244,77172232-1,Oldenlandia affinis subsp. affinis,Oldenlandia affinis,757678-1,Subspecies,,['MPNS']
1245,890423-1,Oldenlandia affinis subsp. fugax,Oldenlandia affinis,757678-1,Subspecies,,['MPNS']
1246,757750-1,Oldenlandia capensis,Oldenlandia capensis,757750-1,Species,,['MPNS']
1247,757791-1,Oldenlandia corymbosa,Oldenlandia corymbosa,757791-1,Species,,['MPNS']
1248,890424-1,Oldenlandia corymbosa var. caespitosa,Oldenlandia corymbosa,757791-1,Variety,,['MPNS']
1249,168648-3,Oldenlandia corymbosa var. corymbosa,Oldenlandia corymbosa,757791-1,Variety,,['MPNS']
1250,757854-1,Oldenlandia fraterna,Oldenlandia fraterna,757854-1,Species,,['MPNS']
1251,757892-1,Oldenlandia herbacea,Oldenlandia herbacea,757892-1,Species,,['MPNS']
1252,77172088-1,Oldenlandia herbacea var. herbacea,Oldenlandia herbacea,757892-1,Variety,,['MPNS']
1253,757922-1,Oldenlandia johnstonii,Oldenlandia johnstonii,757922-1,Species,,['MPNS']
1254,757942-1,Oldenlandia lancifolia,Oldenlandia lancifolia,757942-1,Species,,['MPNS']
1255,758010-1,Oldenlandia microtheca,Oldenlandia microtheca,758010-1,Species,,['MPNS']
1256,758052-1,Oldenlandia paniculata,Oldenlandia paniculata,758052-1,Species,,['MPNS']
1257,758102-1,Oldenlandia pumila,Oldenlandia pumila,758102-1,Species,,['MPNS']
1258,758120-1,Oldenlandia recurva,Oldenlandia recurva,758120-1,Species,,['MPNS']
1259,758203-1,Oldenlandia stricta,Oldenlandia stricta,758203-1,Species,,['MPNS']
1260,758254-1,Oldenlandia umbellata,Oldenlandia umbellata,758254-1,Species,,['MPNS']
1261,758274-1,Oldenlandia viscida,Oldenlandia viscida,758274-1,Species,,['MPNS']
1262,80624-1,Oncinotis glabrata,Oncinotis glabrata,80624-1,Species,,['MPNS']
1263,80635-1,Oncinotis nitida,Oncinotis nitida,80635-1,Species,,['MPNS']
1264,80641-1,Oncinotis tenuiloba,Oncinotis tenuiloba,80641-1,Species,,['MPNS']
1265,758395-1,Ophiorrhiza cantonensis,Ophiorrhiza cantonensis,758395-1,Species,,['MPNS']
1266,758401-1,Ophiorrhiza communis,Ophiorrhiza communis,758401-1,Species,,['MPNS']
1267,758426-1,Ophiorrhiza eriantha,Ophiorrhiza eriantha,758426-1,Species,,['MPNS']
1268,758435-1,Ophiorrhiza fasciculata,Ophiorrhiza fasciculata,758435-1,Species,,['MPNS']
1269,758465-1,Ophiorrhiza hirsutula,Ophiorrhiza hirsutula,758465-1,Species,,['MPNS']
1270,758479-1,Ophiorrhiza japonica,Ophiorrhiza japonica,758479-1,Species,,['MPNS']
1271,758497-1,Ophiorrhiza laxa,Ophiorrhiza laxa,758497-1,Species,,['MPNS']
1272,758498-1,Ophiorrhiza leptantha,Ophiorrhiza leptantha,758498-1,Species,,['MPNS']
1273,758527-1,Ophiorrhiza mungos,Ophiorrhiza mungos,758527-1,Species,,['MPNS']
1274,758538-1,Ophiorrhiza nicobarica,Ophiorrhiza nicobarica,758538-1,Species,,['MPNS']
1275,758539-1,Ophiorrhiza nutans,Ophiorrhiza nutans,758539-1,Species,,['MPNS']
1276,758544-1,Ophiorrhiza ochroleuca,Ophiorrhiza ochroleuca,758544-1,Species,,['MPNS']
1277,758559-1,Ophiorrhiza pauciflora,Ophiorrhiza pauciflora,758559-1,Species,,['MPNS']
1278,758562-1,Ophiorrhiza peploides,Ophiorrhiza peploides,758562-1,Species,,['MPNS']
1279,758576-1,Ophiorrhiza pumila,Ophiorrhiza pumila,758576-1,Species,,['MPNS']
1280,758581-1,Ophiorrhiza remotiflora,Ophiorrhiza remotiflora,758581-1,Species,,['MPNS']
1281,758602-1,Ophiorrhiza rugosa,Ophiorrhiza rugosa,758602-1,Species,,['MPNS']
1282,922429-1,Ophiorrhiza rugosa var. argentea,Ophiorrhiza rugosa,758602-1,Variety,,['MPNS']
1283,922428-1,Ophiorrhiza rugosa var. prostrata,Ophiorrhiza rugosa,758602-1,Variety,,['MPNS']
1284,758615-1,Ophiorrhiza singaporensis,Ophiorrhiza singaporensis,758615-1,Species,,['MPNS']
1285,758627-1,Ophiorrhiza subcapitata,Ophiorrhiza subcapitata,758627-1,Species,,['MPNS']
1286,758634-1,Ophiorrhiza succirubra,Ophiorrhiza succirubra,758634-1,Species,,['MPNS']
1287,758651-1,Ophiorrhiza treutleri,Ophiorrhiza treutleri,758651-1,Species,,['MPNS']
1288,20009807-1,Orbea carnosa subsp. keithii,Orbea carnosa,1019333-1,Subspecies,,['MPNS']
1289,1019339-1,Orbea decaisneana,Orbea decaisneana,1019339-1,Species,,['MPNS']
1290,1019343-1,Orbea dummeri,Orbea dummeri,1019343-1,Species,,['MPNS']
1291,1019346-1,Orbea gerstneri,Orbea gerstneri,1019346-1,Species,,['MPNS']
1292,1019357-1,Orbea lutea,Orbea lutea,1019357-1,Species,,['MPNS']
1293,99910-1,Orbea paradoxa,Orbea paradoxa,99910-1,Species,,['MPNS']
1294,1019362-1,Orbea rogersii,Orbea rogersii,1019362-1,Species,,['MPNS']
1295,99924-1,Orbea variegata,Orbea variegata,99924-1,Species,,['MPNS']
1296,99942-1,Orthanthera albida,Orthanthera albida,99942-1,Species,,['MPNS']
1297,99946-1,Orthanthera jasminiflora,Orthanthera jasminiflora,99946-1,Species,,['MPNS']
1298,99978-1,Orthosia virgata,Orthosia virgata,99978-1,Species,,['MPNS']
1299,758724-1,Otomeria cameronica,Otomeria cameronica,758724-1,Species,,['MPNS']
1300,758726-1,Otomeria elatior,Otomeria elatior,758726-1,Species,,['MPNS']
1301,758728-1,Otomeria guineensis,Otomeria guineensis,758728-1,Species,,['MPNS']
1302,758805-1,Oxyanthus racemosus,Oxyanthus racemosus,758805-1,Species,,['MPNS']
1303,758810-1,Oxyanthus schumannianus,Oxyanthus schumannianus,758810-1,Species,,['MPNS']
1304,758814-1,Oxyanthus speciosus,Oxyanthus speciosus,758814-1,Species,,"['MPNS', 'Manual']"
1305,758816-1,Oxyanthus subpunctatus,Oxyanthus subpunctatus,758816-1,Species,,['MPNS']
1306,758823-1,Oxyanthus tubiflorus,Oxyanthus tubiflorus,758823-1,Species,,['MPNS']
1307,758826-1,Oxyanthus unilocularis,Oxyanthus unilocularis,758826-1,Species,,['MPNS']
1308,912908-1,Oxyceros bispinosus,Oxyceros bispinosus,912908-1,Species,,['MPNS']
1309,758835-1,Oxyceros longiflorus,Oxyceros longiflorus,758835-1,Species,,['MPNS']
1310,912913-1,Oxyceros rugulosus,Oxyceros rugulosus,912913-1,Species,,['MPNS']
1311,100032-1,Oxypetalum coccineum,Oxypetalum coccineum,100032-1,Species,,['MPNS']
1312,60458242-2,Oxystelma esculentum,Oxystelma esculentum,60458242-2,Species,,['MPNS']
1313,100216-1,Pachycarpus appendiculatus,Pachycarpus appendiculatus,100216-1,Species,,['MPNS']
1314,100217-1,Pachycarpus asperifolius,Pachycarpus asperifolius,100217-1,Species,,['MPNS']
1315,100220-1,Pachycarpus concolor,Pachycarpus concolor,100220-1,Species,,['MPNS']
1316,70029342-1,Pachycarpus concolor subsp. rhinophyllus,Pachycarpus concolor,100220-1,Subspecies,,['MPNS']
1317,100234-1,Pachycarpus grandiflorus,Pachycarpus grandiflorus,100234-1,Species,,['MPNS']
1318,100241-1,Pachycarpus lineolatus,Pachycarpus lineolatus,100241-1,Species,,['MPNS']
1319,100247-1,Pachycarpus natalensis,Pachycarpus natalensis,100247-1,Species,,['MPNS']
1320,100253-1,Pachycarpus rigidus,Pachycarpus rigidus,100253-1,Species,,['MPNS']
1321,100256-1,Pachycarpus scaber,Pachycarpus scaber,100256-1,Species,,['MPNS']
1322,100257-1,Pachycarpus schinzianus,Pachycarpus schinzianus,100257-1,Species,,['MPNS']
1323,100260-1,Pachycarpus spurius,Pachycarpus spurius,100260-1,Species,,['MPNS']
1324,100266-1,Pachycarpus vexillaris,Pachycarpus vexillaris,100266-1,Species,,['MPNS']
1325,80697-1,Pachypodium densiflorum,Pachypodium densiflorum,80697-1,Species,,['MPNS']
