,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
1877,82280-1,Tabernaemontana peduncularis,Tabernaemontana peduncularis,82280-1,Species,,['MPNS']
1878,82282-1,Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,Species,,['MPNS']
1879,82285-1,Tabernaemontana persicariifolia,Tabernaemontana persicariifolia,82285-1,Species,,['MPNS']
1880,82297-1,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,Species,,['MPNS']
1881,77105798-1,Tabernaemontana robinsonii,Tabernaemontana robinsonii,77105798-1,Species,,['MPNS']
1882,82320-1,Tabernaemontana rostrata,Tabernaemontana rostrata,82320-1,Species,,['MPNS']
1883,20001045-1,Tabernaemontana siphilitica,Tabernaemontana siphilitica,20001045-1,Species,,"['MPNS', 'Manual']"
1884,82334-1,Tabernaemontana solanifolia,Tabernaemontana solanifolia,82334-1,Species,,['MPNS']
1885,82336-1,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,Species,,['MPNS']
1886,82342-1,Tabernaemontana stapfiana,Tabernaemontana stapfiana,82342-1,Species,,['MPNS']
1887,82346-1,Tabernaemontana stenosiphon,Tabernaemontana stenosiphon,82346-1,Species,,['MPNS']
1888,82362-1,Tabernaemontana thurstonii,Tabernaemontana thurstonii,82362-1,Species,,['MPNS']
1889,77105802-1,Tabernaemontana tomentosa,Tabernaemontana tomentosa,77105802-1,Species,,['MPNS']
1890,82371-1,Tabernaemontana undulata,Tabernaemontana undulata,82371-1,Species,,['MPNS']
1891,285821-2,Tabernaemontana vanheurckii,Tabernaemontana vanheurckii,285821-2,Species,,['MPNS']
1892,82377-1,Tabernaemontana ventricosa,Tabernaemontana ventricosa,82377-1,Species,,['MPNS']
1893,56090-1,Tabernanthe iboga,Tabernanthe iboga,56090-1,Species,,['MPNS']
1894,102071-1,Tacazzea apiculata,Tacazzea apiculata,102071-1,Species,,['MPNS']
1895,102075-1,Tacazzea conferta,Tacazzea conferta,102075-1,Species,,['MPNS']
1896,767328-1,Tamilnadia uliginosa,Tamilnadia uliginosa,767328-1,Species,,['MPNS']
1897,911533-1,Tarenna alpestris,Tarenna alpestris,911533-1,Species,,['MPNS']
1898,60434903-2,Tarenna asiatica,Tarenna asiatica,60434903-2,Species,,['MPNS']
1899,767407-1,Tarenna attenuata,Tarenna attenuata,767407-1,Species,,['MPNS']
1900,767489-1,Tarenna hoaensis,Tarenna hoaensis,767489-1,Species,,['MPNS']
1901,767496-1,Tarenna junodii,Tarenna junodii,767496-1,Species,,['MPNS']
1902,767517-1,Tarenna longifolia,Tarenna longifolia,767517-1,Species,,['MPNS']
1903,767531-1,Tarenna mollissima,Tarenna mollissima,767531-1,Species,,['MPNS']
1904,60455916-2,Tarenna monosperma,Tarenna monosperma,60455916-2,Species,,['MPNS']
1905,767552-1,Tarenna odorata,Tarenna odorata,767552-1,Species,,['MPNS']
1906,767565-1,Tarenna pavettoides,Tarenna pavettoides,767565-1,Species,,['MPNS']
1907,767580-1,Tarenna pulchra,Tarenna pulchra,767580-1,Species,,['MPNS']
1908,767592-1,Tarenna sambucina,Tarenna sambucina,767592-1,Species,,['MPNS']
1909,967089-1,Tarenna sambucina var. buruensis,Tarenna sambucina,767592-1,Variety,,['MPNS']
1910,767614-1,Tarenna thomasii,Tarenna thomasii,767614-1,Species,,['MPNS']
1911,911537-1,Tarenna weberifolia,Tarenna weberifolia,911537-1,Species,,['MPNS']
1912,767641-1,Tarennoidea wallichii,Tarennoidea wallichii,767641-1,Species,,['MPNS']
1913,102144-1,Tavaresia barklyi,Tavaresia barklyi,102144-1,Species,,['MPNS']
1914,102154-1,Telosma africana,Telosma africana,102154-1,Species,,['MPNS']
1915,102157-1,Telosma cordata,Telosma cordata,102157-1,Species,,['MPNS']
1916,102161-1,Telosma pallida,Telosma pallida,102161-1,Species,,['MPNS']
1917,102163-1,Telosma procumbens,Telosma procumbens,102163-1,Species,,['MPNS']
1918,82440-1,Thevetia ahouai,Thevetia ahouai,82440-1,Species,,['MPNS']
1919,767751-1,Timonius flavescens,Timonius flavescens,767751-1,Species,,['MPNS']
1920,767783-1,Timonius lasianthoides,Timonius lasianthoides,767783-1,Species,,['MPNS']
1921,767880-1,Timonius timon,Timonius timon,767880-1,Species,,['MPNS']
1922,77169220-1,Timonius timon var. timon,Timonius timon,767880-1,Variety,,['MPNS']
1923,77089823-1,Timonius uniflorus,Timonius uniflorus,77089823-1,Species,,['MPNS']
1924,254970-2,Tocoyena formosa,Tocoyena formosa,254970-2,Species,,['MPNS']
1925,254987-2,Tocoyena sprucei,Tocoyena sprucei,254987-2,Species,,['MPNS']
1926,102219-1,Toxocarpus kurzii,Toxocarpus kurzii,102219-1,Species,,['MPNS']
1927,102262-1,Toxocarpus villosus,Toxocarpus villosus,102262-1,Species,,['MPNS']
1928,102264-1,Toxocarpus wightianus,Toxocarpus wightianus,102264-1,Species,,['MPNS']
1929,82528-1,Trachelospermum asiaticum,Trachelospermum asiaticum,82528-1,Species,,"['MPNS', 'Manual']"
1930,82531-1,Trachelospermum axillare,Trachelospermum axillare,82531-1,Species,,['MPNS']
1931,82546-1,Trachelospermum dunnii,Trachelospermum dunnii,82546-1,Species,,['MPNS']
1932,82553-1,Trachelospermum jasminoides,Trachelospermum jasminoides,82553-1,Species,,['MPNS']
1933,82558-1,Trachelospermum lucidum,Trachelospermum lucidum,82558-1,Species,,['MPNS']
1934,767983-1,Tricalysia angolensis,Tricalysia angolensis,767983-1,Species,,['MPNS']
1935,768118-1,Tricalysia reticulata,Tricalysia reticulata,768118-1,Species,,['MPNS']
1936,768203-1,Uncaria acida,Uncaria acida,768203-1,Species,,['MPNS']
1937,768207-1,Uncaria africana,Uncaria africana,768207-1,Species,,['MPNS']
1938,890701-1,Uncaria africana subsp. angolensis,Uncaria africana,768207-1,Subspecies,,['MPNS']
1939,768214-1,Uncaria bernaysii,Uncaria bernaysii,768214-1,Species,,['MPNS']
1940,768220-1,Uncaria callophylla,Uncaria callophylla,768220-1,Species,,['MPNS']
1941,768226-1,Uncaria cordata,Uncaria cordata,768226-1,Species,,['MPNS']
1942,768231-1,Uncaria elliptica,Uncaria elliptica,768231-1,Species,,['MPNS']
1943,60458896-2,Uncaria gambir,Uncaria gambir,60458896-2,Species,,['MPNS']
1944,768250-1,Uncaria guianensis,Uncaria guianensis,768250-1,Species,,"['MPNS', 'Manual']"
1945,768253-1,Uncaria hirsuta,Uncaria hirsuta,768253-1,Species,,['MPNS']
1946,768254-1,Uncaria homomalla,Uncaria homomalla,768254-1,Species,,['MPNS']
1947,768270-1,Uncaria lanosa,Uncaria lanosa,768270-1,Species,,['MPNS']
1948,890714-1,Uncaria lanosa f. setiloba,Uncaria lanosa,768270-1,Form,,['MPNS']
1949,890707-1,Uncaria lanosa var. appendiculata,Uncaria lanosa,768270-1,Variety,,['MPNS']
1950,890708-1,Uncaria lanosa var. ferrea,Uncaria lanosa,768270-1,Variety,,['MPNS']
1951,890709-1,Uncaria lanosa var. glabrata,Uncaria lanosa,768270-1,Variety,,['MPNS']
1952,768273-1,Uncaria longiflora,Uncaria longiflora,768273-1,Species,,['MPNS']
1953,890717-1,Uncaria longiflora var. pteropoda,Uncaria longiflora,768273-1,Variety,,['MPNS']
1954,768275-1,Uncaria macrophylla,Uncaria macrophylla,768275-1,Species,,['MPNS']
1955,768297-1,Uncaria rhynchophylla,Uncaria rhynchophylla,768297-1,Species,,['MPNS']
1956,768311-1,Uncaria sessilifructus,Uncaria sessilifructus,768311-1,Species,,['MPNS']
1957,768314-1,Uncaria sinensis,Uncaria sinensis,768314-1,Species,,['MPNS']
1958,768320-1,Uncaria talbotii,Uncaria talbotii,768320-1,Species,,['MPNS']
1959,768322-1,Uncaria tomentosa,Uncaria tomentosa,768322-1,Species,,"['MPNS', 'Manual']"
1960,82585-1,Urceola brachysepala,Urceola brachysepala,82585-1,Species,,['MPNS']
1961,82586-1,Urceola elastica,Urceola elastica,82586-1,Species,,['MPNS']
1962,977795-1,Urceola huaitingii,Urceola huaitingii,977795-1,Species,,['MPNS']
1963,77186120-1,Urceola laevigata,Urceola laevigata,77186120-1,Species,,['MPNS']
1964,977796-1,Urceola micrantha,Urceola micrantha,977796-1,Species,,['MPNS']
1965,980056-1,Urceola minutiflora,Urceola minutiflora,980056-1,Species,,['MPNS']
1966,77186122-1,Urceola polyneura,Urceola polyneura,77186122-1,Species,,['MPNS']
1967,977797-1,Urceola quintaretii,Urceola quintaretii,977797-1,Species,,['MPNS']
1968,977799-1,Urceola rosea,Urceola rosea,977799-1,Species,,['MPNS']
1969,977798-1,Urceola tournieri,Urceola tournieri,977798-1,Species,,['MPNS']
1970,769430-1,Urophyllum arboreum,Urophyllum arboreum,769430-1,Species,,"['MPNS', 'Manual']"
1971,769484-1,Urophyllum glabrum,Urophyllum glabrum,769484-1,Species,,['MPNS']
1972,769490-1,Urophyllum griffithianum,Urophyllum griffithianum,769490-1,Species,,['MPNS']
1973,769495-1,Urophyllum hirsutum,Urophyllum hirsutum,769495-1,Species,,['MPNS']
1974,769590-1,Urophyllum villosum,Urophyllum villosum,769590-1,Species,,['MPNS']
1975,82646-1,Vallaris glabra,Vallaris glabra,82646-1,Species,,['MPNS']
1976,82649-1,Vallaris indecora,Vallaris indecora,82649-1,Species,,['MPNS']
1977,82660-1,Vallaris solanacea,Vallaris solanacea,82660-1,Species,,['MPNS']
1978,82668-1,Vallesia glabra,Vallesia glabra,82668-1,Species,,"['MPNS', 'Manual']"
1979,77067582-1,Vangueria agrestis,Vangueria agrestis,77067582-1,Species,,"['MPNS', 'Manual']"
1980,769845-1,Vangueria apiculata,Vangueria apiculata,769845-1,Species,,['MPNS']
1981,769721-1,Vangueria cyanescens,Vangueria cyanescens,769721-1,Species,,['MPNS']
1982,769733-1,Vangueria esculenta,Vangueria esculenta,769733-1,Species,,['MPNS']
1983,77177188-1,Vangueria ferruginea,Vangueria ferruginea,77177188-1,Species,,['MPNS']
1984,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species,,['MPNS']
1985,77169958-1,Vangueria infausta subsp. infausta,Vangueria infausta,769741-1,Subspecies,,"['MPNS', 'Manual']"
1986,920389-1,Vangueria infausta subsp. rotundata,Vangueria infausta,769741-1,Subspecies,,['MPNS']
1987,769749-1,Vangueria lasiantha,Vangueria lasiantha,769749-1,Species,,['MPNS']
1988,769752-1,Vangueria latifolia,Vangueria latifolia,769752-1,Species,,['MPNS']
1989,769765-1,Vangueria macrocalyx,Vangueria macrocalyx,769765-1,Species,,['MPNS']
1990,769766-1,Vangueria madagascariensis,Vangueria madagascariensis,769766-1,Species,,"['MPNS', 'Manual']"
1991,769785-1,Vangueria pygmaea,Vangueria pygmaea,769785-1,Species,,['MPNS']
1992,769814-1,Vangueria venosa,Vangueria venosa,769814-1,Species,,['MPNS']
1993,77176866-1,Vangueria vestita,Vangueria vestita,77176866-1,Species,,['MPNS']
1994,769855-1,Vangueria volkensii,Vangueria volkensii,769855-1,Species,,['MPNS']
1995,769828-1,Vangueriopsis lanciflora,Vangueriopsis lanciflora,769828-1,Species,,['MPNS']
1996,82683-1,Vinca difformis,Vinca difformis,82683-1,Species,,['MPNS']
1997,874374-1,Vinca difformis subsp. sardoa,Vinca difformis,82683-1,Subspecies,,['MPNS']
1998,82686-1,Vinca erecta,Vinca erecta,82686-1,Species,,['MPNS']
1999,82691-1,Vinca herbacea,Vinca herbacea,82691-1,Species,,['MPNS']
2000,82697-1,Vinca major,Vinca major,82697-1,Species,,"['MPNS', 'Manual']"
2001,82701-1,Vinca minor,Vinca minor,82701-1,Species,,['MPNS']
2002,102666-1,Vincetoxicum amplexicaule,Vincetoxicum amplexicaule,102666-1,Species,,['MPNS']
2003,77190186-1,Vincetoxicum arenicola,Vincetoxicum arenicola,77190186-1,Species,,['MPNS']
2004,102674-1,Vincetoxicum arnottianum,Vincetoxicum arnottianum,102674-1,Species,,['MPNS']
2005,77176914-1,Vincetoxicum ascyrifolium,Vincetoxicum ascyrifolium,77176914-1,Species,,['MPNS']
2006,60457664-2,Vincetoxicum atratum,Vincetoxicum atratum,60457664-2,Species,,"['MPNS', 'Manual']"
2007,102680-1,Vincetoxicum auriculatum,Vincetoxicum auriculatum,102680-1,Species,,['MPNS']
2008,102691-1,Vincetoxicum biglandulosum,Vincetoxicum biglandulosum,102691-1,Species,,['MPNS']
2009,77190195-1,Vincetoxicum brevipes,Vincetoxicum brevipes,77190195-1,Species,,['MPNS']
2010,77190199-1,Vincetoxicum cameroonicum,Vincetoxicum cameroonicum,77190199-1,Species,,['MPNS']
2011,102706-1,Vincetoxicum canescens,Vincetoxicum canescens,102706-1,Species,,['MPNS']
2012,946567-1,Vincetoxicum chekiangense,Vincetoxicum chekiangense,946567-1,Species,,['MPNS']
2013,102721-1,Vincetoxicum chinense,Vincetoxicum chinense,102721-1,Species,,['MPNS']
2014,102726-1,Vincetoxicum cissoides,Vincetoxicum cissoides,102726-1,Species,,['MPNS']
2015,77190206-1,Vincetoxicum confusum,Vincetoxicum confusum,77190206-1,Species,,['MPNS']
2016,102744-1,Vincetoxicum dalzellii,Vincetoxicum dalzellii,102744-1,Species,,['MPNS']
2017,102771-1,Vincetoxicum fasciculatum,Vincetoxicum fasciculatum,102771-1,Species,,['MPNS']
2018,77190219-1,Vincetoxicum flanaganii,Vincetoxicum flanaganii,77190219-1,Species,,['MPNS']
2019,102775-1,Vincetoxicum flexuosum,Vincetoxicum flexuosum,102775-1,Species,,['MPNS']
2020,77190222-1,Vincetoxicum flexuosum var. perrottetianum,Vincetoxicum flexuosum,102775-1,Variety,,['MPNS']
2021,77190221-1,Vincetoxicum flexuosum var. tenuis,Vincetoxicum flexuosum,102775-1,Variety,,['MPNS']
2022,102776-1,Vincetoxicum floribundum,Vincetoxicum floribundum,102776-1,Species,,['MPNS']
2023,946558-1,Vincetoxicum forrestii,Vincetoxicum forrestii,946558-1,Species,,['MPNS']
2024,946566-1,Vincetoxicum glaucescens,Vincetoxicum glaucescens,946566-1,Species,,['MPNS']
2025,102790-1,Vincetoxicum glaucum,Vincetoxicum glaucum,102790-1,Species,,['MPNS']
2026,102791-1,Vincetoxicum globiferum,Vincetoxicum globiferum,102791-1,Species,,['MPNS']
2027,102793-1,Vincetoxicum grandiflorum,Vincetoxicum grandiflorum,102793-1,Species,,['MPNS']
2028,77190238-1,Vincetoxicum henryi,Vincetoxicum henryi,77190238-1,Species,,['MPNS']
2029,102807-1,Vincetoxicum hirsutum,Vincetoxicum hirsutum,102807-1,Species,,['MPNS']
2030,102810-1,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,102810-1,Species,,['MPNS']
2031,77173520-1,Vincetoxicum hirundinaria subsp. hirundinaria,Vincetoxicum hirundinaria,102810-1,Subspecies,,['MPNS']
2032,102814-1,Vincetoxicum hybanthera,Vincetoxicum hybanthera,102814-1,Species,,['MPNS']
2033,102815-1,Vincetoxicum inamoenum,Vincetoxicum inamoenum,102815-1,Species,,['MPNS']
2034,77164260-1,Vincetoxicum indicum,Vincetoxicum indicum,77164260-1,Species,,['MPNS']
2035,77178930-1,Vincetoxicum indicum var. glabrum,Vincetoxicum indicum,77164260-1,Variety,,['MPNS']
2036,77172597-1,Vincetoxicum indicum var. indicum,Vincetoxicum indicum,77164260-1,Variety,,['MPNS']
2037,77178931-1,Vincetoxicum kerrii,Vincetoxicum kerrii,77178931-1,Species,,['MPNS']
2038,77190247-1,Vincetoxicum koi,Vincetoxicum koi,77190247-1,Species,,['MPNS']
2039,77190259-1,Vincetoxicum microcentrum,Vincetoxicum microcentrum,77190259-1,Species,,['MPNS']
2040,102881-1,Vincetoxicum mongolicum,Vincetoxicum mongolicum,102881-1,Species,,['MPNS']
2041,102886-1,Vincetoxicum mukdenense,Vincetoxicum mukdenense,102886-1,Species,,"['MPNS', 'Manual']"
2042,102934-1,Vincetoxicum polyanthum,Vincetoxicum polyanthum,102934-1,Species,,['MPNS']
2043,77190275-1,Vincetoxicum renchangii,Vincetoxicum renchangii,77190275-1,Species,,['MPNS']
2044,102962-1,Vincetoxicum rotundifolium,Vincetoxicum rotundifolium,102962-1,Species,,['MPNS']
2045,102983-1,Vincetoxicum sibiricum,Vincetoxicum sibiricum,102983-1,Species,,['MPNS']
2046,946571-1,Vincetoxicum spirale,Vincetoxicum spirale,946571-1,Species,,['MPNS']
2047,946561-1,Vincetoxicum stauntonii,Vincetoxicum stauntonii,946561-1,Species,,['MPNS']
2048,103004-1,Vincetoxicum sylvaticum,Vincetoxicum sylvaticum,103004-1,Species,,['MPNS']
2049,103034-1,Vincetoxicum versicolor,Vincetoxicum versicolor,103034-1,Species,,['MPNS']
2050,77190309-1,Vincetoxicum yunnanense,Vincetoxicum yunnanense,77190309-1,Species,,['MPNS']
2051,770274-1,Virectaria major,Virectaria major,770274-1,Species,,['MPNS']
2052,770275-1,Virectaria multiflora,Virectaria multiflora,770275-1,Species,,['MPNS']
2053,82719-1,Voacanga africana,Voacanga africana,82719-1,Species,,"['MPNS', 'Manual']"
2054,82725-1,Voacanga bracteata,Voacanga bracteata,82725-1,Species,,['MPNS']
2055,82727-1,Voacanga chalotiana,Voacanga chalotiana,82727-1,Species,,['MPNS']
2056,82734-1,Voacanga foetida,Voacanga foetida,82734-1,Species,,['MPNS']
2057,82738-1,Voacanga globosa,Voacanga globosa,82738-1,Species,,['MPNS']
2058,82740-1,Voacanga grandifolia,Voacanga grandifolia,82740-1,Species,,['MPNS']
2059,82760-1,Voacanga thouarsii,Voacanga thouarsii,82760-1,Species,,['MPNS']
2060,103061-1,Wattakaka volubilis,Wattakaka volubilis,103061-1,Species,,['MPNS']
2061,77173361-1,Wattakaka volubilis var. volubilis,Wattakaka volubilis,103061-1,Variety,,['MPNS']
2062,770426-1,Wendlandia bicuspidata,Wendlandia bicuspidata,770426-1,Species,,['MPNS']
2063,770452-1,Wendlandia glabrata,Wendlandia glabrata,770452-1,Species,,['MPNS']
2064,770458-1,Wendlandia heynei,Wendlandia heynei,770458-1,Species,,['MPNS']
2065,770490-1,Wendlandia paniculata,Wendlandia paniculata,770490-1,Species,,['MPNS']
2066,770492-1,Wendlandia pendula,Wendlandia pendula,770492-1,Species,,['MPNS']
2067,770499-1,Wendlandia puberula,Wendlandia puberula,770499-1,Species,,['MPNS']
2068,770520-1,Wendlandia thyrsoidea,Wendlandia thyrsoidea,770520-1,Species,,['MPNS']
2069,770521-1,Wendlandia tinctoria,Wendlandia tinctoria,770521-1,Species,,['MPNS']
2070,770525-1,Wendlandia uvariifolia,Wendlandia uvariifolia,770525-1,Species,,['MPNS']
2071,82767-1,Willughbeia angustifolia,Willughbeia angustifolia,82767-1,Species,,['MPNS']
2072,82779-1,Willughbeia coriacea,Willughbeia coriacea,82779-1,Species,,['MPNS']
2073,1009147-1,Willughbeia edulis,Willughbeia edulis,1009147-1,Species,,['MPNS']
2074,82794-1,Willughbeia grandiflora,Willughbeia grandiflora,82794-1,Species,,['MPNS']
2075,82814-1,Willughbeia tenuiflora,Willughbeia tenuiflora,82814-1,Species,,['MPNS']
2076,82830-1,Wrightia antidysenterica,Wrightia antidysenterica,82830-1,Species,,['MPNS']
2077,82831-1,Wrightia arborea,Wrightia arborea,82831-1,Species,,['MPNS']
2078,82841-1,Wrightia coccinea,Wrightia coccinea,82841-1,Species,,['MPNS']
2079,82845-1,Wrightia demartiniana,Wrightia demartiniana,82845-1,Species,,['MPNS']
2080,82847-1,Wrightia dubia,Wrightia dubia,82847-1,Species,,"['MPNS', 'Manual']"
2081,82858-1,Wrightia laevis,Wrightia laevis,82858-1,Species,,['MPNS']
2082,82868-1,Wrightia natalensis,Wrightia natalensis,82868-1,Species,,['MPNS']
2083,82875-1,Wrightia pubescens,Wrightia pubescens,82875-1,Species,,"['MPNS', 'Manual']"
2084,60452495-2,Wrightia pubescens subsp. laniti,Wrightia pubescens,82875-1,Subspecies,,['MPNS']
2085,150353-3,Wrightia pubescens subsp. pubescens,Wrightia pubescens,82875-1,Subspecies,,"['MPNS', 'Manual']"
2086,82877-1,Wrightia religiosa,Wrightia religiosa,82877-1,Species,,['MPNS']
2087,82890-1,Wrightia tinctoria,Wrightia tinctoria,82890-1,Species,,"['MPNS', 'Manual']"
2088,103114-1,Xysmalobium heudelotianum,Xysmalobium heudelotianum,103114-1,Species,,['MPNS']
2089,103117-1,Xysmalobium involucratum,Xysmalobium involucratum,103117-1,Species,,['MPNS']
2090,103129-1,Xysmalobium parviflorum,Xysmalobium parviflorum,103129-1,Species,,['MPNS']
2091,103155-1,Xysmalobium undulatum,Xysmalobium undulatum,103155-1,Species,,['MPNS']
2092,21933-2,Aspidosperma auriculatum,Aspidosperma auriculatum,21933-2,Species,,['Manual']
2093,77467-1,Aspidosperma tomentosum,Aspidosperma tomentosum,77467-1,Species,,['Manual']
2094,997252-1,Petchia erythrocarpa,Petchia erythrocarpa,997252-1,Species,,['Manual']
2095,82157-1,Tabernaemontana hystrix,Tabernaemontana hystrix,82157-1,Species,,['Manual']
2096,743370-1,Anthospermum emirnense,Anthospermum emirnense,743370-1,Species,,['Manual']
2097,745437-1,Canthium glaucum,Canthium glaucum,745437-1,Species,,['Manual']
2098,748127-1,Danais breviflora,Danais breviflora,748127-1,Species,,['Manual']
2099,748129-1,Danais cernua,Danais cernua,748129-1,Species,,['Manual']
2100,748175-1,Danais verticillata,Danais verticillata,748175-1,Species,,['Manual']
2101,749030-1,Fadogiella stigmatoloba,Fadogiella stigmatoloba,749030-1,Species,,['Manual']
2102,753556-1,Hymenodictyon louhavate,Hymenodictyon louhavate,753556-1,Species,,['Manual']
2103,931727-1,Pavetta lynesii,Pavetta lynesii,931727-1,Species,,['Manual']
2104,915400-1,Psydrax acutiflorus,Psydrax acutiflorus,915400-1,Species,,['Manual']
2105,944182-1,Pyrostria phyllanthoidea,Pyrostria phyllanthoidea,944182-1,Species,,['Manual']
2106,77086244-1,Rhodopentas parvifolia,Rhodopentas parvifolia,77086244-1,Species,,['Manual']
2107,765759-1,Rytigynia nigerica,Rytigynia nigerica,765759-1,Species,,['Manual']
2108,765761-1,Rytigynia obscura,Rytigynia obscura,765761-1,Species,,['Manual']
2109,766148-1,Schismatoclada concinna,Schismatoclada concinna,766148-1,Species,,['Manual']
2110,766134-1,Schismatoclada farahimpensis,Schismatoclada farahimpensis,766134-1,Species,,['Manual']
2111,766150-1,Schismatoclada viburnoides,Schismatoclada viburnoides,766150-1,Species,,['Manual']
2112,770432-1,Wendlandia burkillii,Wendlandia burkillii,770432-1,Species,,['Manual']
2113,546308-1,Gaertnera phanerophlebia,Gaertnera phanerophlebia,546308-1,Species,,['Manual']
2114,77074404-1,Hyperacanthus talangninia,Hyperacanthus talangninia,77074404-1,Species,,['Manual']
2115,761577-1,Psychotria bullata,Psychotria bullata,761577-1,Species,,['Manual']
