,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,CPCS_Snippet,UCANR_Snippet,CliniTox_Snippet,Compiled_Sources
560,200876-1,Cynara cardunculus,Cynara cardunculus,200876-1,Species,,,Cynara cardunculus L. ,['CliniTox']
561,202374-1,Echinacea pallida,Echinacea pallida,202374-1,Species,,,Echinacea pallida (Nutt.) Nutt. ,['CliniTox']
562,208720-1,Gazania rigens,Gazania rigens,208720-1,Species,,,Gazania rigens (L.) Gaertn. ,['CliniTox']
563,219256-2,Rhipsalis campos-portoana,Rhipsalis campos-portoana,219256-2,Species,,,"Erythrorhipsalis campos-portoana (Loefgr.) Volgin. ,Rhipsalis campos-portoana Loefgr. ",['CliniTox']
564,223725-2,Rudbeckia fulgida,Rudbeckia fulgida,223725-2,Species,,,Rudbeckia fulgida Aiton ,['CliniTox']
565,223740-2,Rudbeckia hirta,Rudbeckia hirta,223740-2,Species,,,Rudbeckia hirta L. ,['CliniTox']
566,227328-2,Sanchezia speciosa,Sanchezia speciosa,227328-2,Species,,,Sanchezia speciosa Leonard ,['CliniTox']
567,2294-2,Achillea millefolium,Achillea millefolium,2294-2,Species,,,Achillea millefolium aggr. ,['CliniTox']
568,229597-2,Schlumbergera truncata,Schlumbergera truncata,229597-2,Species,,,"Epiphyllum truncatum Haw. ,Schlumbergera truncata (Haw.) Moran ,Zygocactus truncatus (Haw.) K. Schum. ",['CliniTox']
569,2332-2,Achillea nobilis,Achillea nobilis,2332-2,Species,,,Achillea nobilis L. ,['CliniTox']
570,2352-2,Achimenes erecta,Achimenes erecta,2352-2,Species,,,"Achimenes coccinea (Scop.) Pers. ,Achimenes erecta (Lam.) H.P. Fuchs ",['CliniTox']
571,245468-2,Stevia rebaudiana,Stevia rebaudiana,245468-2,Species,,,"Eupatorium rebaudianum Bertoni ,Stevia rebaudiana (Bertoni) Bertoni ,Stevia rebaudiana (Bertoni) Hemsl. ",['CliniTox']
572,246948-2,Syagrus insignis,Syagrus insignis,246948-2,Species,,,Lytocaryum insigne (hort. ex Drude) Toledo ,['CliniTox']
573,246979-2,Syagrus weddelliana,Syagrus weddelliana,246979-2,Species,,,"Lytocaryum weddelianum (H. Wendl.) Toledo ,Microcoelum weddellianum (H. Wendl.) H. E. Moore ",['CliniTox']
574,260630-2,Urtica dioica,Urtica dioica,260630-2,Species,,,Urtica dioica L. ,['CliniTox']
575,262420-1,Larix decidua,Larix decidua,262420-1,Species,,,Larix decidua Mill. ,['CliniTox']
576,272194-1,Aeonium arboreum,Aeonium arboreum,272194-1,Species,,,"Aeonium arboreum (L.) Webb & Berthel. ,Sempervivum arboreum L. ",['CliniTox']
577,272293-1,Aichryson laxum,Aichryson laxum,272293-1,Species,,,Aichryson laxum (Haw.) Bramwell ,['CliniTox']
578,274039-1,Echeveria secunda,Echeveria secunda,274039-1,Species,,,"Echeveria glauca (Baker) E. Morren ,Echeveria secunda Booth ex Lindl. ",['CliniTox']
579,275022-1,Sedum album,Sedum album,275022-1,Species,,,Sedum album L. ,['CliniTox']
580,275301-1,Sedum dasyphyllum,Sedum dasyphyllum,275301-1,Species,,,Sedum dasyphyllum L. ,['CliniTox']
581,276056-1,Sedum sexangulare,Sedum sexangulare,276056-1,Species,,,"Sedum boloniense auct. ,Sedum mite Gilib. ,Sedum sexangulare L. ",['CliniTox']
582,277878-1,Anastatica hierochuntica,Anastatica hierochuntica,277878-1,Species,,,Anastatica hierochuntica L. ,['CliniTox']
583,290876-2,Nematanthus gregarius,Nematanthus gregarius,290876-2,Species,,,Nematanthus gregarius D.L. Denham ,['CliniTox']
584,295174-1,Betula pendula,Betula pendula,295174-1,Species,,,Betula pendula Roth ,['CliniTox']
585,295185-1,Betula pubescens,Betula pubescens,295185-1,Species,,,Betula pubescens Ehrh. ,['CliniTox']
586,295446-1,Corylus avellana,Corylus avellana,295446-1,Species,,,Corylus avellana L. ,['CliniTox']
587,30006039-2,Vaccinium myrtillus,Vaccinium myrtillus,30006039-2,Species,,,Vaccinium myrtillus L. ,['CliniTox']
588,30013429-2,Cystopteris fragilis,Cystopteris fragilis,30013429-2,Species,,,Cystopteris fragilis (L.) Bernh. ,['CliniTox']
589,30026217-2,Mentha arvensis,Mentha arvensis,30026217-2,Species,,,Mentha arvensis L. ,['CliniTox']
590,300467-2,Panax quinquefolius,Panax quinquefolius,300467-2,Species,,,"Panax quinquefolius L. ,Panax quinquefolius L. var. americanus Raf. ",['CliniTox']
591,30049896-2,Tradescantia zebrina,Tradescantia zebrina,30049896-2,Species,,,Tradescantia zebrina hort. ex Bosse ,['CliniTox']
592,30066276-2,Thymus serpyllum,Thymus serpyllum,30066276-2,Species,,,Thymus serpyllum aggr. ,['CliniTox']
593,301107-2,Salix cinerea,Salix cinerea,301107-2,Species,,,Salix cinerea L. ,['CliniTox']
594,301321-2,Salix purpurea,Salix purpurea,301321-2,Species,,,Salix purpurea L. ,['CliniTox']
595,30147822-2,Aster alpinus,Aster alpinus,30147822-2,Species,,,Aster alpinus L. ,['CliniTox']
596,30179739-2,Lotus corniculatus,Lotus corniculatus,30179739-2,Species,,,Lotus corniculatus L. ,['CliniTox']
597,303599-2,Salix caprea,Salix caprea,303599-2,Species,,,Salix caprea L. ,['CliniTox']
598,303729-1,Cyperus alternifolius,Cyperus alternifolius,303729-1,Species,,,Cyperus alternifolius L. ,['CliniTox']
599,303913-2,Actaea spicata,Actaea spicata,303913-2,Species,,,Actaea spicata L. ,['CliniTox']
600,316204-2,Actaea racemosa,Actaea racemosa,316204-2,Species,,,"Actaea racemosa L. ,Cimicifuga racemosa (L.) Nutt. ",['CliniTox']
601,316347-2,Amaranthus caudatus,Amaranthus caudatus,316347-2,Species,,,"Amaranthus caudatus L. ,Amaranthus dussii Sprenger ,Amaranthus edulis Speg. ,Amaranthus mantegazzianus Pass. ",['CliniTox']
602,316350-2,Celosia argentea,Celosia argentea,316350-2,Species,,,Celosia argentea L. ,['CliniTox']
603,316853-2,Cyrtochilum flexuosum,Cyrtochilum flexuosum,316853-2,Species,,,Oncidium flexuosum (Kunth) Lindl. ,['CliniTox']
604,319063-2,Agave americana,Agave americana,319063-2,Species,,,Agave americana L. ,['CliniTox']
605,319065-2,Allamanda cathartica,Allamanda cathartica,319065-2,Species,,,Allamanda cathartica L. ,['CliniTox']
606,320700-2,Cypripedium calceolus,Cypripedium calceolus,320700-2,Species,,,Cypripedium calceolus L. ,['CliniTox']
607,321949-2,Passiflora caerulea,Passiflora caerulea,321949-2,Species,,,Passiflora caerulea ,['CliniTox']
608,325010-2,Yucca gloriosa,Yucca gloriosa,325010-2,Species,,,Yucca gloriosa L. ,['CliniTox']
609,325777-2,Linaria vulgaris,Linaria vulgaris,325777-2,Species,,,Linaria vulgaris Mill. ,['CliniTox']
610,326360-2,Rhododendron hirsutum,Rhododendron hirsutum,326360-2,Species,,,Rhododendron hirsutum L. ,['CliniTox']
611,326619-2,Centaurium erythraea,Centaurium erythraea,326619-2,Species,,,Centaurium erythraea Rafn ,['CliniTox']
612,329249-2,Helianthus pauciflorus,Helianthus pauciflorus,329249-2,Species,,,Helianthus pauciflorus Nutt. ,['CliniTox']
613,329252-2,Helianthus tuberosus,Helianthus tuberosus,329252-2,Species,,,Helianthus tuberosus L. ,['CliniTox']
614,332109-2,Tilia platyphyllos,Tilia platyphyllos,332109-2,Species,,,Tilia platyphyllos Scop. ,['CliniTox']
615,332420-1,Rhododendron ferrugineum,Rhododendron ferrugineum,332420-1,Species,,,Rhododendron ferrugineum L. ,['CliniTox']
616,332634-1,Rhododendron × intermedium,Rhododendron × intermedium,332634-1,Species,,,Rhododendron x intermedium Tausch ,['CliniTox']
617,35444-2,Bougainvillea glabra,Bougainvillea glabra,35444-2,Species,,,"Bougainvillea glabra Choisy ,Bougainvillea spectabilis Willd. var. glabra (Choisy) Hook. ",['CliniTox']
618,368453-1,Gentiana lutea,Gentiana lutea,368453-1,Species,,,Gentiana lutea L. ,['CliniTox']
619,373138-1,Geranium himalayense,Geranium himalayense,373138-1,Species,,,Geranium grandiflorum Andrews ,['CliniTox']
620,374419-1,Impatiens walleriana,Impatiens walleriana,374419-1,Species,,,Impatiens walleriana Hook.f. ,['CliniTox']
621,376255-1,Pelargonium grandiflorum,Pelargonium grandiflorum,376255-1,Species,,,Pelargonium grandiflorum (Andrews) Willd. ,['CliniTox']
622,376728-1,Pelargonium peltatum,Pelargonium peltatum,376728-1,Species,,,"Geranium peltatum L. ,Pelargonium peltatum (L.) L'Her. ",['CliniTox']
623,377008-1,Pelargonium sidoides,Pelargonium sidoides,377008-1,Species,,,"Geranium sidaefolium Thunb. ,Pelargonium sidoides DC. ",['CliniTox']
624,377229-1,Pelargonium zonale,Pelargonium zonale,377229-1,Species,,,"Geranium zonale L. ,Pelargonium zonale (L.) L'Her. ",['CliniTox']
625,377844-1,Aeschynanthus radicans,Aeschynanthus radicans,377844-1,Species,,,Aeschynanthus radicans Jack ,['CliniTox']
626,380794-1,Episcia lilacina,Episcia lilacina,380794-1,Species,,,Episcia lilacina Hanst. ,['CliniTox']
627,382771-1,Sinningia × ornata,Sinningia × ornata,382771-1,Species,,,Sinningia x hybrida Voss ,['CliniTox']
628,430697-1,Hamamelis virginiana,Hamamelis virginiana,430697-1,Species,,,Hamamelis virginiana L. ,['CliniTox']
629,432789-1,Phacelia tanacetifolia,Phacelia tanacetifolia,432789-1,Species,,,Phacelia tanacetifolia Benth. ,['CliniTox']
630,442917-1,Juncus effusus,Juncus effusus,442917-1,Species,,,Juncus effusus L. ,['CliniTox']
631,448792-1,Lamium album,Lamium album,448792-1,Species,,,Lamium album L. ,['CliniTox']
632,448886-1,Lamium maculatum,Lamium maculatum,448886-1,Species,,,Lamium maculatum (L.) L. ,['CliniTox']
633,449168-1,Leonurus cardiaca,Leonurus cardiaca,449168-1,Species,,,Leonurus cardiaca L. ,['CliniTox']
634,449641-1,Lycopus europaeus,Lycopus europaeus,449641-1,Species,,,"Lycopus aquaticus Moench ,Lycopus europaeus L.s.l. ",['CliniTox']
635,450084-1,Melissa officinalis,Melissa officinalis,450084-1,Species,,,Melissa officinalis L. ,['CliniTox']
636,450192-1,Mentha aquatica,Mentha aquatica,450192-1,Species,,,Mentha aquatica L. ,['CliniTox']
637,450735-1,Mentha longifolia,Mentha longifolia,450735-1,Species,,,Mentha longifolia (L.) Huds. ,['CliniTox']
638,450969-1,Mentha × piperita,Mentha × piperita,450969-1,Species,,,Mentha x piperita L. ,['CliniTox']
639,451162-1,Mentha spicata,Mentha spicata,451162-1,Species,,,Mentha spicata L. ,['CliniTox']
640,453331-1,Origanum onites,Origanum onites,453331-1,Species,,,"Majorana onites (L.) Bentham ,Origanum onites L. ,Origanum smyrnaeum L. ",['CliniTox']
641,453395-1,Origanum vulgare,Origanum vulgare,453395-1,Species,,,Origanum vulgare L. ,['CliniTox']
642,454404-1,Plectranthus fruticosus,Plectranthus fruticosus,454404-1,Species,,,Plectranthus fruticosus L'Her. ,['CliniTox']
643,457138-1,Salvia rosmarinus,Salvia rosmarinus,457138-1,Species,,,Rosmarinus officinalis L. ,['CliniTox']
644,461765-1,Thymus vulgaris,Thymus vulgaris,461765-1,Species,,,Thymus vulgaris L. ,['CliniTox']
645,461798-1,Thymus zygis,Thymus zygis,461798-1,Species,,,Thymus zygis L. ,['CliniTox']
646,463752-1,Cinnamomum verum,Cinnamomum verum,463752-1,Species,,,Cinnamomum verum J. Presl ,['CliniTox']
647,47014-1,Crossandra infundibuliformis,Crossandra infundibuliformis,47014-1,Species,,,Crossandra infundibuliformis (L.) Nees ,['CliniTox']
648,496941-1,Glycyrrhiza glabra,Glycyrrhiza glabra,496941-1,Species,,,Glycyrrhiza glabra L. ,['CliniTox']
649,501820-1,Lathyrus linifolius,Lathyrus linifolius,501820-1,Species,,,"Lathyrus linifolius (Reichard) Bässler ,Lathyrus montanus Bernh. ",['CliniTox']
650,501954-1,Lathyrus pratensis,Lathyrus pratensis,501954-1,Species,,,Lathyrus pratensis L. ,['CliniTox']
651,502084-1,Lathyrus vernus,Lathyrus vernus,502084-1,Species,,,"Lathyrus vernus (L.) Bernh. s.l. ,Lathyrus vernus subsp. flaccidus Arcang. ,Lathyrus vernus subsp. gracilis (Gaudin) Arcang. ",['CliniTox']
652,50798-3,Grevillea robusta,Grevillea robusta,50798-3,Species,,,Grevillea robusta A. Cunn. ex R.Br. ,['CliniTox']
653,531229-1,Asparagus officinalis,Asparagus officinalis,531229-1,Species,,,"Asparagus caspius Hohen. ,Asparagus officinalis L. ,Asparagus polyphyllus Steven ex Ledeb. ",['CliniTox']
654,532792-1,Chlorophytum capense,Chlorophytum capense,532792-1,Species,,,Chlorophytum capense auct. ,['CliniTox']
655,533000-1,Chlorophytum orchidastrum,Chlorophytum orchidastrum,533000-1,Species,,,"Chlorophytum orchidastrum Lindl. ,Chlorophytum seretii De Wild. ",['CliniTox']
656,533073-1,Chlorophytum sparsiflorum,Chlorophytum sparsiflorum,533073-1,Species,,,Chlorophytum sparsiflorum Baker ,['CliniTox']
657,543700-1,Yucca gigantea,Yucca gigantea,543700-1,Species,,," nom. inval. ,Yucca elephantipes Regel,Yucca guatemalensis Baker ",['CliniTox']
658,54614-1,Ruellia strepens,Ruellia strepens,54614-1,Species,,,Ruellia strepens L. ,['CliniTox']
659,54890-1,Sanchezia oblonga,Sanchezia oblonga,54890-1,Species,,,Sanchezia nobilis hort. ,['CliniTox']
660,558872-1,Althaea officinalis,Althaea officinalis,558872-1,Species,,,Althaea officinalis L. ,['CliniTox']
661,560756-1,Hibiscus rosa-sinensis,Hibiscus rosa-sinensis,560756-1,Species,,,Hibiscus rosa-sinensis L. ,['CliniTox']
662,561521-1,Malva alcea,Malva alcea,561521-1,Species,,,Malva alcea L. ,['CliniTox']
663,561790-1,Malva moschata,Malva moschata,561790-1,Species,,,Malva moschata L. ,['CliniTox']
664,561795-1,Malva neglecta,Malva neglecta,561795-1,Species,,,Malva neglecta Wallr. ,['CliniTox']
665,561932-1,Malva sylvestris,Malva sylvestris,561932-1,Species,,,Malva sylvestris L. ,['CliniTox']
666,570289-1,Medinilla magnifica,Medinilla magnifica,570289-1,Species,,,Medinilla magnifica Lindl. ,['CliniTox']
667,575815-1,Sonerila maculata,Sonerila maculata,575815-1,Species,,,Sonerila maculata Roxb. ,['CliniTox']
668,592965-1,Eucalyptus globulus,Eucalyptus globulus,592965-1,Species,,,Eucalyptus globulus Labill. ,['CliniTox']
669,59600-2,Citrus × aurantium,Citrus × aurantium,59600-2,Species,,,"Citrus aurantium L. var. sinensis L. ,Citrus sinensis (L.) Osbeck ",['CliniTox']
670,604358-1,Bougainvillea spectabilis,Bougainvillea spectabilis,604358-1,Species,,,Bougainvillea spectabilis Willd. ,['CliniTox']
671,60454892-2,Selaginella helvetica,Selaginella helvetica,60454892-2,Species,,,"Lycopodium helveticum L. ,Selaginella helvetica (L.) Spring ",['CliniTox']
672,60457410-2,Potentilla erecta,Potentilla erecta,60457410-2,Species,,,Potentilla tormentilla Necker ,['CliniTox']
673,60457419-2,Larix kaempferi,Larix kaempferi,60457419-2,Species,,,"Larix kaempferi (Lamb.) Carriere ,Larix leptolepis (Siebold & Zucc.) Gordon ",['CliniTox']
674,60459270-2,Goeppertia crocata,Goeppertia crocata,60459270-2,Species,,,Calathea crocata E. Morren & Joriss. ,['CliniTox']
675,609662-1,Jasminum nudiflorum,Jasminum nudiflorum,609662-1,Species,,,Jasminum nudiflorum Lindl. ,['CliniTox']
676,609672-1,Jasminum officinale,Jasminum officinale,609672-1,Species,,,Jasminum officinale L. ,['CliniTox']
677,641859-1,Lycaste aromatica,Lycaste aromatica,641859-1,Species,,,Lycaste aromatica (Graham ex Hook.) Lindl. ,['CliniTox']
678,649729-1,Paphiopedilum callosum,Paphiopedilum callosum,649729-1,Species,,,Paphiopedilum callosum (Rchb. f.) Stein ,['CliniTox']
679,650501-1,Phalaenopsis amabilis,Phalaenopsis amabilis,650501-1,Species,,,Phalaenopsis amabilis (L.) Blume ,['CliniTox']
680,666160-1,Cocos nucifera,Cocos nucifera,666160-1,Species,,,Cocos nucifera L. ,['CliniTox']
681,667434-1,Howea forsteriana,Howea forsteriana,667434-1,Species,,,Howea forsteriana (C. Moore & F. Muell.) Becc. ,['CliniTox']
682,675096-1,Passiflora incarnata,Passiflora incarnata,675096-1,Species,,,"Granadilla incarnata Medik. ,Passiflora incarnata L. ,Passiflora kerii Spreng. ",['CliniTox']
683,675824-1,Harpagophytum procumbens,Harpagophytum procumbens,675824-1,Species,,,Harpagophytum procumbens DC. ,['CliniTox']
684,678021-1,Peperomia argyreia,Peperomia argyreia,678021-1,Species,,,"Peperomia argyreia (Miq.) E. Morren ,Peperomia sandersii ",['CliniTox']
685,678023-1,Peperomia arifolia,Peperomia arifolia,678023-1,Species,,,Peperomia arifolia var. argyreia Miq. ,['CliniTox']
686,678190-1,Peperomia caperata,Peperomia caperata,678190-1,Species,,,Peperomia caperata Yunck. ,['CliniTox']
687,679269-1,Peperomia obtusifolia,Peperomia obtusifolia,679269-1,Species,,,Peperomia obtusifolia (L.) A. Dietr. ,['CliniTox']
688,686555-1,Ceratostigma plumbaginoides,Ceratostigma plumbaginoides,686555-1,Species,,,Ceratostigma plumbaginoides Bunge ,['CliniTox']
689,686560-1,Ceratostigma willmottianum,Ceratostigma willmottianum,686560-1,Species,,,Ceratostigma willmottianum Stapf ,['CliniTox']
690,687056-1,Plumbago auriculata,Plumbago auriculata,687056-1,Species,,,"Plumbago auriculata Lam. ,Plumbago capensis Thunb. ",['CliniTox']
691,687068-1,Plumbago europaea,Plumbago europaea,687068-1,Species,,,Plumbago europaea L. ,['CliniTox']
692,702751-1,Primula veris,Primula veris,702751-1,Species,,,Primula veris L.s.l. ,['CliniTox']
693,703712-1,Grevillea banksii,Grevillea banksii,703712-1,Species,,,Grevillea banksii R.Br. ,['CliniTox']
694,704027-1,Grevillea rosmarinifolia,Grevillea rosmarinifolia,704027-1,Species,,,Grevillea rosmarinifolia A. Cunn. ,['CliniTox']
695,719950-1,Acaena buchananii,Acaena buchananii,719950-1,Species,,,Acaena buchananii Hook. f. ,['CliniTox']
696,720605-1,Alchemilla glaucescens,Alchemilla glaucescens,720605-1,Species,,,Alchemilla glaucescens Wallr. ,['CliniTox']
697,721079-1,Alchemilla vulgaris,Alchemilla vulgaris,721079-1,Species,,,Alchemilla vulgaris L. ,['CliniTox']
698,721091-1,Alchemilla xanthochlora,Alchemilla xanthochlora,721091-1,Species,,,Alchemilla xanthochlora aggr. ,['CliniTox']
699,723644-1,Crataegus laevigata,Crataegus laevigata,723644-1,Species,,,Crataegus laevigata (Poir.) DC. ,['CliniTox']
700,723820-1,Crataegus monogyna,Crataegus monogyna,723820-1,Species,,,Crataegus monogyna Jacq. ,['CliniTox']
701,724943-1,Filipendula ulmaria,Filipendula ulmaria,724943-1,Species,,,"Filipendula ulmaria (L.) Maxim. ,Spiraea ulmaria L. ",['CliniTox']
702,736933-1,Rubus fruticosus,Rubus fruticosus,736933-1,Species,,,Rubus fruticosus aggr. ,['CliniTox']
703,753844-1,Ixora coccinea,Ixora coccinea,753844-1,Species,,,Ixora coccinea L. ,['CliniTox']
704,75385-2,Cypripedium reginae,Cypripedium reginae,75385-2,Species,,,Cypripedium reginae Walter ,['CliniTox']
705,757486-1,Nertera granadensis,Nertera granadensis,757486-1,Species,,,"Gomozia granadensis Mutis ex L.f. ,Nertera granadensis (Mutis ex L.f.) Druce ",['CliniTox']
706,77102526-1,Gomesa flexuosa,Gomesa flexuosa,77102526-1,Species,,,Gomesa flexuosa (hort. Lodd.) M. W. Chase & N. H. Williams ,['CliniTox']
707,77111328-1,Chrysanthemum × morifolium,Chrysanthemum × morifolium,77111328-1,Species,,,"Chrysanthemum morifolium Ramat. ,Dendranthema x grandiflorum (Ramat.) Kitam. ,Dendranthema x morifolium (Ramat.) Tzvelev ",['CliniTox']
708,77130215-1,Callianthe picta,Callianthe picta,77130215-1,Species,,,"Abutilon pictum (Gillies ex Hook. & Arn.) Walp. ,Callianthe picta ,Sida picta Gillies ex Hook. & Arn. ",['CliniTox']
709,77130224-1,Callianthe striata,Callianthe striata,77130224-1,Species,,,"Abutilon striatum Dicks. ex Lindl. ,Callianthe striata (Dicks. ex Lindl.) Donnell ",['CliniTox']
710,77144221-1,Chrysojasminum fruticans,Chrysojasminum fruticans,77144221-1,Species,,,Jasminum fruticans L. ,['CliniTox']
711,77158954-1,Racinaea dyeriana,Racinaea dyeriana,77158954-1,Species,,,"Racinaea dyeriana (André) Barfuss & W.Till ,Tillandsia dyeriana André ",['CliniTox']
712,77158962-1,Wallisia cyanea,Wallisia cyanea,77158962-1,Species,,,"Tillandsia cyanea Linden ex K. Koch ,Tillandsia lindenii K.Koch ,Wallisia cyanea Barfuss & W.Till ",['CliniTox']
713,77167690-1,Betula pubescens var. pubescens,Betula pubescens,295185-1,Variety,,,Betula alba L. ,['CliniTox']
714,77167700-1,Betula pendula subsp. pendula,Betula pendula,295174-1,Subspecies,,,Betula verrucosa Ehrh. ,['CliniTox']
715,77167975-1,Nertera granadensis var. granadensis,Nertera granadensis,757486-1,Variety,,,Nertera depressa Banks & Sol. ex Gaertn. ,['CliniTox']
716,77169515-1,Ixora coccinea var. coccinea,Ixora coccinea,753844-1,Variety,,,"Ixora bandhuca Roxb. ,Ixora incarnata (Blume) DC. ,Ixora lutea Hutch. ",['CliniTox']
717,77169613-1,Larix decidua var. decidua,Larix decidua,262420-1,Variety,,,Larix europaea DC. ,['CliniTox']
718,77169971-1,Mentha longifolia subsp. longifolia,Mentha longifolia,450735-1,Subspecies,,,Mentha sylvestris L. ,['CliniTox']
719,77171344-1,Mentha spicata subsp. spicata,Mentha spicata,451162-1,Subspecies,,,Mentha viridis L. ,['CliniTox']
720,77172364-1,Jasminum nudiflorum f. nudiflorum,Jasminum nudiflorum,609662-1,Form,,,Jasminum sieboldianum Blume ,['CliniTox']
721,77172865-1,Ananas comosus var. comosus,Ananas comosus,12322-2,Variety,,," nom. nud. ,Ananas sativus Schult. & Schult. f. ,Ananas sativus var. duckei Camargo,Bromelia ananas L. ",['CliniTox']
722,77180272-1,Cynara cardunculus subsp. cardunculus,Cynara cardunculus,200876-1,Subspecies,,,Cynara scolymus L. ,['CliniTox']
723,77186168-1,Pteris cretica subsp. cretica,Pteris cretica,17211870-1,Subspecies,,,"Pteris nervosa Thunb. ,Pteris oligophylla Viv. ",['CliniTox']
724,77224999-1,Sedum dasyphyllum subsp. dasyphyllum,Sedum dasyphyllum,275301-1,Subspecies,,,Sedum glaucum Lam. ,['CliniTox']
725,77226650-1,Malva sylvestris var. sylvestris,Malva sylvestris,561932-1,Variety,,,Malva mauritiana L. (= Malva sylvestris supsp. mauritiana (L.) Boiss. ex Court) ,['CliniTox']
726,77231028-1,Hamamelis virginiana var. virginiana,Hamamelis virginiana,430697-1,Variety,,,Hamamelis macrophylla Pursh ,['CliniTox']
727,77231422-1,Filipendula ulmaria subsp. ulmaria,Filipendula ulmaria,724943-1,Subspecies,,,Ulmaria pentapetala Gilib. ,['CliniTox']
728,77231719-1,Potentilla recta subsp. recta,Potentilla recta,209483-2,Subspecies,,,Potentilla erecta (L.) Räuschel ,['CliniTox']
729,777425-1,Salix daphnoides,Salix daphnoides,777425-1,Species,,,Salix daphnoides Vill. ,['CliniTox']
730,777611-1,Salix × fragilis,Salix × fragilis,777611-1,Species,,,Salix fragilis L. ,['CliniTox']
731,779152-1,Salix viminalis,Salix viminalis,779152-1,Species,,,Salix viminalis L. ,['CliniTox']
732,781250-1,Acer campestre,Acer campestre,781250-1,Species,,,Acer campestre L. ,['CliniTox']
733,781424-1,Acer opalus,Acer opalus,781424-1,Species,,,Acer opalus Mill. ,['CliniTox']
734,781455-1,Acer platanoides,Acer platanoides,781455-1,Species,,,Acer platanoides L. ,['CliniTox']
735,782195-1,Cardiospermum corindum,Cardiospermum corindum,782195-1,Species,,,Cardiospermum corindum L. ,['CliniTox']
736,793205-1,Saxifraga androsacea,Saxifraga androsacea,793205-1,Species,,,Saxifraga androsacea L. ,['CliniTox']
737,796451-1,Curcuma longa,Curcuma longa,796451-1,Species,,,"Curcuma domestica Val. ,Curcuma longa L. ",['CliniTox']
738,796485-1,Curcuma zanthorrhiza,Curcuma zanthorrhiza,796485-1,Species,,,"Curcuma zanthorrhiza D. Dietr. ,Curcuma zanthorrhiza Roxb. ",['CliniTox']
739,798372-1,Zingiber officinale,Zingiber officinale,798372-1,Species,,,Zingiber officinale Roscoe ,['CliniTox']
740,811614-1,Veronica × andersonii,Veronica × andersonii,811614-1,Species,,,"Hebe andersonii (Lindl. & Paxton) Cockayne ,Veronica x andersonii Lindl. & Paxton ",['CliniTox']
741,822270-1,Brachychiton rupestris,Brachychiton rupestris,822270-1,Species,,,"Brachychiton rupestris (T. Mitch. ex Lindl.) K. Schum. ,Delabechea rupestris T. Mitch. ex Lindl. ",['CliniTox']
742,828548-1,Camellia sinensis,Camellia sinensis,828548-1,Species,,,"Camellia sinensis (L.) Kuntze ,Thea sinensis L. ",['CliniTox']
743,828636-1,Cleyera japonica,Cleyera japonica,828636-1,Species,,,Cleyera japonica Thunb. ,['CliniTox']
744,828738-1,Eurya japonica,Eurya japonica,828738-1,Species,,,Eurya japonica Thunb. ,['CliniTox']
745,835200-1,Sparrmannia africana,Sparrmannia africana,835200-1,Species,,,Sparrmannia africana L.f. ,['CliniTox']
746,835277-1,Tilia cordata,Tilia cordata,835277-1,Species,,,"Tilia cordata Mill. ,Tilia ulmifolia Scop. ",['CliniTox']
747,835306-1,Tilia × europaea,Tilia × europaea,835306-1,Species,,,"Tilia x europaea L. ,Tilia x vulgaris Hayne ",['CliniTox']
748,835608-1,Tilia tomentosa,Tilia tomentosa,835608-1,Species,,,"Tilia argentea Desf. ex DC. ,Tilia petiolaris DC. ,Tilia tomentosa Moench ",['CliniTox']
749,837969-1,Anthriscus sylvestris,Anthriscus sylvestris,837969-1,Species,,,"Anthriscus sylvestris (L.) Hoffm. ,Chaerefolium sylvestre Sch. & Th. ,Chaerophyllum sylvestre L. ",['CliniTox']
750,838067-1,Apium graveolens,Apium graveolens,838067-1,Species,,,Apium graveolens L. ,['CliniTox']
751,838717-1,Bifora radians,Bifora radians,838717-1,Species,,,Bifora radians ,['CliniTox']
752,839677-1,Carum carvi,Carum carvi,839677-1,Species,,,Carum carvi L. ,['CliniTox']
753,840142-1,Chaerophyllum aureum,Chaerophyllum aureum,840142-1,Species,,,Chaerophyllum aureum L. ,['CliniTox']
754,840760-1,Coriandrum sativum,Coriandrum sativum,840760-1,Species,,,Coriandrum sativum L. ,['CliniTox']
755,842680-1,Foeniculum vulgare,Foeniculum vulgare,842680-1,Species,,,"Foeniculum officinale All. ,Foeniculum vulgare Mill. ",['CliniTox']
756,846658-1,Pimpinella anisum,Pimpinella anisum,846658-1,Species,,,Pimpinella anisum L. ,['CliniTox']
757,8535-2,Allamanda nobilis,Allamanda nobilis,8535-2,Species,,,Allamanda nobilis T. Moore ,['CliniTox']
758,855664-1,Pilea peperomioides,Pilea peperomioides,855664-1,Species,,,Pilea peperomioides ,['CliniTox']
759,857987-1,Urtica urens,Urtica urens,857987-1,Species,,,Urtica urens L. ,['CliniTox']
760,860012-1,Valeriana officinalis,Valeriana officinalis,860012-1,Species,,,Valeriana officinalis aggr. ,['CliniTox']
761,862437-1,Clerodendrum thomsoniae,Clerodendrum thomsoniae,862437-1,Species,,,Clerodendrum thomsoniae Balf. ,['CliniTox']
762,865568-1,Vitex agnus-castus,Vitex agnus-castus,865568-1,Species,,,Vitex agnus-castus L. ,['CliniTox']
