,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
9560,438572-1,Iris ensata,Iris ensata,438572-1,Species,,,,Iris ensata,,,,,,,,['LITTOX']
9561,438598-1,Iris florentina,Iris florentina,438598-1,Species,,,,"Iris florentina,Iris x albicans",,,,,,,,['LITTOX']
9562,438637-1,Iris × germanica,Iris × germanica,438637-1,Species,,,,"Iris germanica,Iris x germanica",,,Iris germanica,,Iris x germanica,Iris germanica L.,,"['LITTOX', 'CPCS', 'USDA(Duke)', 'TPPT']"
9563,438663-1,Iris graminea,Iris graminea,438663-1,Species,,,,Iris graminea,,,,,,,,['LITTOX']
9564,438776-1,Iris laevigata,Iris laevigata,438776-1,Species,,,,Iris laevigata,,,,,,,,['LITTOX']
9565,438932-1,Iris orientalis,Iris orientalis,438932-1,Species,,,,"Iris ochroleuca,Iris orientalis,Iris x monnieri",,,,,,,,['LITTOX']
9566,438939-1,Iris pallida,Iris pallida,438939-1,Species,,,,Iris pallida,,,,,,,,['LITTOX']
9567,439030-1,Iris reticulata,Iris reticulata,439030-1,Species,,,,Iris reticulata,,,,,,,,['LITTOX']
9568,439087-1,Iris sibirica,Iris sibirica,439087-1,Species,,,,Iris sibirica,Iris sibirica,,,,,Iris sibirica L.,,"['LITTOX', 'en_wiki', 'TPPT']"
9569,439117-1,Iris spuria,Iris spuria,439117-1,Species,,,,Iris spuria,,,Iris spuria,,,,,"['LITTOX', 'CPCS']"
9570,439153-1,Iris susiana,Iris susiana,439153-1,Species,,,,Iris susiana,,,,,,,,['LITTOX']
9571,439218-1,Iris unguicularis,Iris unguicularis,439218-1,Species,,,,Iris unguicularis,,,,,,,,['LITTOX']
9572,439232-1,Iris verna,Iris verna,439232-1,Species,,,,Iris verna,,,,,,,,['LITTOX']
9573,439249-1,Iris virginica,Iris virginica,439249-1,Species,,,,"Iris caroliniana,Iris virginica",,,,,,,,['LITTOX']
9574,439272-1,Iris xiphium,Iris xiphium,439272-1,Species,,,,Iris xiphium,,,,,,,,['LITTOX']
9575,439837-1,Larentia linearis,Larentia linearis,439837-1,Species,,,,Alophia linearis,,,,,,,,['LITTOX']
9576,440062-1,Moraea bellendenii,Moraea bellendenii,440062-1,Species,,,,Moraea bellendenii,,,,,,,,['LITTOX']
9577,440114-1,Moraea elegans,Moraea elegans,440114-1,Species,,,,Homeria elegans,,,,,,,,['LITTOX']
9578,440133-1,Moraea fugax,Moraea fugax,440133-1,Species,,,,"Moraea edulis,Moraea edulis var.longifolia,Moraea fugax",,,,,,,,['LITTOX']
9579,440165-1,Moraea huttonii,Moraea huttonii,440165-1,Species,,,,"Moraea huttonii,Moraea rivularis",,,,,,,,['LITTOX']
9580,440270-1,Moraea setifolia,Moraea setifolia,440270-1,Species,,,,"Gynandriris setifolia,Moraea setacea,Moraea setifolia,Moraea xerospatha",,,,,,,,['LITTOX']
9581,440273-1,Moraea simulans,Moraea simulans,440273-1,Species,,,,Moraea simulans,,,,,,,,['LITTOX']
9582,440274-1,Moraea sisyrinchium,Moraea sisyrinchium,440274-1,Species,,,,Iris sisyrinchium,,,,,,,,['LITTOX']
9583,440278-1,Moraea spathulata,Moraea spathulata,440278-1,Species,,,,"Moraea spathacea,Moraea spathulata",,,,,,,,['LITTOX']
9584,440286-1,Moraea stricta,Moraea stricta,440286-1,Species,,,,"Moraea stricta,Moraea tellini,Moraea trita",,,,,,,,['LITTOX']
9585,440294-1,Moraea thomsonii,Moraea thomsonii,440294-1,Species,,,,Moraea thomsonii,,,,,,,,['LITTOX']
9586,440303-1,Moraea tripetala,Moraea tripetala,440303-1,Species,,,,Moraea tripetala,,,,,,,,['LITTOX']
9587,440319-1,Moraea vegeta,Moraea vegeta,440319-1,Species,,,,"Dietes vegeta,Moraea juncea,Moraea tristis,Moraea vegeta",,,,,,,,['LITTOX']
9588,440328-1,Moraea viscaria,Moraea viscaria,440328-1,Species,,,,Moraea viscaria,,,,,,,,['LITTOX']
9589,440687-1,Romulea bulbocodium,Romulea bulbocodium,440687-1,Species,,,,Romulea bulbocodium,,,,,,,,['LITTOX']
9590,440703-1,Romulea columnae,Romulea columnae,440703-1,Species,,,,Romulea parviflora,,,,,,,,['LITTOX']
9591,440712-1,Romulea cruciata,Romulea cruciata,440712-1,Species,,,,Ixia cruciata,,,,,,,,['LITTOX']
9592,440925-1,Sisyrinchium angustifolium,Sisyrinchium angustifolium,440925-1,Species,,,,Sisyrinchium angustifolium,,,,,,,,['LITTOX']
9593,440950-1,Sisyrinchium bermudiana,Sisyrinchium bermudiana,440950-1,Species,,,,"Sisyrinchium bermudiana,Sisyrinchium bermudianum",,,,,,,,['LITTOX']
9594,44114-2,Campsiandra laurifolia,Campsiandra laurifolia,44114-2,Species,,,,Campsiandra laurifolia,,,,,,,,['LITTOX']
9595,441553-1,Tigridia pavonia,Tigridia pavonia,441553-1,Species,,,,Tigridia pavonia,,,,,,,,['LITTOX']
9596,441640-1,Trimezia juncifolia,Trimezia juncifolia,441640-1,Species,,,,Trimezia juncifolia,,,,,,,,['LITTOX']
9597,442167-1,Carya illinoinensis,Carya illinoinensis,442167-1,Species,,,,Carya illinoinensis as 'pecan',,,,,,,,['LITTOX']
9598,442334-1,Juglans cinerea,Juglans cinerea,442334-1,Species,,,,Juglans cinerea,,,Juglans cinerea,,Juglans cinerea,,,"['LITTOX', 'CPCS', 'USDA(Duke)']"
9599,442391-1,Juglans microcarpa,Juglans microcarpa,442391-1,Species,,,,Juglans microcarpa,,,,,,,,['LITTOX']
9600,442427-1,Juglans regia,Juglans regia,442427-1,Species,,,,"Juglans regia,Juglans regia as 'walnut'",,,Juglans regia,,,Juglans regia L.,,"['LITTOX', 'CPCS', 'TPPT']"
9601,442506-1,Amphipterygium adstringens,Amphipterygium adstringens,442506-1,Species,,,,Amphipterygium adstringens,,,,,,,,['LITTOX']
9602,442945-1,Juncus exsertus,Juncus exsertus,442945-1,Species,,,,Juncus exsertus,,,,,,,,['LITTOX']
9603,443338-1,Juncus pauciflorus,Juncus pauciflorus,443338-1,Species,,,,Juncus pauciflorus,,,,,,,,['LITTOX']
9604,443350-1,Juncus phaeocephalus,Juncus phaeocephalus,443350-1,Species,,,,Juncus phaeocephalus,,,,,,,,['LITTOX']
9605,443381-1,Juncus prismatocarpus,Juncus prismatocarpus,443381-1,Species,,,,Juncus prismatocarpus,,,,,,,,['LITTOX']
9606,443396-1,Juncus pusillus,Juncus pusillus,443396-1,Species,,,,Juncus pusillus,,,,,,,,['LITTOX']
9607,443512-1,Juncus squarrosus,Juncus squarrosus,443512-1,Species,,,,Juncus squarrosus,,,,,,,,['LITTOX']
9608,44354-2,Canavalia nitida,Canavalia nitida,44354-2,Species,,,,Canavalia rusiosperma,,,,,,,,['LITTOX']
9609,443678-1,Lomandra longifolia,Lomandra longifolia,443678-1,Species,,,,"Lomandra longifolia,Xerotes longifolia",,,,,,,,['LITTOX']
9610,444045-1,Xanthorrhoea arborea,Xanthorrhoea arborea,444045-1,Species,,,,Xanthorrhoea arborea,,,,,,,,['LITTOX']
9611,444046-1,Xanthorrhoea australis,Xanthorrhoea australis,444046-1,Species,,,,Xanthorrhoea australis,,,,,,,,['LITTOX']
9612,444047-1,Xanthorrhoea bracteata,Xanthorrhoea bracteata,444047-1,Species,,,,Xanthorrhoea bracteata,,,,,,,,['LITTOX']
9613,444055-1,Xanthorrhoea media,Xanthorrhoea media,444055-1,Species,,,,"Xanthorrhoea media,Xanthorrhoea media hybrids,Xanthorrhoea media ssp. media",,,,,,,,['LITTOX']
9614,444056-1,Xanthorrhoea minor,Xanthorrhoea minor,444056-1,Species,,,,Xanthorrhoea minor,,,,,,,,['LITTOX']
9615,444061-1,Xanthorrhoea quadrangulata,Xanthorrhoea quadrangulata,444061-1,Species,,,,Xanthorrhoea quadrangulata,,,,,,,,['LITTOX']
9616,444062-1,Xanthorrhoea resinosa,Xanthorrhoea resinosa,444062-1,Species,,,,"Xanthorrhoea hastile,Xanthorrhoea resinosa,Xanthorrhoea resinosa ssp. resinosa",,,,,,,,['LITTOX']
9617,444066-1,Xanthorrhoea thorntonii,Xanthorrhoea thorntonii,444066-1,Species,,,,Xanthorrhoea thorntonii,,,,,,,,['LITTOX']
9618,444492-1,Agastache mexicana,Agastache mexicana,444492-1,Species,,,,Agastache mexicana,,,,,,,,['LITTOX']
9619,444504-1,Agastache rugosa,Agastache rugosa,444504-1,Species,,,,"Agastache rugosa,Lophanthus rugosus",,,,,,,,['LITTOX']
9620,444546-1,Ajuga chamaepitys,Ajuga chamaepitys,444546-1,Species,,,,Ajuga chamaepitys,,,,,,,,['LITTOX']
9621,444647-1,Ajuga parviflora,Ajuga parviflora,444647-1,Species,,,,Ajuga brachystemon Maxim.,,,,,,,,['LITTOX']
9622,444664-1,Ajuga reptans,Ajuga reptans,444664-1,Species,,,,Ajuga reptans,,,,,,,,['LITTOX']
9623,444976-1,Ballota nigra,Ballota nigra,444976-1,Species,,,,Ballota nigra,,,,,,,,['LITTOX']
9624,4451-1,Anchusa,nan,nan,Genus,,,,"Anchusa,Lycopsis",,,,,,,,['LITTOX']
9625,445133-1,Betonica officinalis,Betonica officinalis,445133-1,Species,,,,"Betonica officinalis,Stachys betonica,Stachys betonica subsp. balcanica,Stachys officinalis",,,,,,,,['LITTOX']
9626,445709-1,Clinopodium acinos,Clinopodium acinos,445709-1,Species,,,,"Acinos arvensis,Acinos thymoides,Calamintha acinos,Satureja acinos",,,,,,,,['LITTOX']
9627,445743-1,Clinopodium capitellatum,Clinopodium capitellatum,445743-1,Species,,,,Micromeria capitellata Benth.,,,,,,,,['LITTOX']
9628,445789-1,Clinopodium grandiflorum,Clinopodium grandiflorum,445789-1,Species,,,,"Melissa grandiflora,Satureja grandiflora",,,,,,,,['LITTOX']
9629,445790-1,Clinopodium graveolens,Clinopodium graveolens,445790-1,Species,,,,Calamintha graveolens,,,,,,,,['LITTOX']
9630,445833-1,Clinopodium nepeta,Clinopodium nepeta,445833-1,Species,,,,"Clinopodium nepeta,Melissa nepeta,Melissa parviflora,Satureja nepeta",,,,,,,,['LITTOX']
9631,445901-1,Coleus alpinus,Coleus alpinus,445901-1,Species,,,,"Coleus assurgens Bak.,Plectranthus alpinus (Vatke) O. Ryding,Plectranthus assurgens (Baker) J.K. Morton",,,,,,,,['LITTOX']
9632,445902-1,Coleus amboinicus,Coleus amboinicus,445902-1,Species,,,,"Coleus amboinicus,Coleus amboinicus Lour.,Coleus aromaticus,Coleus aromaticus Benth,Coleus aromaticus Benth.,Coleus crassifolius,Plectranthus amboinicus,Plectranthus amboinicus (Lour.) Spreng.",,,,,,,,['LITTOX']
9633,445907-1,Coleus arabicus,Coleus arabicus,445907-1,Species,,,,Plectranthus asirensis J.R.I. Wood,,,,,,,,['LITTOX']
9634,445923-1,Coleus bojeri,Coleus bojeri,445923-1,Species,,,,Plectranthus bojeri (Benth.) Hedge,,,,,,,,['LITTOX']
9635,445927-1,Coleus buchananii,Coleus buchananii,445927-1,Species,,,,Plectranthus buchananii,,,,,,,,['LITTOX']
9636,445934-1,Coleus caninus,Coleus caninus,445934-1,Species,,,,Plectranthus caninus Roth,,,,,,,,['LITTOX']
9637,445946-1,Coleus coeruleus,Coleus coeruleus,445946-1,Species,,,,Plectranthus coeruleus (Gürke) Agnew,,,,,,,,['LITTOX']
9638,445949-1,Coleus comosus,Coleus comosus,445949-1,Species,,,,"Coleus comosus A. Rich.,Plectranthus ornatus",,,,,,,,['LITTOX']
9639,445959-1,Coleus daviesii,Coleus daviesii,445959-1,Species,,,,Plectranthus daviesii,,,,,,,,['LITTOX']
9640,445963-1,Coleus decurrens,Coleus decurrens,445963-1,Species,,,,Plectranthus decurrens (Gürke) J.K. Morton,,,,,,,,['LITTOX']
9641,445968-1,Coleus dissitiflorus,Coleus dissitiflorus,445968-1,Species,,,,Plectranthus dissitiflorus (Gürke) J.K. Morton,,,,,,,,['LITTOX']
9642,445982-1,Coleus esculentus,Coleus esculentus,445982-1,Species,,,,"Coleus dazo A. Chev.,Coleus dazo A. Chiev.,Coleus esculentus (N.E.Br.) G. Tayl.,Coleus esculentus G. Tayl.,Coleus floribundus N.E.Br.,Plectranthus esculentus,Plectranthus esculentus N.E.Br.,Plectranthus floribundus,Plectranthus floribundus N.E.Br.",,,,,,,,['LITTOX']
9643,446029-1,Coleus igniarius,Coleus igniarius,446029-1,Species,,,,Plectranthus igniarius (Schweinf.) Agnew,,,,,,,,['LITTOX']
9644,446033-1,Coleus insolitus,Coleus insolitus,446033-1,Species,,,,Plectranthus insolitus,,,,,,,,['LITTOX']
9645,446042-1,Coleus kivuensis,Coleus kivuensis,446042-1,Species,,,,Plectranthus kivuensis (Lebrun & Touss.) R.H. Willemse,,,,,,,,['LITTOX']
9646,446046-1,Coleus lactiflorus,Coleus lactiflorus,446046-1,Species,,,,Plectranthus lactiflorus (Vatke) Agnew.,,,,,,,,['LITTOX']
9647,446049-1,Coleus lanuginosus,Coleus lanuginosus,446049-1,Species,,,,Plectranthus lanuginosus (Benth.) Agnew.,,,,,,,,['LITTOX']
9648,446051-1,Coleus lasianthus,Coleus lasianthus,446051-1,Species,,,,Plectranthus tetensis (Bak.) Agnew,,,,,,,,['LITTOX']
9649,446072-1,Coleus madagascariensis,Coleus madagascariensis,446072-1,Species,,,,Plectranthus hirtus Benth.,,,,,,,,['LITTOX']
9650,446074-1,Coleus malabaricus,Coleus malabaricus,446074-1,Species,,,,Coleus malabaricus,,,,,,,,['LITTOX']
9651,446076-1,Coleus mannii,Coleus mannii,446076-1,Species,,,,"Plectranthus occidentalis B.J. Pollard,Plectranthus sp. aff. Occidentalis,Solenostemon mannii (Hook. f.) Baker",,,,,,,,['LITTOX']
9652,446089-1,Coleus modestus,Coleus modestus,446089-1,Species,,,,Plectranthus modestum,,,,,,,,['LITTOX']
9653,446113-1,Coleus paniculatus,Coleus paniculatus,446113-1,Species,,,,Plectranthus glabratus,,,,,,,,['LITTOX']
9654,446145-1,Coleus rotundifolius,Coleus rotundifolius,446145-1,Species,,,,"Coleus dysentericus Bak.,Coleus parviflorus,Coleus parviflorus Benth.,Coleus rotundifolius,Coleus rotundifolius (Poir.) A. Chev. & E. Perrot.,Plectranthus rotundifolius (Poir.) Spreng.,Plectranthus tuberosus Blume,Solenostemon rotundifolius,Solenostemon rotundifolius (Poir.) J.K. Morton",,,,,,,,['LITTOX']
9655,446165-1,Coleus scutellarioides,Coleus scutellarioides,446165-1,Species,,,,"Coleus blumei,Coleus hybridus,Coleus pumilus,Coleus scutellarioides,Plectranthus aromaticus Roxb.,Plectranthus scutellarioides,Solenostemon scutellarioides",,,,,,,,['LITTOX']
9656,446167-1,Coleus seretii,Coleus seretii,446167-1,Species,,,,Plectranthus sereti,,,,,,,,['LITTOX']
9657,446178-1,Coleus stachyoides,Coleus stachyoides,446178-1,Species,,,,Plectranthus stachyoides Oliv.,,,,,,,,['LITTOX']
9658,446184-1,Coleus succulentus,Coleus succulentus,446184-1,Species,,,,Plectranthus pseudomarrubioides Willemse,,,,,,,,['LITTOX']
9659,446194-1,Coleus thyrsoideus,Coleus thyrsoideus,446194-1,Species,,,,Coleus thyrsoideus,,,,,,,,['LITTOX']
9660,446204-1,Coleus urticifolius,Coleus urticifolius,446204-1,Species,,,,Plectranthus beddomei Raiz.,,,,,,,,['LITTOX']
9661,446211-1,Coleus vettiveroides,Coleus vettiveroides,446211-1,Species,,,,"Coleus vettiveroides K.C. Jacob,Coleus vettiveroides K.C. Jacob.,Plectranthus vettiveroides (K.C. Jacob) H.I. Maass",,,,,,,,['LITTOX']
9662,4463-1,Arnebia,nan,nan,Genus,,,,"Arnebia,Macrotomia",,,,,,,,['LITTOX']
9663,446464-1,Dracocephalum moldavica,Dracocephalum moldavica,446464-1,Species,,,,Dracocephalum moldavica,,,,,,,,['LITTOX']
9664,446645-1,Elsholtzia fruticosa,Elsholtzia fruticosa,446645-1,Species,,,,"Elsholtzia fruticosa (D. Don) Rehder.,Elsholtzia polystachya D. Don,Perilla fruticosa D. Don",,,,,,,,['LITTOX']
9665,446697-1,Elsholtzia stauntonii,Elsholtzia stauntonii,446697-1,Species,,,,Elsholtzia stauntonii,,,,,,,,['LITTOX']
9666,4467-1,Asperugo,nan,nan,Genus,,,,Asperugo,,,,,,,,['LITTOX']
9667,446700-1,Elsholtzia strobilifera,Elsholtzia strobilifera,446700-1,Species,,,,"Cyclostegia strobilifera Benth.,Elsholtzia strobilifera (Benth.) Benth.",,,,,,,,['LITTOX']
9668,446949-1,Eurysolen gracilis,Eurysolen gracilis,446949-1,Species,,,,Eurysolen gracilis,,,,,,,,['LITTOX']
9669,447136-1,Galeopsis tetrahit,Galeopsis tetrahit,447136-1,Species,,,,Galeopsis tetrahit,,,,,,,,['LITTOX']
9670,447602-1,Hedeoma acinoides,Hedeoma acinoides,447602-1,Species,,,,Hedeoma acinoides,,,,,,,,['LITTOX']
9671,447623-1,Hedeoma dentata,Hedeoma dentata,447623-1,Species,,,,Hedeoma dentata,,,,,,,,['LITTOX']
9672,447625-1,Hedeoma diffusa,Hedeoma diffusa,447625-1,Species,,,,Hedeoma diffusa,,,,,,,,['LITTOX']
9673,447626-1,Hedeoma drummondii,Hedeoma drummondii,447626-1,Species,,,,Hedeoma drummondii,,,,,,,,['LITTOX']
9674,447654-1,Hedeoma mollis,Hedeoma mollis,447654-1,Species,,,,Hedeoma mollis,,,,,,,,['LITTOX']
9675,447668-1,Hedeoma pilosa,Hedeoma pilosa,447668-1,Species,,,,Hedeoma pilosa,,,,,,,,['LITTOX']
9676,447675-1,Hedeoma pulcherrima,Hedeoma pulcherrima,447675-1,Species,,,,Hedeoma pulcherrima,,,,,,,,['LITTOX']
9677,447676-1,Hedeoma pulegioides,Hedeoma pulegioides,447676-1,Species,,,,"Hedeoma pulegioides,Hedeoma pulegioides as 'pennyroyal',Hedeoma pulegioides as 'pennyroyale'",,,,,Hedeoma pulegioides,,,"['LITTOX', 'USDA(Duke)']"
9678,447696-1,Hedeoma todsenii,Hedeoma todsenii,447696-1,Species,,,,Hedeoma todsenii,,,,,,,,['LITTOX']
9679,4480-1,Borago,nan,nan,Genus,,,,Borago,,,,,,,,['LITTOX']
9680,448611-1,Isodon rugosus,Isodon rugosus,448611-1,Species,,,,"Plectranthus rugosus,Plectranthus rugosus Wall. Ex Benth.",,,,,,,,['LITTOX']
9681,448615-1,Isodon shikokianus,Isodon shikokianus,448615-1,Species,,,,Isodon shikokianus,,,,,,,,['LITTOX']
9682,448620-1,Isodon ternifolius,Isodon ternifolius,448620-1,Species,,,,Plectranthus ternifolius,,,,,,,,['LITTOX']
9683,448735-1,Lagochilus inebrians,Lagochilus inebrians,448735-1,Species,,,,Lagochilus inebrians,,,,,,,,['LITTOX']
9684,448792-1,Lamium album,Lamium album,448792-1,Species,,,,Lamium album L.,,,,,,,,['LITTOX']
9685,448886-1,Lamium maculatum,Lamium maculatum,448886-1,Species,,,,Lamium maculatum,,,,,,,,['LITTOX']
9686,449008-1,Lavandula angustifolia,Lavandula angustifolia,449008-1,Species,,,,Lavandula angustifolia,,,,,,Lavandula angustifolia Mill.,,"['LITTOX', 'TPPT']"
9687,449017-1,Lavandula bipinnata,Lavandula bipinnata,449017-1,Species,,,,Lavandula burmanni,,,,,,,,['LITTOX']
9688,449023-1,Lavandula canariensis,Lavandula canariensis,449023-1,Species,,,,Lavandula canariensis,,,,,,,,['LITTOX']
9689,449031-1,Lavandula dentata,Lavandula dentata,449031-1,Species,,,,Lavandula dentata,,,,,,,,['LITTOX']
9690,449048-1,Lavandula × intermedia,Lavandula × intermedia,449048-1,Species,,,,Lavandula x intermedia,,,,,,,,['LITTOX']
9691,449050-1,Lavandula lanata,Lavandula lanata,449050-1,Species,,,,Lavandula lanata,,,,,,,,['LITTOX']
9692,449051-1,Lavandula latifolia,Lavandula latifolia,449051-1,Species,,,,"Lavandula angustifolia x Lavandula latifolia,Lavandula latifolia,Lavandula spica",,,,,,,,['LITTOX']
9693,449073-1,Lavandula pinnata,Lavandula pinnata,449073-1,Species,,,,Lavandula pinnata,,,,,,,,['LITTOX']
9694,449077-1,Lavandula pubescens,Lavandula pubescens,449077-1,Species,,,,Lavandula pubescens,,,,,,,,['LITTOX']
9695,449089-1,Lavandula stoechas,Lavandula stoechas,449089-1,Species,,,,Lavandula stoechas,,,,,,,,['LITTOX']
9696,449098-1,Lavandula viridis,Lavandula viridis,449098-1,Species,,,,Lavandula viridis,,,,,,,,['LITTOX']
9697,449133-1,Leonotis leonurus,Leonotis leonurus,449133-1,Species,,,,Leonotis leonurus,,,,,,,,['LITTOX']
9698,449168-1,Leonurus cardiaca,Leonurus cardiaca,449168-1,Species,,,,Leonurus cardiaca,,,,,,,,['LITTOX']
9699,449195-1,Leonurus japonicus,Leonurus japonicus,449195-1,Species,,,,"Leonurus heterophyllus,Leonurus japonicus",,,,,,,,['LITTOX']
9700,44920-1,Acanthus spinosus,Acanthus spinosus,44920-1,Species,,,,Acanthus spinosus,,,,,,,,['LITTOX']
9701,449232-1,Leonurus sibiricus,Leonurus sibiricus,449232-1,Species,,,,Leonurus sibiricus,,,,,,,,['LITTOX']
9702,449314-1,Leucas aspera,Leucas aspera,449314-1,Species,,,,Leucas aspera,,,,,,,,['LITTOX']
9703,449332-1,Leucas cephalotes,Leucas cephalotes,449332-1,Species,,,,"Leucas cephalotes,Leucas cephalotes (Roth) Spreng.,Phlomis cephalotes Roth",,,,,,,,['LITTOX']
9704,449372-1,Leucas grandis,Leucas grandis,449372-1,Species,,,,Leucas mollissima Wall. ex Benth.,,,,,,,,['LITTOX']
9705,449404-1,Leucas lanata,Leucas lanata,449404-1,Species,,,,Leucas lanata Benth.,,,,,,,,['LITTOX']
9706,449408-1,Leucas lavandulifolia,Leucas lavandulifolia,449408-1,Species,,,,"Leonurus indicus L.,Leucas lavandulifolia J. E. Smith,Leucas linifolia (Roth.) Spreng,Phlomis linifolia Roth",,,,,,,,['LITTOX']
9707,449453-1,Leucas nyassae,Leucas nyassae,449453-1,Species,,,,Leucas nyassae,,,,,,,,['LITTOX']
9708,449641-1,Lycopus europaeus,Lycopus europaeus,449641-1,Species,,,,Lycopus europaeus,,,,,,,,['LITTOX']
9709,449692-1,Lycopus virginicus,Lycopus virginicus,449692-1,Species,,,,Lycopus virginicus,,,,,,,,['LITTOX']
9710,449832-1,Marrubium alysson,Marrubium alysson,449832-1,Species,,,,Marrubium alysson,,,,,,,,['LITTOX']
9711,449990-1,Marrubium vulgare,Marrubium vulgare,449990-1,Species,,,,Marrubium vulgare,,,,,,Marrubium vulgare L.,,"['LITTOX', 'TPPT']"
9712,449997-1,Marsypianthes chamaedrys,Marsypianthes chamaedrys,449997-1,Species,,,,Marsypianthes chamaedrys,,,,,,,,['LITTOX']
9713,450084-1,Melissa officinalis,Melissa officinalis,450084-1,Species,,,,"Melissa officinalis,Mellisa officinalis",,,,,,,,['LITTOX']
9714,4501-1,Caccinia,nan,nan,Genus,,,,Caccinia,,,,,,,,['LITTOX']
9715,450128-1,Melittis melissophyllum,Melittis melissophyllum,450128-1,Species,,,,Melittis melissophyllum,,,,,,Melittis melissophyllum L.,,"['LITTOX', 'TPPT']"
9716,450192-1,Mentha aquatica,Mentha aquatica,450192-1,Species,,,,"Mentha adspersa,Mentha aquatica,Mentha aquatica subsp. citrata,Mentha aquatica var. citrata,Mentha citrata",,,,,Mentha aquatica,Mentha aquatica L.,,"['LITTOX', 'USDA(Duke)', 'TPPT']"
9717,450311-1,Mentha canadensis,Mentha canadensis,450311-1,Species,,,,"Mentha arvensis subsp. canadensis,Mentha arvensis subsp. haplocalyx,Mentha canadensis",,,,,,,,['LITTOX']
9718,450417-1,Mentha diemenica,Mentha diemenica,450417-1,Species,,,,Mentha gracilis,,,,,,,,['LITTOX']
9719,450553-1,Mentha × gracilis,Mentha × gracilis,450553-1,Species,,,,Mentha cardiaca,,,,,,,,['LITTOX']
9720,450777-1,Mentha micrantha,Mentha micrantha,450777-1,Species,,,,Mentha micrantha,,,,,,,,['LITTOX']
9721,450969-1,Mentha × piperita,Mentha × piperita,450969-1,Species,,,,"Mentha piperita,Mentha piperita L.,Mentha x piperita",,,,,,,,['LITTOX']
9722,451022-1,Mentha pulegium,Mentha pulegium,451022-1,Species,,,,Mentha pulegium,Mentha pulegium,,Mentha pulegium,,"Mentha pulegium,Micromeria dalmatica",Mentha pulegium L.,Mentha pulegium L. ,"['LITTOX', 'en_wiki', 'CPCS', 'USDA(Duke)', 'TPPT', 'CliniTox']"
9723,451048-1,Mentha requienii,Mentha requienii,451048-1,Species,,,,Mentha requienii,,,,,,,,['LITTOX']
9724,451107-1,Mentha satureioides,Mentha satureioides,451107-1,Species,,,,Mentha satureioides,,,,,,,,['LITTOX']
9725,451162-1,Mentha spicata,Mentha spicata,451162-1,Species,,,,"Mentha aquatica x Mentha spicata,Mentha spicata",,,,,Mentha spicata,Mentha spicata L.,,"['LITTOX', 'USDA(Duke)', 'TPPT']"
9726,451188-1,Mentha suaveolens,Mentha suaveolens,451188-1,Species,,,,Mentha suaveolens,,,,,,Mentha suaveolens Ehrh.,,"['LITTOX', 'TPPT']"
9727,451719-1,Micromeria biflora,Micromeria biflora,451719-1,Species,,,,"Micromeria biflora (Buch. - Ham. ex D. Don) Benth.,Satureja biflora,Thymus biflorus Buch. - Ham. Ex D.Don",,,,,,,,['LITTOX']
9728,451796-1,Micromeria imbricata,Micromeria imbricata,451796-1,Species,,,,Micromeria imbricata,,,,,,,,['LITTOX']
9729,451801-1,Micromeria juliana,Micromeria juliana,451801-1,Species,,,,"Micromeria juliana,Satureja juliana",,,,,,,,['LITTOX']
9730,451831-1,Micromeria myrtifolia,Micromeria myrtifolia,451831-1,Species,,,,Micromeria minoa,,,,,,,,['LITTOX']
9731,452034-1,Monarda didyma,Monarda didyma,452034-1,Species,,,,Monarda didyma,,,,,,,,['LITTOX']
9732,452042-1,Monarda fistulosa,Monarda fistulosa,452042-1,Species,,,,Monarda fistulosa,,,,,,,,['LITTOX']
9733,452072-1,Monarda punctata,Monarda punctata,452072-1,Species,,,,Monarda punctata,,,,,,,,['LITTOX']
9734,45226-1,Andrographis paniculata,Andrographis paniculata,45226-1,Species,,,,Andrographis paniculata,,,,,,,,['LITTOX']
9735,452333-1,Nepeta cataria,Nepeta cataria,452333-1,Species,,,,"Nepeta cataria,Nepeta cataria as 'catnip',Nepeta cataria var. citrodora",,,Nepeta cataria,,,,,"['LITTOX', 'CPCS']"
9736,452340-1,Nepeta ciliaris,Nepeta ciliaris,452340-1,Species,,,,"Nepeta ciliaris Wall. ex Benth.,Nepeta leucophylla,Nepeta leucophylla Benth.",,,,,,,,['LITTOX']
9737,452384-1,Nepeta discolor,Nepeta discolor,452384-1,Species,,,,Nepeta discolor Royle ex Benth.,,,,,,,,['LITTOX']
9738,452394-1,Nepeta elliptica,Nepeta elliptica,452394-1,Species,,,,Nepeta elliptica Royle ex Benth.,,,,,,,,['LITTOX']
9739,452442-1,Nepeta graciliflora,Nepeta graciliflora,452442-1,Species,,,,Nepeta graciliflora Benth.,,,,,,,,['LITTOX']
9740,452462-1,Nepeta hindostana,Nepeta hindostana,452462-1,Species,,,,"Glechoma hindostana Roth,Nepeta hindostana,Nepeta hindostana (Roth.) Haines,Nepeta ruderalis Buch.-Ham.",,,,,,,,['LITTOX']
