,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
14261,814696-1,Brunfelsia uniflora,Brunfelsia uniflora,814696-1,Species,,,,"Brunfelsia hopeana,Brunfelsia uniflora",,,,,,Brunfelsia uniflora (Pohl) D. Don,"Brunfelsia hopeana (Hobok.) Benth. ,Brunfelsia uniflora (Pohl) D. Don ,Franciscea hopeana Hook. ,Franciscea uniflora Pohl ","['LITTOX', 'TPPT', 'CliniTox']"
14262,814733-1,Capsicum baccatum,Capsicum baccatum,814733-1,Species,,,,Capsicum baccatum,,,,,,,,['LITTOX']
14263,814752-1,Capsicum chinense,Capsicum chinense,814752-1,Species,,,,"Capsicum chinense,Capsicum sinense",,,,,,,,['LITTOX']
14264,814839-1,Capsicum pubescens,Capsicum pubescens,814839-1,Species,,,,Capsicum pubescens,,,,,,,,['LITTOX']
14265,814928-1,Cestrum bracteatum,Cestrum bracteatum,814928-1,Species,,,,Cestrum amictum,,,,,,,,['LITTOX']
14266,814969-1,Cestrum corymbosum,Cestrum corymbosum,814969-1,Species,,,,"Cestrum corymbosum,Cestrum corymbosum var. hirsutum",,,,,,,,['LITTOX']
14267,815003-1,Cestrum elegans,Cestrum elegans,815003-1,Species,,,,"Cestrum elegans,Cestrum purpureum",,,,,,,,['LITTOX']
14268,815010-1,Cestrum euanthes,Cestrum euanthes,815010-1,Species,,,,Cestrum pseudo-quina,,,,,,,,['LITTOX']
14269,815016-1,Cestrum fasciculatum,Cestrum fasciculatum,815016-1,Species,,,,"Cestrum fasciculatum,Cestrum newellii",,,,,,,,['LITTOX']
14270,815061-1,Cestrum hartwegii,Cestrum hartwegii,815061-1,Species,,,,Cestrum hartwegii,,,,,,,,['LITTOX']
14271,815080-1,Cestrum intermedium,Cestrum intermedium,815080-1,Species,,,,Cestrum intermedium,,,,,,,,['LITTOX']
14272,8151-1,Centipeda,nan,nan,Genus,,,,Centipeda,,,,,,,,['LITTOX']
14273,81519-1,Rauvolfia caffra,Rauvolfia caffra,81519-1,Species,,,,"Rauvolfia caffra,Rauvolfia natalensis",,,,,,,,['LITTOX']
14274,815420-1,Cyphanthera albicans,Cyphanthera albicans,815420-1,Species,,,,"Anthocercis albicans,Cyphanthera albicans",,,,,,,,['LITTOX']
14275,8155-1,Centratherum,nan,nan,Genus,,,,Centratherum,,,,,,,,['LITTOX']
14276,815547-1,Datura discolor,Datura discolor,815547-1,Species,,,,Datura discolor,,,,,,,,['LITTOX']
14277,815596-1,Datura quercifolia,Datura quercifolia,815596-1,Species,,,,Datura quercifolia,,,,,,,,['LITTOX']
14278,815647-1,Discopodium penninervium,Discopodium penninervium,815647-1,Species,,,,Discopodium penninervium,,,,,,,,['LITTOX']
14279,815654-1,Duboisia hopwoodii,Duboisia hopwoodii,815654-1,Species,,,,Duboisia hopwoodii,,,,,,,,['LITTOX']
14280,815656-1,Duboisia myoporoides,Duboisia myoporoides,815656-1,Species,,,,Duboisia myoporoides,,,,,Duboisia myoporoides,,,"['LITTOX', 'USDA(Duke)']"
14281,815727-1,Fabiana bryoides,Fabiana bryoides,815727-1,Species,,,,Fabiana bryoides,,,,,,,,['LITTOX']
14282,815736-1,Fabiana friesii,Fabiana friesii,815736-1,Species,,,,Fabiana friesii,,,,,,,,['LITTOX']
14283,815741-1,Fabiana imbricata,Fabiana imbricata,815741-1,Species,,,,Fabiana imbricata,,,,,,,,['LITTOX']
14284,81579-1,Rauvolfia mannii,Rauvolfia mannii,81579-1,Species,,,,"Rauvolfia manii,Rauvolfia rosea",,,,,,,,['LITTOX']
14285,815891-1,Hyoscyamus aureus,Hyoscyamus aureus,815891-1,Species,,,,"Hyoscyamus aurea,Hyoscyamus aureus",,,,,,,,['LITTOX']
14286,81591-1,Rauvolfia mombasiana,Rauvolfia mombasiana,81591-1,Species,,,,Rauvolfia mombasiana,,,,,,,,['LITTOX']
14287,815947-1,Hyoscyamus pusillus,Hyoscyamus pusillus,815947-1,Species,,,,Hyoscyamus pusillus,,,,,,,,['LITTOX']
14288,815948-1,Hyoscyamus reticulatus,Hyoscyamus reticulatus,815948-1,Species,,,,Hyoscyamus reticulatus,,,,,,,,['LITTOX']
14289,815974-1,Iochroma cyaneum,Iochroma cyaneum,815974-1,Species,,,,Dunalia tubulosa,,,,,,,,['LITTOX']
14290,815977-1,Iochroma fuchsioides,Iochroma fuchsioides,815977-1,Species,,,,Iochroma fuchsioides,,,,,,,,['LITTOX']
14291,815978-1,Iochroma gesnerioides,Iochroma gesnerioides,815978-1,Species,,,,Iochroma gesnerioides,,,,,,,,['LITTOX']
14292,81598-1,Rauvolfia nitida,Rauvolfia nitida,81598-1,Species,,,,Rauvolfia nitida,,,,,,,,['LITTOX']
14293,816012-1,Jaborosa integrifolia,Jaborosa integrifolia,816012-1,Species,,,,Jaborosa integrifolia,,,,,,,,['LITTOX']
14294,816162-1,Lycianthes denticulata,Lycianthes denticulata,816162-1,Species,,,,Solanum ciliatum,,,,,,,,['LITTOX']
14295,816351-1,Lycium australe,Lycium australe,816351-1,Species,,,,Lycium australe,,,,,,,,['LITTOX']
14296,816384-1,Lycium carolinianum,Lycium carolinianum,816384-1,Species,,,,Lycium carolinianum,,,,,,,,['LITTOX']
14297,816389-1,Lycium chinense,Lycium chinense,816389-1,Species,,,,Lycium chinense,,,,,,,,['LITTOX']
14298,816435-1,Lycium europaeum,Lycium europaeum,816435-1,Species,,,,Lycium europaeum,Lycium europaeum,,,,,,,"['LITTOX', 'fr_wiki']"
14299,81648-1,Rauvolfia serpentina,Rauvolfia serpentina,81648-1,Species,,,,"Rauvolfia serpentina,Rauvolfia serpentina as 'snakeroot'",,,,,,,,['LITTOX']
14300,81652-1,Rauvolfia sprucei,Rauvolfia sprucei,81652-1,Species,,,,Rauvolfia sprucei,,,,,,,,['LITTOX']
14301,816566-1,Lycium pallidum,Lycium pallidum,816566-1,Species,,,,Lycium pallidum,,,,,,,,['LITTOX']
14302,816609-1,Lycium ruthenicum,Lycium ruthenicum,816609-1,Species,,,,"Lycium ruthenicum,Lycium turcomanicum",,,,,,,,['LITTOX']
14303,81663-1,Rauvolfia tetraphylla,Rauvolfia tetraphylla,81663-1,Species,,,,"Rauvolfia canescens,Rauvolfia tetraphylla",,,,,,,,['LITTOX']
14304,81670-1,Rauvolfia viridis,Rauvolfia viridis,81670-1,Species,,,,Rauvolfia viridis,,,,,,,,['LITTOX']
14305,816721-1,Mandragora autumnalis,Mandragora autumnalis,816721-1,Species,,,,"Mandragora autumnalis,Mandragora microcarpa",,,,,,,,['LITTOX']
14306,816722-1,Mandragora caulescens,Mandragora caulescens,816722-1,Species,,,,"Anisodus humilis,Mandragora caulescens",,,,,,,,['LITTOX']
14307,816733-1,Mandragora officinarum,Mandragora officinarum,816733-1,Species,,,,"Atropa mandragora,Mandragora acaulis,Mandragora officinarum,Mandragora vernalis",Mandragora officinarum,,,,Mandragora officinarum,Mandragora officinarum L.,,"['LITTOX', 'en_wiki:fr_wiki', 'USDA(Duke)', 'TPPT']"
14308,816738-1,Mandragora turcomanica,Mandragora turcomanica,816738-1,Species,,,,Mandragora turcomanica,,,,,,,,['LITTOX']
14309,816838-1,Nicotiana acuminata,Nicotiana acuminata,816838-1,Species,,,,Nicotiana acuminata,,,,,,,,['LITTOX']
14310,81684-1,Rhabdadenia biflora,Rhabdadenia biflora,81684-1,Species,,,,"Rhabdadenia biflora,Rhabdadenia cordata,Rhabdadenia paludosa",,,,,,,,['LITTOX']
14311,816844-1,Nicotiana africana,Nicotiana africana,816844-1,Species,,,,"Nicotiana africana,Nicotiana africana Merxm",,,,,,,,['LITTOX']
14312,816845-1,Nicotiana alata,Nicotiana alata,816845-1,Species,,,,Nicotiana alata,,,,,,,,['LITTOX']
14313,816851-1,Nicotiana amplexicaulis,Nicotiana amplexicaulis,816851-1,Species,,,,Nicotiana amplexicaulis,,,,,,,,['LITTOX']
14314,816860-1,Nicotiana attenuata,Nicotiana attenuata,816860-1,Species,,,,Nicotiana attenuata,,,Nicotiana attenuata,,,,,"['LITTOX', 'CPCS']"
14315,816868-1,Nicotiana benthamiana,Nicotiana benthamiana,816868-1,Species,,,,Nicotiana benthamiana,,,,,,,,['LITTOX']
14316,816887-1,Nicotiana cavicola,Nicotiana cavicola,816887-1,Species,,,,Nicotiana cavicola,,,,,,,,['LITTOX']
14317,816920-1,Nicotiana excelsior,Nicotiana excelsior,816920-1,Species,,,,Nicotiana excelsior,,,,,,,,['LITTOX']
14318,816921-1,Nicotiana exigua,Nicotiana exigua,816921-1,Species,,,,Nicotiana exigua,,,,,,,,['LITTOX']
14319,816929-1,Nicotiana forsteri,Nicotiana forsteri,816929-1,Species,,,,"Nicotiana debneyi,Nicotiana suaveolens var. debneyi,Nicotiana suaveolens var. parviflora",,,,,,,,['LITTOX']
14320,816942-1,Nicotiana glutinosa,Nicotiana glutinosa,816942-1,Species,,,,Nicotiana glutinosa,,,,,,,,['LITTOX']
14321,816943-1,Nicotiana goodspeedii,Nicotiana goodspeedii,816943-1,Species,,,,Nicotiana goodspeedii,,,,,,,,['LITTOX']
14322,816944-1,Nicotiana gossei,Nicotiana gossei,816944-1,Species,,,,Nicotiana gossei,,,,,,,,['LITTOX']
14323,816951-1,Nicotiana hesperis,Nicotiana hesperis,816951-1,Species,,,,Nicotiana hesperis,,,,,,,,['LITTOX']
14324,816958-1,Nicotiana ingulba,Nicotiana ingulba,816958-1,Species,,,,Nicotiana ingulba,,,,,,,,['LITTOX']
14325,816975-1,Nicotiana longiflora,Nicotiana longiflora,816975-1,Species,,,,Nicotiana longiflora,,,Nicotiana longiflora,,,,,"['LITTOX', 'CPCS']"
14326,816982-1,Nicotiana maritima,Nicotiana maritima,816982-1,Species,,,,Nicotiana maritima,,,,,,,,['LITTOX']
14327,816985-1,Nicotiana megalosiphon,Nicotiana megalosiphon,816985-1,Species,,,,"Nicotiana megalosiphon,Nicotiana suaveolens var. longiflora",,,,,,,,['LITTOX']
14328,817010-1,Nicotiana occidentalis,Nicotiana occidentalis,817010-1,Species,,,,Nicotiana occidentalis,,,,,,,,['LITTOX']
14329,817013-1,Nicotiana otophora,Nicotiana otophora,817013-1,Species,,,,Nicotiana otophora,,,,,,,,['LITTOX']
14330,817020-1,Nicotiana paniculata,Nicotiana paniculata,817020-1,Species,,,,Nicotiana paniculata,,,,,,,,['LITTOX']
14331,817036-1,Nicotiana plumbaginifolia,Nicotiana plumbaginifolia,817036-1,Species,,,,"Nicotiana plumbaginifolia,Nicotiana pusilla",,,,,,,,['LITTOX']
14332,817047-1,Nicotiana repanda,Nicotiana repanda,817047-1,Species,,,,Nicotiana repanda,,,,,,,,['LITTOX']
14333,817050-1,Nicotiana rosulata,Nicotiana rosulata,817050-1,Species,,,,Nicotiana rosulata,,,,,,,,['LITTOX']
14334,817051-1,Nicotiana rotundifolia,Nicotiana rotundifolia,817051-1,Species,,,,"Nicotiana rotundifolia,Nicotiana rotundifolia spp. rotundifolia,Nicotiana rotundifolia ssp. aridicola",,,,,,,,['LITTOX']
14335,817068-1,Nicotiana simulans,Nicotiana simulans,817068-1,Species,,,,Nicotiana simulans,,,,,,,,['LITTOX']
14336,817075-1,Nicotiana suaveolens,Nicotiana suaveolens,817075-1,Species,,,,"Nicotiana suaveolens,Nicotiana suaveolens var. parvifolia",,,,,,,,['LITTOX']
14337,817091-1,Nicotiana umbratica,Nicotiana umbratica,817091-1,Species,,,,Nicotiana umbratica,,,,,,,,['LITTOX']
14338,817092-1,Nicotiana undulata,Nicotiana undulata,817092-1,Species,,,,Nicotiana undulata,,,,,,,,['LITTOX']
14339,81712-1,Rhazya stricta,Rhazya stricta,81712-1,Species,,,,Rhazya stricta,,,,,,,,['LITTOX']
14340,817157-1,Nierembergia repens,Nierembergia repens,817157-1,Species,,,,Nierembergia repens,,,,,,,,['LITTOX']
14341,817159-1,Nierembergia rivularis,Nierembergia rivularis,817159-1,Species,,,,Nierembergia rivularis,,,,,,,,['LITTOX']
14342,817160-1,Nierembergia scoparia,Nierembergia scoparia,817160-1,Species,,,,Nierembergia scoparia,,,,,,,,['LITTOX']
14343,817227-1,Petunia × atkinsiana,Petunia × atkinsiana,817227-1,Species,,,,"Petunia hybrida,Petunia x hybrida",,,,,,,,['LITTOX']
14344,817328-1,Physalis angustifolia,Physalis angustifolia,817328-1,Species,,,,Physalis angustifolia,,,,,,,,['LITTOX']
14345,81736-2,Diplopterys cabrerana,Diplopterys cabrerana,81736-2,Species,,,,"Banisteriopsis cabrerana,Diplopterys cabrerana",,,,,,,,['LITTOX']
14346,817374-1,Physalis crassifolia,Physalis crassifolia,817374-1,Species,,,,Physalis crassifolia,,,,,,,,['LITTOX']
14347,817429-1,Physalis heterophylla,Physalis heterophylla,817429-1,Species,,,,Physalis heterophylla,,,,,,,,['LITTOX']
14348,817444-1,Physalis ixocarpa,Physalis ixocarpa,817444-1,Species,,,,Physalis ixocarpa,,,Physalis ixocarpa,,,,,"['LITTOX', 'CPCS']"
14349,817449-1,Physalis lagascae,Physalis lagascae,817449-1,Species,,,,"Physalis alkekengi,Physalis alkekengi var. franchetti",Physalis alkekengi,,Physalis alkekengi,,,,,"['LITTOX', 'fr_wiki', 'CPCS']"
14350,817453-1,Physalis lanceolata,Physalis lanceolata,817453-1,Species,,,,"Physalis lanceifolia,Physalis lanceolata",,,,,,,,['LITTOX']
14351,817532-1,Physalis philadelphica,Physalis philadelphica,817532-1,Species,,,,Physalis philadelphica,,,,,,,,['LITTOX']
14352,817619-1,Physalis viscosa,Physalis viscosa,817619-1,Species,,,,Physalis viscosa,,,,,,,,['LITTOX']
14353,817641-1,Physochlaina orientalis,Physochlaina orientalis,817641-1,Species,,,,Hyoscyamus orientalis,,,,,,,,['LITTOX']
14354,817643-1,Physochlaina praealta,Physochlaina praealta,817643-1,Species,,,,Physochlaina praealta,,,,,,,,['LITTOX']
14355,817900-1,Schizanthus grahamii,Schizanthus grahamii,817900-1,Species,,,,Schizanthus grahamii,,,,,,,,['LITTOX']
14356,817918-1,Schizanthus pinnatus,Schizanthus pinnatus,817918-1,Species,,,,Schizanthus pinnatus,,,,,,,,['LITTOX']
14357,817996-1,Scopolia carniolica,Scopolia carniolica,817996-1,Species,,,,Scopolia carniolica,Scopolia carniolica,,,,Scopolia carniolica,Scopolia carniolica Jacq.,"Hyoscyamus scopolia ,Scopolia carniolica Jacq. ","['LITTOX', 'en_wiki', 'USDA(Duke)', 'TPPT', 'CliniTox']"
14358,818070-1,Solandra guttata,Solandra guttata,818070-1,Species,,,,Solandra guttata,,,,,,,,['LITTOX']
14359,818075-1,Solandra longiflora,Solandra longiflora,818075-1,Species,,,,Solandra longiflora,,,Solandra longiflora,,,,,"['LITTOX', 'CPCS']"
14360,818078-1,Solandra maxima,Solandra maxima,818078-1,Species,,,,Solandra maxima,,,,,,,,['LITTOX']
14361,818146-1,Solanum adenophorum,Solanum adenophorum,818146-1,Species,,,,Solanum adenophorum,,,,,,,,['LITTOX']
14362,818158-1,Solanum aethiopicum,Solanum aethiopicum,818158-1,Species,,,,"Solanum aethiopicum,Solanum aurantiacum",,,,,,,,['LITTOX']
14363,818168-1,Solanum agrarium,Solanum agrarium,818168-1,Species,,,,Solanum agrarium,,,,,,,,['LITTOX']
14364,818181-1,Solanum alatum,Solanum alatum,818181-1,Species,,,,"Solanum alatum,Solanum nigrum var. virginicum",,,,,,,,['LITTOX']
14365,818218-1,Solanum amblymerum,Solanum amblymerum,818218-1,Species,,,,"Solanum amblymerum,Solanum violaceum var. amblymerum",,,,,,,,['LITTOX']
14366,818243-1,Solanum anguivi,Solanum anguivi,818243-1,Species,,,,"Solanum hermanii,Solanum hermannii",,,,,,,,['LITTOX']
14367,818253-1,Solanum angustifolium,Solanum angustifolium,818253-1,Species,,,,Solanum macroscolum,,,,,,,,['LITTOX']
14368,818257-1,Solanum angustum,Solanum angustum,818257-1,Species,,,,Solanum angustum,,,,,,,,['LITTOX']
14369,818326-1,Solanum arundo,Solanum arundo,818326-1,Species,,,,"Solanum arundo,Solanum diplacanthum,Solanum helleri",,,,,,,,['LITTOX']
14370,818330-1,Solanum asperolanatum,Solanum asperolanatum,818330-1,Species,,,,Solanum hispidum,,,,,,,,['LITTOX']
14371,818335-1,Solanum asperum,Solanum asperum,818335-1,Species,,,,Solanum asperum,,,,,,,,['LITTOX']
14372,818342-1,Solanum asterophorum,Solanum asterophorum,818342-1,Species,,,,Solanum asterophorum,,,,,,,,['LITTOX']
14373,818349-1,Solanum asymmetriphyllum,Solanum asymmetriphyllum,818349-1,Species,,,,Solanum asymmetriphyllum,,,,,,,,['LITTOX']
14374,818515-1,Solanum brownii,Solanum brownii,818515-1,Species,,,,Solanum brownii,,,,,,,,['LITTOX']
14375,81857-1,Strophanthus arnoldianus,Strophanthus arnoldianus,81857-1,Species,,,,Strophanthus arnoldianus,,,,,,,,['LITTOX']
14376,818571-1,Solanum campanulatum,Solanum campanulatum,818571-1,Species,,,,Solanum campanulatum,,,,,,,,['LITTOX']
14377,818605-1,Solanum capsiciforme,Solanum capsiciforme,818605-1,Species,,,,Solanum capsiciforme,,,,,,,,['LITTOX']
14378,818614-1,Solanum carduiforme,Solanum carduiforme,818614-1,Species,,,,Solanum carduiforme,,,,,,,,['LITTOX']
14379,818628-1,Solanum cataphractum,Solanum cataphractum,818628-1,Species,,,,Solanum cataphractum,,,,,,,,['LITTOX']
14380,818645-1,Solanum centrale,Solanum centrale,818645-1,Species,,,,Solanum centrale,,,,,,,,['LITTOX']
14381,818669-1,Solanum chenopodinum,Solanum chenopodinum,818669-1,Species,,,,Solanum chenopodinum,,,,,,,,['LITTOX']
14382,818670-1,Solanum chenopodioides,Solanum chenopodioides,818670-1,Species,,,,"Solanum chenopodioides,Solanum gracilius,Solanum sublobatum",,,,,,Solanum chenopodioides Lam.,,"['LITTOX', 'TPPT']"
14383,818675-1,Solanum chilense,Solanum chilense,818675-1,Species,,,,Lycopersicon chilense,,,,,,,,['LITTOX']
14384,8187-1,Chaenactis,nan,nan,Genus,,,,Chaenactis,,,,,,,,['LITTOX']
14385,81870-1,Strophanthus congoensis,Strophanthus congoensis,81870-1,Species,,,,Strophanthus congoensis,,,,,,,,['LITTOX']
14386,818704-1,Solanum chrysotrichum,Solanum chrysotrichum,818704-1,Species,,,,Solanum chrysotrichum,,,,,,,,['LITTOX']
14387,818714-1,Solanum cinereum,Solanum cinereum,818714-1,Species,,,,Solanum cinereum,,,,,,,,['LITTOX']
14388,818731-1,Solanum cleistogamum,Solanum cleistogamum,818731-1,Species,,,,Solanum cleistogamum,,,,,,,,['LITTOX']
14389,818736-1,Solanum coactiliferum,Solanum coactiliferum,818736-1,Species,,,,Solanum coactiliferum,,,,,,,,['LITTOX']
14390,818739-1,Solanum coagulans,Solanum coagulans,818739-1,Species,,,,Solanum coagulans,,,,,,,,['LITTOX']
14391,818794-1,Solanum cordatum,Solanum cordatum,818794-1,Species,,,,Solanum cordatum,,,,,,,,['LITTOX']
14392,818843-1,Solanum crinitum,Solanum crinitum,818843-1,Species,,,,Solanum macranthum,,,,,,,,['LITTOX']
14393,818846-1,Solanum crispum,Solanum crispum,818846-1,Species,,,,Solanum congestiflorum,,,,,,,,['LITTOX']
14394,81885-1,Strophanthus gardeniiflorus,Strophanthus gardeniiflorus,81885-1,Species,,,,Strophanthus gardeniiflorus,,,,,,,,['LITTOX']
14395,81886-1,Strophanthus gerrardii,Strophanthus gerrardii,81886-1,Species,,,,Strophanthus gerrardii,,,,,,,,['LITTOX']
14396,818871-1,Solanum cunninghamii,Solanum cunninghamii,818871-1,Species,,,,Solanum cunninghamii,,,,,,,,['LITTOX']
14397,818941-1,Solanum defensum,Solanum defensum,818941-1,Species,,,,Solanum defensum,,,,,,,,['LITTOX']
14398,818961-1,Solanum densevestitum,Solanum densevestitum,818961-1,Species,,,,Solanum densevestitum,,,,,,,,['LITTOX']
14399,818983-1,Solanum dianthophorum,Solanum dianthophorum,818983-1,Species,,,,Solanum dianthophorum,,,,,,,,['LITTOX']
14400,819018-1,Solanum dioicum,Solanum dioicum,819018-1,Species,,,,Solanum dioicum,,,,,,,,['LITTOX']
14401,819026-1,Solanum discolor,Solanum discolor,819026-1,Species,,,,Solanum discolor,,,,,,,,['LITTOX']
14402,81903-1,Strophanthus hypoleucos,Strophanthus hypoleucos,81903-1,Species,,,,Strophanthus hypoleucos,,,,,,,,['LITTOX']
14403,819035-1,Solanum diversiflorum,Solanum diversiflorum,819035-1,Species,,,,Solanum diversiflorum,,,,,,,,['LITTOX']
14404,819050-1,Solanum donianum,Solanum donianum,819050-1,Species,,,,Solanum verbascifolium,,,,,,,,['LITTOX']
14405,819070-1,Solanum dunalianum,Solanum dunalianum,819070-1,Species,,,,Solanum dunalianum,,,,,,,,['LITTOX']
14406,819078-1,Solanum eburneum,Solanum eburneum,819078-1,Species,,,,Solanum eburneum,,,,,,,,['LITTOX']
14407,819083-1,Solanum echinatum,Solanum echinatum,819083-1,Species,,,,"Solanum echinatum,Solanum seitheae",,,,,,,,['LITTOX']
14408,819097-1,Solanum elachophyllum,Solanum elachophyllum,819097-1,Species,,,,Solanum elachophyllum,,,,,,,,['LITTOX']
14409,819102-1,Solanum elegans,Solanum elegans,819102-1,Species,,,,Solanum elegans,,,,,,,,['LITTOX']
14410,819106-1,Solanum ellipticum,Solanum ellipticum,819106-1,Species,,,,Solanum ellipticum,,,,,,,,['LITTOX']
14411,81912-1,Strophanthus ledienii,Strophanthus ledienii,81912-1,Species,,,,Strophanthus ledienii,,,,,,,,['LITTOX']
14412,819124-1,Solanum eremophilum,Solanum eremophilum,819124-1,Species,,,,Solanum eremophilum,,,,,,,,['LITTOX']
14413,819148-1,Solanum esuriale,Solanum esuriale,819148-1,Species,,,,Solanum esuriale,,,,,,,,['LITTOX']
14414,819183-1,Solanum ferocissimum,Solanum ferocissimum,819183-1,Species,,,,Solanum ferocissimum,,,,,,,,['LITTOX']
14415,81922-1,Strophanthus mirabilis,Strophanthus mirabilis,81922-1,Species,,,,Strophanthus mirabilis,,,,,,,,['LITTOX']
14416,81923-1,Strophanthus mortehanii,Strophanthus mortehanii,81923-1,Species,,,,Strophanthus mortehanii,,,,,,,,['LITTOX']
14417,81924-1,Strophanthus nicholsonii,Strophanthus nicholsonii,81924-1,Species,,,,Strophanthus nicholsonii,,,,,,,,['LITTOX']
14418,819265-1,Solanum furcatum,Solanum furcatum,819265-1,Species,,,,Solanum furcatum,,,,,,,,['LITTOX']
14419,819266-1,Solanum furfuraceum,Solanum furfuraceum,819266-1,Species,,,,Solanum furfuraceum,,,,,,,,['LITTOX']
14420,819271-1,Solanum gabrielae,Solanum gabrielae,819271-1,Species,,,,Solanum gabrielae,,,,,,,,['LITTOX']
14421,819298-1,Solanum giganteum,Solanum giganteum,819298-1,Species,,,,Solanum giganteum,,,,,,,,['LITTOX']
14422,819300-1,Solanum gilesii,Solanum gilesii,819300-1,Species,,,,Solanum gilesii,,,,,,,,['LITTOX']
14423,819387-1,Solanum guineense,Solanum guineense,819387-1,Species,,,,Solanum guineense,,,,,,,,['LITTOX']
14424,819401-1,Solanum hamulosum,Solanum hamulosum,819401-1,Species,,,,Solanum hamulosum,,,,,,,,['LITTOX']
14425,819493-1,Solanum hoplopetalum,Solanum hoplopetalum,819493-1,Species,,,,Solanum hoplopetalum,,,,,,,,['LITTOX']
14426,819498-1,Solanum horridum,Solanum horridum,819498-1,Species,,,,Solanum horridum,,,,,,,,['LITTOX']
14427,819519-1,Solanum humile,Solanum humile,819519-1,Species,,,,"Solanum humile,Solanum rigescens",,,,,,,,['LITTOX']
14428,819543-1,Solanum hystrix,Solanum hystrix,819543-1,Species,,,,Solanum hystrix,,,,,,,,['LITTOX']
14429,819562-1,Solanum inaequilaterum,Solanum inaequilaterum,819562-1,Species,,,,Solanum inaequilaterum,,,,,,,,['LITTOX']
14430,819593-1,Solanum insanum,Solanum insanum,819593-1,Species,,,,"Solanum melongena var. insana,Solanum melongena var.insana",,,,,,,,['LITTOX']
14431,81964-1,Strophanthus wallichii,Strophanthus wallichii,81964-1,Species,,,,Strophanthus wallichii,,,,,,,,['LITTOX']
14432,819673-1,Solanum juzepczukii,Solanum juzepczukii,819673-1,Species,,,,Solanum juzepczukii,,,,,,,,['LITTOX']
14433,81969-1,Strophanthus zimmermannianus,Strophanthus zimmermannianus,81969-1,Species,,,,Strophanthus zimmermannianus,,,,,,,,['LITTOX']
14434,819715-1,Solanum lachnophyllum,Solanum lachnophyllum,819715-1,Species,,,,Solanum lachnophyllum,,,,,,,,['LITTOX']
14435,819719-1,Solanum lacunarium,Solanum lacunarium,819719-1,Species,,,,Solanum lacunarium,,,,,,,,['LITTOX']
14436,819751-1,Solanum lasiocarpum,Solanum lasiocarpum,819751-1,Species,,,,Solanum hirsutum,,,,,,,,['LITTOX']
14437,819753-1,Solanum lasiophyllum,Solanum lasiophyllum,819753-1,Species,,,,Solanum lasiophyllum,,,,,,,,['LITTOX']
14438,819815-1,Solanum leucodendron,Solanum leucodendron,819815-1,Species,,,,Solanum leucodendron,,,,,,,,['LITTOX']
14439,819838-1,Solanum linearifolium,Solanum linearifolium,819838-1,Species,,,,Solanum linearifolium,,,,,,,,['LITTOX']
